,0,0,0,0,0
HOMO_D (eV),0.010493137,0.009380921,0.006615095,0.008294383,0.006996952
LUMO_D (eV),0.020655413,0.02383553,0.020237525,0.022957917,0.024253439
HOMO_A (eV),0.028374909,0.028288868,0.023958256,0.029260488,0.034681533
LUMO_A (eV),0.028925712,0.027172637,0.03197368,0.040747154,0.037405816
