Datatype,R_mean,R_std,RMSE_mean,RMSE_std,num_of_data
SMILES,0.6640489971592412,0.045484785815525085,0.1470674982920798,0.004719648348421138,567
BigSMILES,0.6422893225760565,0.044579769282854564,0.15106109275187202,0.006724821646876182,567
SELFIES,0.6797884814438522,0.04180984643655392,0.1444628063862693,0.0023143459621969174,567
BRICS,0.7038160067641627,0.060626975756417005,0.14024883231178314,0.009426092704232163,567
MANUAL,0.6766596108896975,0.08852454162662547,0.14387154558676235,0.012788137048129462,567
AUG_MANUAL,0.6686102352915275,0.10139450753335193,0.1474477578608906,0.015677516467614443,567
FINGERPRINT,0.7502383987316116,0.06396433654313438,0.12978507668315045,0.009494460518593208,567
