Datatype,R_mean,R_std,RMSE_mean,RMSE_std,num_of_data
SMILES,0.6996227443702996,0.05923146904367821,3.3588165539821575,0.11401689685528046,456
BigSMILES,0.7018659735683459,0.05855637155192813,3.3560502499792593,0.09212775495766391,456
SELFIES,0.7035878478097843,0.07738819318682873,3.3138953211447797,0.1618914845758923,456
AUG_SMILES,0.6308030853774692,0.08159075545426196,3.65966553489408,0.29727183248963807,456
BRICS,0.7418041846202248,0.05323662986788373,3.12974635150998,0.14101839108584885,456
MANUAL,0.7664650934709437,0.048084019986517346,2.9966855025827424,0.20103852215528034,456
AUG_MANUAL,0.6786900582754641,0.06164197311165413,3.4867033564300955,0.2573111156733052,456
FINGERPRINT,0.8097896295641137,0.059303125938783244,2.7329878950200737,0.24014305566191838,456
