Datatype,R_mean,R_std,RMSE_mean,RMSE_std,num_of_data
SMILES,0.44351695442285094,0.04041623826161011,0.1616315284963558,0.008508801660803146,555
BigSMILES,0.4491540755005065,0.05863931440525667,0.16091712582195794,0.0068605903768892565,555
SELFIES,0.4944081135315835,0.019215863564957355,0.15707954967221113,0.011078821697093318,555
AUG_SMILES,0.24330352153894702,0.08895239568023817,0.10504224297059492,0.007481109564277341,555
BRICS,0.6031272002866507,0.0703971727710758,0.14413290642589635,0.010979746176587462,555
MANUAL,0.5680188813460062,0.06830556382309931,0.1501654454501548,0.009514727202341996,555
AUG_MANUAL,0.4974867097215053,0.07128481504894968,0.16324520110674304,0.01199397780916618,555
FINGERPRINT,0.665051143124907,0.06804512743678139,0.1349293191148637,0.01808503231168833,555
