,0,0,0,0,0
HOMO_D (eV),0.029259632271806328,0.03578381450159614,0.03669621891147826,0.024939698785506493,0.02684164876988433
LUMO_D (eV),0.028946303525715842,0.023164037601128604,0.027076521612791733,0.02669145404511395,0.026062069825500845
HOMO_A (eV),0.03169830231848489,0.032947872775767974,0.033452283106707434,0.044015066070471336,0.04465033299211475
LUMO_A (eV),0.022949933157530394,0.028708903876670976,0.0319724197171372,0.029557841048211495,0.0413928553129959
