Datatype,R_mean,R_std,RMSE_mean,RMSE_std,num_of_data
SMILES,0.614254083090703,0.04081812344945137,2.4535489478209223,0.1666794184560396,456
BigSMILES,0.6301955546470496,0.04717453947877093,2.417416581701351,0.1457294283743669,456
SELFIES,0.614979497481469,0.04212761284807977,2.448360682247972,0.11262801268425485,456
AUG_SMILES,0.5613256005103637,0.08550731930425298,2.6148664840503484,0.20356791916600991,456
BRICS,0.6861082669084694,0.04159419010041241,2.2689838904677573,0.12224472346147548,456
MANUAL,0.6884210265372761,0.057570593993458076,2.257275941675561,0.178829772710322,456
AUG_MANUAL,0.5846008307232723,0.082017957585746,2.578115130064624,0.22883118892971047,456
FINGERPRINT,0.7364220593458762,0.026153253002868228,2.1330908787711236,0.09605803238296559,456
