Donor,Acceptor,solvent_BPt,solvent_density,solvent_dD,solvent_RI,solvent_MW,solvent_dP,solvent_dH,solvent_log_kow,solvent_MPt,solvent_dHDon,solvent_dHAcc,solvent_trouton,solvent_dipole,solvent_RER,solvent_ParachorGA,solvent_RD,solvent_DCp,solvent_log_n,solvent_SurfTen,solvent_additive_BPt,solvent_additive_density,solvent_additive_dD,solvent_additive_RI,solvent_additive_MW,solvent_additive_dP,solvent_additive_dH,solvent_additive_log_kow,solvent_additive_MPt,solvent_additive_dHDon,solvent_additive_dHAcc,solvent_additive_trouton,solvent_additive_dipole,solvent_additive_RER,solvent_additive_ParachorGA,solvent_additive_RD,solvent_additive_DCp,solvent_additive_log_n,solvent_additive_SurfTen,PCE_percent,calc_PCE_percent,Voc_V,Jsc_mA_cm_pow_neg2,FF_percent,DA_SMILES,DA_SELFIES,DA_BigSMILES
PBDT-TT,ITIC,180.0,1.306,19.2,1.549,147.0,6.3,3.3,3.43,-17.0,1.9,1.6,-40.15,2.53,-90.0,0.258,290.6,36.22,180.5,126.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72,8.71923,0.849,15.8,65.0,CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12.N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2cc3c(cc2-4)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2c-3sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)C(=O)c2ccccc21,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][S][C][C][Branch1][S][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C][=C][Branch2][=Branch1][#C][C][=C][C][=C][Branch2][=Branch1][Ring2][C][=C][C][=C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][O][C][C][Branch1][Ring1][C][C][C][C][C][C][S][Ring1][=N][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][O][C][C][Branch1][Ring1][C][C][C][C][C][C][S][Ring1][=N][=C][Ring2][Ring2][Ring2][S][Ring2][Ring2][#Branch1][S][Ring2][Ring2][N][S][C][Ring2][=Branch1][Branch1][=Ring2][Branch1][N].[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][#C][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][Branch2][=Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][=Branch1][#C],{CCCCC(CC)COC(=O)c1c(-c2ccc([$])s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc([$])cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12}.N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2cc3c(cc2-4)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2c-3sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)C(=O)c2ccccc21
PBDT-TT,IT-M,180.0,1.306,19.2,1.549,147.0,6.3,3.3,3.43,-17.0,1.9,1.6,-40.15,2.53,-90.0,0.258,290.6,36.22,180.5,126.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99,9.99372,0.904,16.5,67.0,CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12.Cc1ccc2c(c1)C(=C(C#N)C#N)/C(=C/c1cc3sc4c(c3s1)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1cc3c(cc1-4)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1c-3sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc13)C2=O,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][C][S][Ring1][=Branch1][S][C][C][Branch1][S][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C][=C][Branch2][=Branch1][#C][C][=C][C][=C][Branch2][=Branch1][Ring2][C][=C][C][=C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][O][C][C][Branch1][Ring1][C][C][C][C][C][C][S][Ring1][=N][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][O][C][C][Branch1][Ring1][C][C][C][C][C][C][S][Ring1][=N][=C][Ring2][Ring2][Ring2][S][Ring2][Ring2][#Branch1][S][Ring2][Ring2][N][S][C][Ring2][=Branch1][Branch1][=Ring2][Branch1][N].[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][/C][=Branch2][#Branch2][C][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][N][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][Ring1][O][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][=Branch2][=Ring2][Ring1][=Branch1][C][Ring2][=Branch1][P][=O],{CCCCC(CC)COC(=O)c1c(-c2ccc([$])s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc([$])cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12}.Cc1ccc2c(c1)C(=C(C#N)C#N)/C(=C/c1cc3sc4c(c3s1)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1cc3c(cc1-4)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1c-3sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc13)C2=O
J71,A201,61.0,1.483,17.8,1.443,119.38,3.1,5.7,1.97,-64.0,5.4,3.3,-32.09,1.02,-87.8,0.22,179.5,21.01,122.5,112.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36,7.770598,0.88,13.15,67.15,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([V])s6)c6sc(C)cc6c(-c6ccc([V])s6)c5s4)s3)c3nn([Sc])nc23)s1.N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2cc4c(cc2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc3cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc3c2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21,[C][C][=C][C][=C][Branch2][#Branch1][Branch1][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][V][S][Ring1][=Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][V][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=Branch2][S][Ring2][Ring1][=C][C][=N][N][Branch1][C][Sc][N][=C][Ring2][Ring2][#Branch2][Ring1][=Branch1][S][Ring2][Ring2][#C].[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][=Branch1][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][Branch1][C][=Ring2][Ring1][Branch2][C][Ring2][Ring2][N][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][=Branch1][N],{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([V])s6)c6sc([$])cc6c(-c6ccc([V])s6)c5s4)s3)c3nn([Sc])nc23)s1}.N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2cc4c(cc2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc3cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc3c2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21
J52,BTA13,61.0,1.483,17.8,1.443,119.38,3.1,5.7,1.97,-64.0,5.4,3.3,-32.09,1.02,-87.8,0.22,179.5,21.01,122.5,112.2,259.0,1.194,20.5,1.633,162.62,4.9,2.5,4.0,-4.0,0.6,3.3,-47.72,1.55,-91.2,0.705,346.5,48.94,230.8,143.6,7.82,7.822311,1.05,12.7,58.66,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc(C)cc6c(-c6ccc([Cr])s6)c5s4)s3)c3nn([Sc])nc23)s1.CCn1c(=C(C#N)C#N)s/c(=C/c2ccc(-c3cc4sc5c(c4s3)C(c3ccc([Mo])cc3)(c3ccc([Mo])cc3)c3cc4c(cc3-5)C(c3ccc([Mo])cc3)(c3ccc([Mo])cc3)c3c-4sc4cc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn([Ti])nc56)sc34)c3nn([Ti])nc23)c1=O,[C][C][=C][C][=C][Branch2][#Branch1][Branch1][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=Branch2][S][Ring2][Ring1][=C][C][=N][N][Branch1][C][Sc][N][=C][Ring2][Ring2][#Branch2][Ring1][=Branch1][S][Ring2][Ring2][#C].[C][C][N][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][/C][=Branch2][N][Branch1][=C][/C][=C][C][=C][Branch2][#Branch2][S][C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring2][O][C][=C][C][=C][Branch2][Ring1][#Branch1][/C][=C][/S][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][N][Branch1][Ring1][C][C][C][Ring1][N][=O][C][=N][N][Branch1][C][Ti][N][=C][Ring2][Ring1][Branch2][Ring1][=Branch1][S][C][Ring2][Ring1][S][=Ring2][Ring1][=N][C][=N][N][Branch1][C][Ti][N][=C][Ring2][#Branch1][=Branch1][Ring1][=Branch1][C][Ring2][#Branch1][P][=O],{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Cr])s6)c6sc([$])cc6c(-c6ccc([Cr])s6)c5s4)s3)c3nn([Sc])nc23)s1}.CCn1c(=C(C#N)C#N)s/c(=C/c2ccc(-c3cc4sc5c(c4s3)C(c3ccc([Mo])cc3)(c3ccc([Mo])cc3)c3cc4c(cc3-5)C(c3ccc([Mo])cc3)(c3ccc([Mo])cc3)c3c-4sc4cc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn([Ti])nc56)sc34)c3nn([Ti])nc23)c1=O
J52-F,BTA13,61.0,1.483,17.8,1.443,119.38,3.1,5.7,1.97,-64.0,5.4,3.3,-32.09,1.02,-87.8,0.22,179.5,21.01,122.5,112.2,259.0,1.194,20.5,1.633,162.62,4.9,2.5,4.0,-4.0,0.6,3.3,-47.72,1.55,-91.2,0.705,346.5,48.94,230.8,143.6,8.36,8.3600286,1.18,11.55,61.34,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc(C)cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3nn([Sc])nc23)s1.CCn1c(=C(C#N)C#N)s/c(=C/c2ccc(-c3cc4sc5c(c4s3)C(c3ccc([Mo])cc3)(c3ccc([Mo])cc3)c3cc4c(cc3-5)C(c3ccc([Mo])cc3)(c3ccc([Mo])cc3)c3c-4sc4cc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn([Ti])nc56)sc34)c3nn([Ti])nc23)c1=O,[C][C][=C][C][=C][Branch2][#Branch1][O][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][P][C][=C][C][=C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][=C][C][=C][C][Branch1][C][F][=C][Branch1][C][Cr][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][C][=N][N][Branch1][C][Sc][N][=C][Ring2][Ring2][N][Ring1][=Branch1][S][Ring2][Ring2][P].[C][C][N][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][/C][=Branch2][N][Branch1][=C][/C][=C][C][=C][Branch2][#Branch2][S][C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring2][O][C][=C][C][=C][Branch2][Ring1][#Branch1][/C][=C][/S][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][N][Branch1][Ring1][C][C][C][Ring1][N][=O][C][=N][N][Branch1][C][Ti][N][=C][Ring2][Ring1][Branch2][Ring1][=Branch1][S][C][Ring2][Ring1][S][=Ring2][Ring1][=N][C][=N][N][Branch1][C][Ti][N][=C][Ring2][#Branch1][=Branch1][Ring1][=Branch1][C][Ring2][#Branch1][P][=O],{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c([Cr])s6)c6sc([$])cc6c(-c6cc(F)c([Cr])s6)c5s4)s3)c3nn([Sc])nc23)s1}.CCn1c(=C(C#N)C#N)s/c(=C/c2ccc(-c3cc4sc5c(c4s3)C(c3ccc([Mo])cc3)(c3ccc([Mo])cc3)c3cc4c(cc3-5)C(c3ccc([Mo])cc3)(c3ccc([Mo])cc3)c3c-4sc4cc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn([Ti])nc56)sc34)c3nn([Ti])nc23)c1=O
J61,BT-IC,61.0,1.483,17.8,1.443,119.38,3.1,5.7,1.97,-64.0,5.4,3.3,-32.09,1.02,-87.8,0.22,179.5,21.01,122.5,112.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56,9.5446395,0.87,16.35,67.1,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(S[Mn])s6)c6sc(C)cc6c(-c6ccc(S[Mn])s6)c5s4)s3)c3nn([Sc])nc23)s1.N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2sc4c(O[Cr])c5c6c(sc5c(O[Cr])c4c2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21,[C][C][=C][C][=C][Branch2][#Branch1][#Branch1][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][=N][C][=C][C][=C][Branch2][Branch1][C][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Mn][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Mn][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][C][=N][N][Branch1][C][Sc][N][=C][Ring2][Ring2][N][Ring1][=Branch1][S][Ring2][Ring2][P].[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch2][Ring1][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][S][C][=C][Branch1][Ring1][O][Cr][C][C][=C][Branch2][Ring2][N][S][C][=Ring1][Branch1][C][Branch1][Ring1][O][Cr][=C][Ring1][=N][C][=Ring1][S][C][Ring2][Ring1][Ring2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][C][Ring2][Ring2][=C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][#Branch1][Ring1],{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(S[Mn])s6)c6sc([$])cc6c(-c6ccc(S[Mn])s6)c5s4)s3)c3nn([Sc])nc23)s1}.N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2sc4c(O[Cr])c5c6c(sc5c(O[Cr])c4c2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21
J71,BT-IC,61.0,1.483,17.8,1.443,119.38,3.1,5.7,1.97,-64.0,5.4,3.3,-32.09,1.02,-87.8,0.22,179.5,21.01,122.5,112.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46,10.495575,0.9,17.75,65.7,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([V])s6)c6sc(C)cc6c(-c6ccc([V])s6)c5s4)s3)c3nn([Sc])nc23)s1.N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2sc4c(O[Cr])c5c6c(sc5c(O[Cr])c4c2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21,[C][C][=C][C][=C][Branch2][#Branch1][Branch1][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][O][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][V][S][Ring1][=Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][V][S][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][S][Ring2][Ring1][=Branch2][S][Ring2][Ring1][=C][C][=N][N][Branch1][C][Sc][N][=C][Ring2][Ring2][#Branch2][Ring1][=Branch1][S][Ring2][Ring2][#C].[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch2][Ring1][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][S][C][=C][Branch1][Ring1][O][Cr][C][C][=C][Branch2][Ring2][N][S][C][=Ring1][Branch1][C][Branch1][Ring1][O][Cr][=C][Ring1][=N][C][=Ring1][S][C][Ring2][Ring1][Ring2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][C][Ring2][Ring2][=C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][#Branch1][Ring1],{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([V])s6)c6sc([$])cc6c(-c6ccc([V])s6)c5s4)s3)c3nn([Sc])nc23)s1}.N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2sc4c(O[Cr])c5c6c(sc5c(O[Cr])c4c2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21
J61,IDT-IC,61.0,1.483,17.8,1.443,119.38,3.1,5.7,1.97,-64.0,5.4,3.3,-32.09,1.02,-87.8,0.22,179.5,21.01,122.5,112.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95,6.908088,0.88,13.7,57.3,Cc1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(S[Mn])s6)c6sc(C)cc6c(-c6ccc(S[Mn])s6)c5s4)s3)c3nn([Sc])nc23)s1.N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2cc4c(cc2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)cc2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21,[C][C][=C][C][=C][Branch2][#Branch1][#Branch1][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Branch1][=N][C][=C][C][=C][Branch2][Branch1][C][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Mn][S][Ring1][#Branch1][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][Ring1][S][Mn][S][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][S][Ring2][Ring1][O][S][Ring2][Ring1][S][C][=N][N][Branch1][C][Sc][N][=C][Ring2][Ring2][N][Ring1][=Branch1][S][Ring2][Ring2][P].[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][Branch2][S][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][C][Ring2][Ring2][=Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][=Branch1][=Branch2],{[$]c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(S[Mn])s6)c6sc([$])cc6c(-c6ccc(S[Mn])s6)c5s4)s3)c3nn([Sc])nc23)s1}.N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2cc4c(cc2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)cc2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21
