Dataset,num_of_folds,Features,Targets Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_tokenized_BRICS,calc_PCE_percent,0.3448429712416354,0.223840092288148,-0.8232812820773331,1.067037151014992,3.9559787273438594,1.1860026640426844,2.968697488088913,0.8406334601776809,5
