Acceptor,SMILES
Acceptor VU,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(ccc4c5c(ccc34)-c3sc4cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc4c3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)sc4c32)cc1
Acceptor HE,COCCOCc1ccc(C2(c3ccc(COCCOC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(COCCOC)cc2)(c2ccc(COCCOC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1
Acceptor EA,CCCCCCCC[Si]1(CCCCCCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc3c4c(sc3c21)-c1sc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)cc1[Si]4(CCCCCCCC)CCCCCCCC
Acceptor DL,CCCCCCCC[Si]1(CCCCCCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc3c(OCCCCCC)c4c5c(sc4c(OCCCCCC)c3c21)-c1sc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)cc1[Si]5(CCCCCCCC)CCCCCCCC
Acceptor QW,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(csc7C)C6=C(C#N)C#N)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc23)c1
Acceptor WG,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)[se]5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)[se]3)sc2-4)cc1
Acceptor A,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)[se]5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)[se]3)sc2-4)cc1
Acceptor TC,CCCCCCCCc1c(-c2sc(-c3sc(-c4sc(-c5sc(C=C(C#N)C#N)c(F)c5CCCCCCCC)c(F)c4CCCCCCCC)c(F)c3F)c(CCCCCCCC)c2F)sc(C=C(C#N)C#N)c1F
Acceptor NW,CCCCCCCCc1c(-c2sc(-c3sc(-c4sc(-c5sc(-c6sc(-c7sc(C=C(C#N)C#N)c(F)c7CCCCCCCC)c(F)c6CCCCCCCC)c(F)c5CCCCCCCC)c(F)c4F)c(CCCCCCCC)c3F)c(CCCCCCCC)c2F)sc(C=C(C#N)C#N)c1F
Acceptor AS,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cc3F)cc21
Acceptor UN,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3c(F)c(OC)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c(F)c3OC)cc21
Acceptor OV,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3c(F)c(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)c(F)c3F)cc21
Acceptor US,CCCCCCCCCCCCC(CCCCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(c1ccc(C(c2ccc(C3=c6c7c(c8ccc9c%10c(ccc6c8%10)C(=O)N(C(CCCCCCCC)CCCCCCCCCCCC)C9=O)C=CC6C(=O)N(C(CCCCCCCC)CCCCCCCCCCCC)C(=O)C(=C3)C76)cc2)(c2ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCCCCC)CCCCCCCCCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCCCCC)CCCCCCCCCCCC)C6=O)cc2)c2ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCCCCC)CCCCCCCCCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCCCCC)CCCCCCCCCCCC)C6=O)cc2)cc1)C=C1C(=O)N(C(CCCCCCCC)CCCCCCCCCCCC)C(=O)C(C=C4)C15
Acceptor PX,CCCCCCn1c2cc3c(=O)n(CC(CC)CC)c(=O)c4ccc5c6c(-c7cc8c(=O)n(CC(CC)CC)c(=O)c9cc%10c%11c(c7c7ccc%12c(=O)n(CC(CC)CC)c(=O)c%13cc(c%11c7c%12%13)n%10CCCCCC)c89)cc7c(=O)n(CC(CC)CC)c(=O)c8cc1c(c6c78)c2c5c43
Acceptor TV,CCCCCCn1c2cc3c(=O)n(CC(CC)CC)c(=O)c4ccc5c6c(C#Cc7cc8c(=O)n(CC(CC)CC)c(=O)c9cc%10c%11c(c7c7ccc%12c(=O)n(CC(CC)CC)c(=O)c%13cc(c%11c7c%12%13)n%10CCCCCC)c89)cc7c(=O)n(CC(CC)CC)c(=O)c8cc1c(c6c78)c2c5c43
Acceptor SF,CCCCCCn1c2cc3c(=O)n(CC(CC)CC)c(=O)c4ccc5c6c(C#CC#Cc7cc8c(=O)n(CC(CC)CC)c(=O)c9cc%10c%11c(c7c7ccc%12c(=O)n(CC(CC)CC)c(=O)c%13cc(c%11c7c%12%13)n%10CCCCCC)c89)cc7c(=O)n(CC(CC)CC)c(=O)c8cc1c(c6c78)c2c5c43
Acceptor FS,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(-c4ccc(-c5ccc(C=C(C#N)C#N)c6nsnc56)s4)ccc3-c3sc(-c4ccc(C=C(C#N)C#N)c5nsnc45)cc32)cc1
Acceptor RS,CCCCCCCC(CCCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7cc8c9ccc%10c%11c(ccc(c%12ccc%13c(c7C(=O)N(C(CC)CC)C%13=O)c%128)c%119)C(=O)N(C(CC)CC)C%10=O)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O
Acceptor RM,CCCCCCCC(CCCCCCC)N1C(=O)c2ccc3c4c(-c5cc6c7ccc8c9c(ccc(c%10ccc%11c(c5C(=O)N(C(CC)CC)C%11=O)c%106)c97)C(=O)N(C(CC)CC)C8=O)cc5c6c(ccc(c7c(-c8cc9c%10ccc%11c%12c(ccc(c%13ccc%14c(c8C(=O)N(C(CC)CC)C%14=O)c%139)c%12%10)C(=O)N(C(CC)CC)C%11=O)cc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O
Acceptor RV,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6c(C#Cc7ccc8c(c7)C7=Nc9c%10ccc(C#Cc%11cc%12c%13c(ccc%14c%15c%16c(c%11c%13%14)C=CC%11C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=CC=%15)C%16%11)C(=O)N(C(CCCCCC)CCCCCC)C%12=O)cc%10c%10n9[B-]9(Cl)n%11c(c%12cc(C#Cc%13cc%14c%15c(ccc%16c%17c%18c(c%13c%15%16)C=CC%13C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=CC=%17)C%18%13)C(=O)N(C(CCCCCC)CCCCCC)C%14=O)ccc%12c%11=N%10)=NC8=[N+]79)cc(c2c63)C1=O)C=CC1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=CC=4)C51
Acceptor KV,CCC(CC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(c1ccc(-c2c(-c3ccc(C6=c7c8c(c9ccc%10c%11c(ccc7c9%11)C(=O)N(C(CC)CC)C%10=O)C=CC7C(=O)N(C(CC)CC)C(=O)C(=C6)C87)cc3)c(-c3ccc(-c6cc7c8c(ccc9c%10c%11c(c6c98)=CC=C6C(=O)N(C(CC)CC)C(=O)C(C=C%10)C6%11)C(=O)N(C(CC)CC)C7=O)cc3)c(-c3ccc(-c6cc7c8c(ccc9c%10c%11c(c6c98)=CC=C6C(=O)N(C(CC)CC)C(=O)C(C=C%10)C6%11)C(=O)N(C(CC)CC)C7=O)cc3)c(-c3ccc(C6=c7c8c(c9ccc%10c%11c(ccc7c9%11)C(=O)N(C(CC)CC)C%10=O)C=CC7C(=O)N(C(CC)CC)C(=O)C(=C6)C87)cc3)c2-c2ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CC)CC)C(=O)C(C=C9)C3%10)C(=O)N(C(CC)CC)C6=O)cc2)cc1)C=C1C(=O)N(C(CC)CC)C(=O)C(C=C4)C15
Acceptor TN,CCCCCC(CCCCC)N1C(=O)c2ccc3c4c5c(c6cc(-c7ccc(-c8ccc(-c9cc%10c%11c%12c(c%13ccc%14c(c9C(=O)N(C(CCCCC)CCCCC)C%14=O)c%13%10)C=CC9C(=O)N(C(CCCCC)CCCCC)C(=O)C(=CC=%11)C%129)s8)s7)c(c2c63)C1=O)C=CC1C(=O)N(C(CCCCC)CCCCC)C(=O)C(=CC=4)C51
Acceptor U,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(-c4cc5c6c7c(c8ccc9c(c4C(=O)N(C(CCCCC)CCCCC)C9=O)c58)=CC=C4C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C6)C47)s3)ccc2-c2ccc(-c3ccc(-c4cc5c6c7c(c8ccc9c(c4C(=O)N(C(CCCCC)CCCCC)C9=O)c85)C=CC4C(=O)N(C(CCCCC)CCCCC)C(=O)C(=CC=6)C74)s3)cc21
Acceptor PU,CCCCCC(CCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C4c2cc(C3=c4c6c(c7ccc8c9c(ccc4c79)C(=O)N(C(CCCCC)CCCCC)C8=O)C=CC4C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C3)C64)cc(-c3cc(C4=CC6C(=O)N(C(CCCCC)CCCCC)C(=O)C7=CC=c8c(c4c4ccc9c%10c(ccc8c4%10)C(=O)N(C(CCCCC)CCCCC)C9=O)C76)cc(-c4cc6c7c(ccc8c9c%10c(c4c78)C=CC4C(=O)N(C(CCCCC)CCCCC)C(=O)C(=CC=9)C%104)C(=O)N(C(CCCCC)CCCCC)C6=O)c3)c2)C15
Acceptor H,CCCCCC(CCCCC)N1C(=O)C2=C(CC(C)(C)C)C=c3c4c(c5cccc6c(-c7ccc(-c8ccc9c%10c%11c(c%12cccc8c%129)C=C(C(C)(C)C)C8C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C(CC(C)(C)C)C=%10)C%118)cc7)ccc3c65)C=C(CC(C)(C)C)C(C1=O)C24
Acceptor OR,CCCCCC(CCCCC)N1C(=O)C2=C(CC(C)(C)C)C=c3c4c(c5cccc6c(-c7ccc(-c8ccc9c%10c%11c(c%12cccc8c%129)C=C(CC(C)(C)C)C8C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C(CC(C)(C)C)C=%10)C%118)s7)ccc3c65)C=C(CC(C)(C)C)C(C1=O)C24
Acceptor PH,CCCCCC(CCCCC)N1C(=O)C2=C(CC(C)(C)C)C=c3c4c(c5cccc6c(-c7ccc(-c8ccc(-c9ccc%10c%11c%12c(c%13cccc9c%13%10)C=C(CC(C)(C)C)C9C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C(CC(C)(C)C)C=%11)C%129)s8)s7)ccc3c65)C=C(CC(C)(C)C)C(C1=O)C24
Acceptor CB,CCCCCC(CCCCC)N1C(=O)C2=C(CC(C)(C)C)C=c3c4c(c5cccc6c(-c7ccc(-c8ccc(-c9ccc(-c%10ccc%11c%12c%13c(c%14cccc%10c%14%11)C=C(CC(C)(C)C)C%10C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C(CC(C)(C)C)C=%12)C%13%10)s9)s8)s7)ccc3c65)C=CC(C1=O)C24
Acceptor DI,CCCCCC(CCCCC)N1C(=O)C2=C(CC(C)(C)C)C=c3c4c(c5cccc6c(-c7cc8sc(-c9ccc%10c%11c%12c(c%13cccc9c%13%10)C=C(CC(C)(C)C)C9C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C(CC(C)(C)C)C=%11)C%129)cc8s7)ccc3c65)C=C(CC(C)(C)C)C(C1=O)C24
Acceptor VE,CCCCCC(CCCCC)N1C(=O)C2=C(CC(C)(C)C)C=c3c4c(c5cccc6c(-c7cc8c(OCC(CC)CCCC)c9sc(-c%10ccc%11c%12c%13c(c%14cccc%10c%14%11)C=C(CC(C)(C)C)C%10C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C(CC(C)(C)C)C=%12)C%13%10)cc9c(OCC(CC)CCCC)c8s7)ccc3c65)C=C(CC(C)(C)C)C(C1=O)C24
Acceptor SX,CCCCCC(CCCCC)N1C(=O)C2=C(CC(C)(C)C)C=c3c4c(c5cccc6c(-c7cc8c(-c9ccc(CC(CC)CCCC)s9)c9sc(-c%10ccc%11c%12c%13c(c%14cccc%10c%14%11)C=C(CC(C)(C)C)C%10C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C(CC(C)(C)C)C=%12)C%13%10)cc9c(-c9ccc(CC(CC)CCCC)s9)c8s7)ccc3c65)C=C(CC(C)(C)C)C(C1=O)C24
Acceptor TI,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc6c7c8c(c9cccc5c96)C=C(CC(C)(C)C)C5C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C(CC(C)(C)C)C=7)C85)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc5c6c7c(c8cccc3c85)C=C(CC(C)(C)C)C3C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C(CC(C)(C)C)C=6)C73)sc2-4)cc1
Acceptor GP,CCCCC1(CCCC)c2ccccc2-c2ccc(N3C(=O)c4ccc(C#Cc5ccc(-c6ccc(-c7ccc(C#Cc8ccc9c(c8)C(=O)N(c8ccc%10c(c8)C(CCCC)(CCCC)c8ccccc8-%10)C9=O)s7)c7nsnc67)s5)cc4C3=O)cc21
Acceptor EQ,CCCCC1(CCCC)c2ccccc2-c2ccc(N3C(=O)c4cccc5c(C#Cc6ccc(-c7ccc(-c8ccc(C#Cc9ccc%10c%11c(cccc9%11)C(=O)N(c9ccc%11c(c9)C(CCCC)(CCCC)c9ccccc9-%11)C%10=O)s8)c8nsnc78)s6)ccc(c45)C3=O)cc21
Acceptor UX,CCCCCCCCCCC1(CCCCCCCCCC)c2cc(-c3ccc(C=C4SC(SCCCCCC)=C(SCCCCCC)S4)c4nsnc34)ccc2-c2ccc(-c3ccc(C=C4SC(SCCCCCC)=C(SCCCCCC)S4)c4nsnc34)cc21
Acceptor JQ,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4c(sc23)-c2cc3c(cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor GL,CCCCCC(CCCCC)N1C(=O)c2ccc3c4c(-c5cc6c(=O)n(C(CCCCC)CCCCC)c(=O)c7cc8sc9cc%10c(=O)n(C(CCCCC)CCCCC)c(=O)c%11ccc%12c5c(c67)c8c9c%12c%11%10)cc5c6c(cc(-c7cc8c(=O)n(C(CCCCC)CCCCC)c(=O)c9cc%10sc%11cc%12c(=O)n(C(CCCCC)CCCCC)c(=O)c%13ccc%14c7c(c89)c%10c%11c%14c%13%12)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCC)CCCCC)C5=O
Acceptor GC,CCCCCC(CCCCC)N1C(=O)c2ccc3c4c(-c5cc6c(=O)n(C(CCCCC)CCCCC)c(=O)c7cc8[se]c9cc%10c(=O)n(C(CCCCC)CCCCC)c(=O)c%11ccc%12c5c(c67)c8c9c%12c%11%10)cc5c6c(cc(-c7cc8c(=O)n(C(CCCCC)CCCCC)c(=O)c9cc%10[se]c%11cc%12c(=O)n(C(CCCCC)CCCCC)c(=O)c%13ccc%14c7c(c89)c%10c%11c%14c%13%12)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCC)CCCCC)C5=O
Acceptor DS,CCCCCC[Si]1(CCCCCC)c2ccsc2-c2sc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21
Acceptor ML,CCCCCC[Si]1(CCCCCC)c2cc(-c3cc4c(s3)-c3sc(-c5ccc(C=C(C#N)C#N)c6nsnc56)cc3[Si]4(CCCCCC)CCCCCC)sc2-c2sc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21
Acceptor TQ,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(Br)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(Br)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor MO,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(I)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(I)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor IH,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)C4(c6cc(-c7ccc(C8=C9C(=O)N(CC(CC)CCCC)C(c%10cccs%10)=C9C(=O)N8CC(CC)CCCC)s7)ccc6-5)c5cc(-c6ccc(C7=C8C(=O)N(CC(CC)CCCC)C(c9cccs9)=C8C(=O)N7CC(CC)CCCC)s6)ccc5-c5ccc(-c6ccc(C7=C8C(=O)N(CC(CC)CCCC)C(c9cccs9)=C8C(=O)N7CC(CC)CCCC)s6)cc54)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1
Acceptor VK,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)Oc3c(sc4c5c(sc34)-c3sc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)cc3C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)O5)-c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc32)cc1
Acceptor PY,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)Oc3c(sc4c5c(sc34)-c3sc(/C=C4\C(=O)c6ccc(F)cc6C4=C(C#N)C#N)cc3C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)O5)-c3sc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)cc32)cc1
Acceptor GG,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)Oc3c(sc4c5c(sc34)-c3sc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)cc3C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)O5)-c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc32)cc1
Acceptor DB,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc5c6c(sc5cc34)-c3sc4cc(/C=C5\C(=O)c7ccccc7C5=C(C#N)C#N)sc4c3C6(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c32)cc1
Acceptor HK,CCCCCCc1c2sc3c(c2c(CCCCCC)c2sc4c(c12)C(c1ccc(CCC)cc1)(c1ccc(CCC)cc1)c1c-4sc2cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc12)C(c1ccc(CCC)cc1)(c1ccc(CCC)cc1)c1c-3sc2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc12
Acceptor QO,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c(CCCCCC)c5c6c(sc5c(CCCCCC)c4c32)-c2sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3c2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor PV,CCCCCCCCCCCCc1c2sc3c(c2c(CCCCCCCCCCCC)c2sc4c(c12)C(c1ccc(CCC)cc1)(c1ccc(CCC)cc1)c1c-4sc2cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc12)C(c1ccc(CCC)cc1)(c1ccc(CCC)cc1)c1c-3sc2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc12
Acceptor LJ,CCCCCCCCCCCCc1c2sc3c(c2c(CCCCCCCCCCCC)c2sc4c(c12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-4sc2cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-3sc2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc12
Acceptor TZ,CCCCCCCCC1(CCCCCCCC)Oc2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2cc3c(cc21)-c1sc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)cc1OC3(CCCCCCCC)CCCCCCCC
Acceptor X,CCCCCCCCC1(CCCCCCCC)Oc2cc(/C=C3\C(=O)c4ccc(C)cc4C3=C(C#N)C#N)sc2-c2cc3c(cc21)-c1sc(/C=C2\C(=O)c4ccc(C)cc4C2=C(C#N)C#N)cc1OC3(CCCCCCCC)CCCCCCCC
Acceptor QC,CCCCCC(CCCCC)N1C(=O)c2ccc3c4c5c6c(c7c8c9c%10c%11c(c%12c%13c%14c%15c(c%16ccc%17c%18c(cc(c%12c%12cc%19c%20c(cc(c7c7cc(c2c3c67)C1=O)c9c%20c%11%12)C(=O)N(C(CCCCC)CCCCC)C%19=O)c%14c%18%16)C(=O)N(C(CCCCC)CCCCC)C%17=O)=CC=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=%13)C1%15)C=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=8)C1%10)C=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C4)C15
Acceptor VH,CCCCCC(CCCCC)N1C(=O)c2ccc3c4c5c6c(c7c8c9c%10c%11c(c%12c%13c%14c%15c%16c(c%17c%18c%19c%20c(c%21ccc%22c%23c(cc(c%17c%17cc%24c%25c(cc(c%12c%12cc%26c%27c(cc(c7c7cc(c2c3c67)C1=O)c9c%27c%11%12)C(=O)N(C(CCCCC)CCCCC)C%26=O)c%14c%25c%16%17)C(=O)N(C(CCCCC)CCCCC)C%24=O)c%19c%23%21)C(=O)N(C(CCCC)CCCCC)C%22=O)=CC=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=%18)C1%20)C=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=%13)C1%15)C=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=8)C1%10)C=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C4)C15
Acceptor OX,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(c1ccc2c(c1)[C@H]1c3ccc(C6=c7c8c(c9ccc%10c%11c(ccc7c9%11)C(=O)N(C(CCCCCC)CCCCCC)C%10=O)C=CC7C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C6)C87)cc3[C@@H]2c2cc(C3=c6c7c(c8ccc9c%10c(ccc6c8%10)C(=O)N(C(CCCCCC)CCCCCC)C9=O)C=CC6C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C3)C76)ccc21)C=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4)C15
Acceptor CW,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4cc(F)c(F)c(F)c4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(C2=CC3C(C=C2)c2ccc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8cc(F)c(F)c(F)c8)s7)=C6C(=O)N5CC(CC)CCCC)s4)cc2C32c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8cc(F)c(F)c(F)c8)s7)=C6C(=O)N5CC(CC)CCCC)s4)ccc3C3C=CC(c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8cc(F)c(F)c(F)c8)s7)=C6C(=O)N5CC(CC)CCCC)s4)=CC32)s1
Acceptor JU,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4cc5ccccc5o4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(C2=CC3C(C=C2)c2ccc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8cc9ccccc9o8)s7)=C6C(=O)N5CC(CC)CCCC)s4)cc2C32c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8cc9ccccc9o8)s7)=C6C(=O)N5CC(CC)CCCC)s4)ccc3C3C=CC(c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8cc9ccccc9o8)s7)=C6C(=O)N5CC(CC)CCCC)s4)=CC32)s1
Acceptor WA,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4cc5ccccc5s4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(C2=CC3C(C=C2)c2ccc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8cc9ccccc9s8)s7)=C6C(=O)N5CC(CC)CCCC)s4)cc2C32c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8cc9ccccc9s8)s7)=C6C(=O)N5CC(CC)CCCC)s4)ccc3C3C=CC(c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8cc9ccccc9s8)s7)=C6C(=O)N5CC(CC)CCCC)s4)=CC32)s1
