,Donor,Donor_SMILES,Donor_SELFIES,Acceptor,Acceptor_SMILES,Acceptor_SELFIES,DA_pair_fragments,AD_pair_fragments,DA_pair_tokenized,AD_pair_tokenized,DA_pair_tokenized_aug,AD_pair_tokenized_aug,PCE(%)
0,PBDT-TT,CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12,[C][C][C][C][C][Branch1_1][Ring1][C][C][C][O][C][Branch1_2][C][=O][C][=C][Branch1_1][O][C][=C][C][=C][Branch1_1][C][C][S][Ring1][Branch1_2][S][C][C][Branch1_1][S][C][Branch1_2][C][=O][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][=C][Branch2_1][Branch1_2][#C][C][=C][C][=C][Branch2_1][Branch1_2][Ring2][C][=C][C][=C][Branch2_1][Ring1][Ring2][C][=C][C][=C][Branch1_1][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][S][Ring1][=N][C][S][C][Branch1_1][C][C][=C][C][Expl=Ring1][Branch1_2][C][Branch2_1][Ring1][Ring2][C][=C][C][=C][Branch1_1][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][S][Ring1][=N][=C][Ring2][Ring2][Ring2][S][Ring2][Ring2][Branch1_3][S][Ring2][Ring2][N][S][C][Ring2][Branch1_2][Branch1_1][Expl=Ring2][Branch1_1][N],6TIC,O=C1c2c(C(/C1=C/c1cc3sc4c(C(c5ccc(CCCCCC)cc5)(c5c4sc4c5sc5c4C(c4ccc(CCCCCC)cc4)(c4c5sc5c4sc(/C=C4/C(c6c(C4=O)cccc6)=C(C#N)/C#N)c5)c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)c3s1)=C(C#N)\C#N)cccc2,[O][=C][C][=C][Branch2_1][N][Branch1_3][C][Branch2_1][O][N][/C][Ring1][Branch1_1][=C][/C][=C][C][S][C][=C][Branch2_1][Branch2_3][Branch1_3][C][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][Branch2_1][Branch1_3][P][C][=C][Ring1][P][S][C][=C][Ring1][Branch1_1][S][C][=C][Ring1][Branch1_1][C][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][Branch2_1][Ring2][=N][C][=C][Ring1][P][S][C][=C][Ring1][Branch1_1][S][C][Branch2_1][Ring1][O][/C][=C][/C][Branch1_1][#C][C][=C][Branch1_1][Branch1_1][C][Ring1][Branch1_1][=O][C][=C][C][=C][Ring1][Branch2_1][=C][Branch1_1][Ring1][C][#N][/C][#N][=C][Ring2][Ring1][Branch1_1][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][Expl=Ring2][Branch1_3][Branch1_3][S][Ring2][Branch1_3][Branch2_3][=C][Branch1_1][Ring1][C][#N][\C][#N][C][=C][C][=C][Ring2][Branch2_1][Branch2_1],"['_PAD', '_PAD', 'CCCCC(CC)COC(=O)c1csc2c(C(=O)OCC(CC)CCCC)csc12', 'c1ccsc1', 'CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1', 'c1ccsc1', '.', '_PAD', '_PAD', '_PAD', '_PAD', 'c1cc2sccc2s1', 'c1cc2sccc2s1', 'c1cc2sccc2s1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'C=C1C(=O)c2ccccc2C1=C(C#N)C#N', 'C=C1C(=O)c2ccccc2C1=C(C#N)C#N']","['_PAD', '_PAD', '_PAD', '_PAD', 'c1cc2sccc2s1', 'c1cc2sccc2s1', 'c1cc2sccc2s1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'C=C1C(=O)c2ccccc2C1=C(C#N)C#N', 'C=C1C(=O)c2ccccc2C1=C(C#N)C#N', '.', '_PAD', '_PAD', 'CCCCC(CC)COC(=O)c1csc2c(C(=O)OCC(CC)CCCC)csc12', 'c1ccsc1', 'CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1', 'c1ccsc1']","[0, 0, 43, 2, 3, 2, 1, 0, 0, 0, 0, 70, 70, 70, 126, 126, 127, 127]","[0, 0, 0, 0, 70, 70, 70, 126, 126, 127, 127, 1, 0, 0, 43, 2, 3, 2]","[[0, 0, 2, 43, 2, 3, 1, 0, 0, 0, 0, 70, 70, 70, 126, 126, 127, 127], [0, 0, 3, 2, 43, 2, 1, 0, 0, 0, 0, 70, 70, 70, 126, 126, 127, 127], [0, 0, 2, 3, 2, 43, 1, 0, 0, 0, 0, 70, 70, 70, 126, 126, 127, 127], [0, 0, 43, 2, 3, 2, 1, 0, 0, 0, 0, 70, 70, 70, 126, 126, 127, 127]]","[[0, 0, 0, 0, 70, 70, 70, 126, 126, 127, 127, 1, 0, 0, 2, 43, 2, 3], [0, 0, 0, 0, 70, 70, 70, 126, 126, 127, 127, 1, 0, 0, 3, 2, 43, 2], [0, 0, 0, 0, 70, 70, 70, 126, 126, 127, 127, 1, 0, 0, 2, 3, 2, 43], [0, 0, 0, 0, 70, 70, 70, 126, 126, 127, 127, 1, 0, 0, 43, 2, 3, 2]]",9.46
1,PBDT-TT,CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12,[C][C][C][C][C][Branch1_1][Ring1][C][C][C][O][C][Branch1_2][C][=O][C][=C][Branch1_1][O][C][=C][C][=C][Branch1_1][C][C][S][Ring1][Branch1_2][S][C][C][Branch1_1][S][C][Branch1_2][C][=O][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][=C][Branch2_1][Branch1_2][#C][C][=C][C][=C][Branch2_1][Branch1_2][Ring2][C][=C][C][=C][Branch2_1][Ring1][Ring2][C][=C][C][=C][Branch1_1][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][S][Ring1][=N][C][S][C][Branch1_1][C][C][=C][C][Expl=Ring1][Branch1_2][C][Branch2_1][Ring1][Ring2][C][=C][C][=C][Branch1_1][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][S][Ring1][=N][=C][Ring2][Ring2][Ring2][S][Ring2][Ring2][Branch1_3][S][Ring2][Ring2][N][S][C][Ring2][Branch1_2][Branch1_1][Expl=Ring2][Branch1_1][N],ITIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[C][C][C][C][C][C][C][=C][C][=C][Branch2_1][O][=N][C][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][C][S][C][Branch2_1][Ring1][Branch2_3][/C][=C][C][Branch2_1][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][Expl\Ring1][Branch2_2][=C][Branch1_1][Ring1][C][#N][\C][#N][=O][=C][C][Expl=Ring2][Ring1][Branch1_1][S][C][Expl=Ring2][Ring1][Branch2_1][C][=C][C][=C][Branch2_1][Branch1_2][P][C][S][C][C][=C][Branch2_1][Ring1][Branch2_3][/C][=C][C][Branch2_1][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][Expl\Ring1][Branch2_2][=C][Branch1_1][Ring1][C][#N][\C][#N][=O][S][C][Expl=Ring2][Ring1][Branch1_1][C][Expl=Ring2][Ring1][Branch2_1][C][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][Ring2][Ring1][O][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Branch1_1][Branch1_3][Ring2][Branch1_3][N][C][=C][Ring2][Branch2_1][C],"['_PAD', '_PAD', 'CCCCC(CC)COC(=O)c1csc2c(C(=O)OCC(CC)CCCC)csc12', 'c1ccsc1', 'CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1', 'c1ccsc1', '.', '_PAD', '_PAD', '_PAD', '_PAD', 'c1cc2sccc2s1', 'c1cc2sccc2s1', 'c1ccccc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'C=C1C(=O)c2ccccc2C1=C(C#N)C#N', 'C=C1C(=O)c2ccccc2C1=C(C#N)C#N']","['_PAD', '_PAD', '_PAD', '_PAD', 'c1cc2sccc2s1', 'c1cc2sccc2s1', 'c1ccccc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'C=C1C(=O)c2ccccc2C1=C(C#N)C#N', 'C=C1C(=O)c2ccccc2C1=C(C#N)C#N', '.', '_PAD', '_PAD', 'CCCCC(CC)COC(=O)c1csc2c(C(=O)OCC(CC)CCCC)csc12', 'c1ccsc1', 'CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1', 'c1ccsc1']","[0, 0, 43, 2, 3, 2, 1, 0, 0, 0, 0, 70, 70, 128, 126, 126, 127, 127]","[0, 0, 0, 0, 70, 70, 128, 126, 126, 127, 127, 1, 0, 0, 43, 2, 3, 2]","[[0, 0, 2, 43, 2, 3, 1, 0, 0, 0, 0, 70, 70, 128, 126, 126, 127, 127], [0, 0, 3, 2, 43, 2, 1, 0, 0, 0, 0, 70, 70, 128, 126, 126, 127, 127], [0, 0, 2, 3, 2, 43, 1, 0, 0, 0, 0, 70, 70, 128, 126, 126, 127, 127], [0, 0, 43, 2, 3, 2, 1, 0, 0, 0, 0, 70, 70, 128, 126, 126, 127, 127]]","[[0, 0, 0, 0, 70, 70, 128, 126, 126, 127, 127, 1, 0, 0, 2, 43, 2, 3], [0, 0, 0, 0, 70, 70, 128, 126, 126, 127, 127, 1, 0, 0, 3, 2, 43, 2], [0, 0, 0, 0, 70, 70, 128, 126, 126, 127, 127, 1, 0, 0, 2, 3, 2, 43], [0, 0, 0, 0, 70, 70, 128, 126, 126, 127, 127, 1, 0, 0, 43, 2, 3, 2]]",8.72
2,PBDT-TT,CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12,[C][C][C][C][C][Branch1_1][Ring1][C][C][C][O][C][Branch1_2][C][=O][C][=C][Branch1_1][O][C][=C][C][=C][Branch1_1][C][C][S][Ring1][Branch1_2][S][C][C][Branch1_1][S][C][Branch1_2][C][=O][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][=C][Branch2_1][Branch1_2][#C][C][=C][C][=C][Branch2_1][Branch1_2][Ring2][C][=C][C][=C][Branch2_1][Ring1][Ring2][C][=C][C][=C][Branch1_1][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][S][Ring1][=N][C][S][C][Branch1_1][C][C][=C][C][Expl=Ring1][Branch1_2][C][Branch2_1][Ring1][Ring2][C][=C][C][=C][Branch1_1][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][S][Ring1][=N][=C][Ring2][Ring2][Ring2][S][Ring2][Ring2][Branch1_3][S][Ring2][Ring2][N][S][C][Ring2][Branch1_2][Branch1_1][Expl=Ring2][Branch1_1][N],IT-M,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccc(C)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(C)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[C][C][C][C][C][C][C][=C][C][=C][Branch2_1][N][Ring1][C][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][C][S][C][Branch2_1][Ring1][=N][/C][=C][C][Branch2_1][Ring1][Branch1_2][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][C][Expl\Ring1][Branch2_3][=C][Branch1_1][Ring1][C][#N][\C][#N][=O][=C][C][Expl=Ring2][Ring1][Branch1_2][S][C][Expl=Ring2][Ring1][Branch2_2][C][=C][C][=C][Branch2_1][Branch1_3][Ring2][C][S][C][C][=C][Branch2_1][Ring1][=N][/C][=C][C][Branch2_1][Ring1][Branch1_2][C][=C][C][=C][Branch1_1][C][C][C][=C][Ring1][Branch1_3][C][Expl\Ring1][Branch2_3][=C][Branch1_1][Ring1][C][#N][\C][#N][=O][S][C][Expl=Ring2][Ring1][Branch1_2][C][Expl=Ring2][Ring1][Branch2_2][C][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][Ring2][Ring1][N][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Branch1_1][Branch2_1][Ring2][Branch1_3][=C][C][=C][Ring2][Branch2_1][Ring2],"['_PAD', '_PAD', 'CCCCC(CC)COC(=O)c1csc2c(C(=O)OCC(CC)CCCC)csc12', 'c1ccsc1', 'CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1', 'c1ccsc1', '.', '_PAD', '_PAD', '_PAD', '_PAD', 'c1cc2sccc2s1', 'c1cc2sccc2s1', 'c1ccccc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'C=C1C(=O)c2ccc(C)cc2C1=C(C#N)C#N', 'C=C1C(=O)c2ccc(C)cc2C1=C(C#N)C#N']","['_PAD', '_PAD', '_PAD', '_PAD', 'c1cc2sccc2s1', 'c1cc2sccc2s1', 'c1ccccc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'C=C1C(=O)c2ccc(C)cc2C1=C(C#N)C#N', 'C=C1C(=O)c2ccc(C)cc2C1=C(C#N)C#N', '.', '_PAD', '_PAD', 'CCCCC(CC)COC(=O)c1csc2c(C(=O)OCC(CC)CCCC)csc12', 'c1ccsc1', 'CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1', 'c1ccsc1']","[0, 0, 43, 2, 3, 2, 1, 0, 0, 0, 0, 70, 70, 128, 126, 126, 133, 133]","[0, 0, 0, 0, 70, 70, 128, 126, 126, 133, 133, 1, 0, 0, 43, 2, 3, 2]","[[0, 0, 2, 43, 2, 3, 1, 0, 0, 0, 0, 70, 70, 128, 126, 126, 133, 133], [0, 0, 3, 2, 43, 2, 1, 0, 0, 0, 0, 70, 70, 128, 126, 126, 133, 133], [0, 0, 2, 3, 2, 43, 1, 0, 0, 0, 0, 70, 70, 128, 126, 126, 133, 133], [0, 0, 43, 2, 3, 2, 1, 0, 0, 0, 0, 70, 70, 128, 126, 126, 133, 133]]","[[0, 0, 0, 0, 70, 70, 128, 126, 126, 133, 133, 1, 0, 0, 2, 43, 2, 3], [0, 0, 0, 0, 70, 70, 128, 126, 126, 133, 133, 1, 0, 0, 3, 2, 43, 2], [0, 0, 0, 0, 70, 70, 128, 126, 126, 133, 133, 1, 0, 0, 2, 3, 2, 43], [0, 0, 0, 0, 70, 70, 128, 126, 126, 133, 133, 1, 0, 0, 43, 2, 3, 2]]",9.99
3,J71,[Si](CCC)(CCC)(CCC)c9sc(c%10c%11cc(C)sc%11c(c%12sc([Si](CCC)(CCC)(CCC))cc%12)c%13cc(c%14ccc(c%15c%16nn(CC(CCCCCC)CCCCCCCC)nc%16c(c%17ccc(C)s%17)c(F)c%15F)s%14)sc%13%10)cc9,[Siexpl][Branch1_1][Ring2][C][C][C][Branch1_1][Ring2][C][C][C][Branch1_1][Ring2][C][C][C][C][S][C][Branch2_1][Branch2_2][Branch1_2][C][=C][C][=C][Branch1_1][C][C][S][C][Ring1][Branch1_2][=C][Branch2_1][Ring1][Branch2_3][C][S][C][Branch1_1][P][Siexpl][Branch1_1][Ring2][C][C][C][Branch1_1][Ring2][C][C][C][Branch1_1][Ring2][C][C][C][=C][C][Expl=Ring1][#C][C][C][=C][Branch2_1][Branch1_1][S][C][=C][C][=C][Branch2_1][Branch1_1][Branch1_1][C][C][=N][N][Branch2_1][Ring1][Ring1][C][C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][C][C][C][C][C][C][C][N][=C][Ring2][Ring1][Branch1_1][C][Branch1_1][O][C][=C][C][=C][Branch1_1][C][C][S][Ring1][Branch1_2][=C][Branch1_1][C][F][C][Expl=Ring2][Ring1][S][F][S][Ring2][Ring2][Branch1_2][S][C][Expl=Ring2][Ring2][O][Ring2][Branch1_2][C][=C][C][Expl=Ring2][Branch1_2][Branch1_3],A201,O=C1c2ccccc2C(/C1=C/c1cc2c(c3cc4c(c5sc6cc(/C=C7C(c8c(C\7=C(C#N)/C#N)cccc8)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1)=C(C#N)/C#N,[O][=C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][Branch2_1][O][Ring2][/C][Ring1][Branch2_2][=C][/C][=C][C][=C][Branch2_1][Branch2_3][Branch1_1][C][=C][C][=C][Branch2_1][Branch1_3][Ring1][C][S][C][C][=C][Branch2_1][Ring1][N][/C][=C][C][Branch2_1][Ring1][Branch1_1][C][=C][Branch1_1][O][C][Expl\Ring1][Branch1_1][=C][Branch1_1][Ring1][C][#N][/C][#N][C][=C][C][=C][Ring1][N][=O][S][C][Expl=Ring2][Ring1][Branch1_1][C][Expl=Ring2][Ring1][Branch2_1][C][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][Ring2][Ring1][O][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Branch1_1][Branch1_3][C][Ring2][Branch1_1][Branch2_3][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][S][Ring2][Branch1_3][Branch1_1][=C][Branch1_1][Ring1][C][#N][/C][#N],"['_PAD', '_PAD', 'c1ccsc1', 'CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1', 'CCC[Si](CCC)(CCC)c1ccc(-c2c3ccsc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3ccsc23)s1', 'c1ccsc1', '.', '_PAD', '_PAD', '_PAD', '_PAD', 'c1ccsc1', 'c1cc2sccc2s1', 'c1ccccc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'C=C1C(=O)c2ccccc2C1=C(C#N)C#N', 'C=C1C(=O)c2ccccc2C1=C(C#N)C#N']","['_PAD', '_PAD', '_PAD', '_PAD', 'c1ccsc1', 'c1cc2sccc2s1', 'c1ccccc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'CCCCCCc1ccc(Cc2ccc(CCCCCC)cc2)cc1', 'C=C1C(=O)c2ccccc2C1=C(C#N)C#N', 'C=C1C(=O)c2ccccc2C1=C(C#N)C#N', '.', '_PAD', '_PAD', 'c1ccsc1', 'CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1', 'CCC[Si](CCC)(CCC)c1ccc(-c2c3ccsc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3ccsc23)s1', 'c1ccsc1']","[0, 0, 2, 6, 7, 2, 1, 0, 0, 0, 0, 2, 70, 128, 126, 126, 127, 127]","[0, 0, 0, 0, 2, 70, 128, 126, 126, 127, 127, 1, 0, 0, 2, 6, 7, 2]","[[0, 0, 7, 2, 6, 2, 1, 0, 0, 0, 0, 2, 70, 128, 126, 126, 127, 127], [0, 0, 2, 7, 2, 6, 1, 0, 0, 0, 0, 2, 70, 128, 126, 126, 127, 127], [0, 0, 6, 2, 7, 2, 1, 0, 0, 0, 0, 2, 70, 128, 126, 126, 127, 127], [0, 0, 2, 6, 2, 7, 1, 0, 0, 0, 0, 2, 70, 128, 126, 126, 127, 127]]","[[0, 0, 0, 0, 2, 70, 128, 126, 126, 127, 127, 1, 0, 0, 7, 2, 6, 2], [0, 0, 0, 0, 2, 70, 128, 126, 126, 127, 127, 1, 0, 0, 2, 7, 2, 6], [0, 0, 0, 0, 2, 70, 128, 126, 126, 127, 127, 1, 0, 0, 6, 2, 7, 2], [0, 0, 0, 0, 2, 70, 128, 126, 126, 127, 127, 1, 0, 0, 2, 6, 2, 7]]",9.36
