Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_BigSMILES,calc_PCE_percent,BRT,0.6379063015016183,0.0638492532891947,0.39160743430664374,0.0922350457199102,2.3907230304315723,0.20683277411681228,1.7469211643104234,0.13484263948362413,557
