Dataset,num_of_folds,Features,Targets Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_BigSMILES,calc_PCE_percent,0.5298097054486927,0.08998576123814825,0.25609131995458834,0.10967061373483042,2.61821103234214,0.3298682529370648,2.0086951632630874,0.22231995054775727,5
