Donor,SMILES
PFOPB,CCCCCCCCC(CCCCCC)COc1c(F)cc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(OCC(CCCCCC)CCCCCCCC)c(F)c3)c3cc(C)sc23)cc1F
PBDT-F-2TC,CCCCCCCCC(CCCCCC)COC(=O)c1cc(-c2cc3c(-c4cc(F)c(CC(CC)CCCC)s4)c4sc(C)cc4c(-c4cc(F)c(CC(CC)CCCC)s4)c3s2)sc1-c1ccc(C)s1
PBDT-SF-2TC,CCCCCCC(CCCC)CSOC(=O)c1cc(-c2cc3c(-c4cc(F)c(SCC(CC)CCCC)s4)c4sc(C)cc4c(-c4cc(F)c(SCC(CC)CCCC)s4)c3s2)sc1-c1ccc(C)s1
PDBT-F,CCCCC(CC)Cc1sc(-c2c3sc4cc(-c5ccc(-c6sc(-c7ccc(C)s7)c7c6C(=O)c6c(CC(CC)CCCC)sc(CC(CC)CCCC)c6C7=O)s5)sc4c3c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc4cc(C)sc4c23)cc1F
PBDS-T,CCCCC(CC)CC1SC(CC(CC)CCCC)C2C(=O)c3c(C4CCC(c5cc6c(-c7ccc([Si](CCC)(CCC)CCC)s7)c7sc(C)cc7c(-c7ccc([Si](CCC)(CCC)CCC)s7)c6s5)S4)sc(-c4ccc(C)s4)c3C(=O)C12
PTBFeh-BDD,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)oc23)s1
PTBFSdo-BDD,CCCCCCCCCCCCSSc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(SSCCCCCCCCCCCC)s3)c3cc(C)oc23)s1
PTBFSeh-BDD,CCCCC(CC)CSc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(SCC(CC)CCCC)s3)c3cc(C)oc23)s1
2TC-TT-BDTFT,CCCCCCC(CCCC)COC(=O)c1cc(C)sc1-c1cc2sc(-c3sc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)cc3C(=O)OCC(CCCC)CCCCCC)cc2s1
2T-TTC-BDTFT,CCCCCCC(CCCC)CSOC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OSCC(CCCC)CCCCCC)c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)sc12
PB24-3TDC,CCCCCCCCC(CCCCCC)COC(=O)c1cc(C)sc1-c1ccc(-c2sc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CC)CCCC)nc45)s3)cc2C(=O)OCC(CCCCCC)CCCCCCCC)s1
PB68-3TDC,CCCCCCCCC(CCCCCC)COC(=O)c1cc(C)sc1-c1ccc(-c2sc(-c3ccc(-c4c(F)c(F)c(-c5ccc(C)s5)c5nn(CC(CCCCCC)CCCCCCCC)nc45)s3)cc2C(=O)OCC(CCCCCC)CCCCCCCC)s1
PBDT-3TCO,CCCCC(CC)CC(=O)c1cc(C)sc1-c1ccc(-c2sc(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5cc(F)c(CC(CC)CCCC)s5)c4s3)cc2C(=O)CC(CC)CCCC)s1
PBDT-3T,CCCCC(CC)Cc1cc(C)sc1-c1ccc(-c2sc(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5cc(F)c(CC(CC)CCCC)s5)c4s3)cc2CC(CC)CCCC)s1
PBTIBDTT,CCCCCCCCCCc1cc(C)sc1-c1cc2c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c3cc(-c4sc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)cc4CCCCCCCCCC)sc3c2s1
PDCBT-2F,CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc(C)sc1-c1cc(F)c(-c2sc(-c3sc(C)cc3C(=O)OCC(CCCCCCCC)CCCCCCCCCC)cc2F)s1
PBT-F,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5cc(F)c(CC(CC)CCCC)s5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1
PBT-SF,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5cc(F)c(SCC(CC)CCCC)s5)c5sc(C)cc5c(-c5cc(F)c(SCC(CC)CCCC)s5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1
PBT1-C-MW,CCCCCCC(CCCC)Cc1ccc(Cc2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(Cc3ccc(CC(CCCC)CCCCCC)cc3)c3cc(C)sc23)cc1
PTZPF,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)c(F)c6)c5s4)s3)c2n1
PTZ1,CCCCC(CCCCCC)Cc1sc(c2c(sc(C)c3)c3c(c4sc(CC(CCCC)CCCCCC)cc4)c5sc(c6sc(C7=NC([S]=C(c8sc(C)c(CC(CCCC)CC)c8)[N]9)=C9S7)c(CC(CCCC)CC)c6)cc25)cc1
PBDTTz-BP,CCCCCCCCC(CCCCCC)COc1ccc(-c2ccc(-c3c4cc(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nn(SCC(CCCC)CCCCCC)nc67)s5)sc4c(-c4ccc(-c5ccc(OCC(CCCCCC)CCCCCCCC)cc5)cc4)c4cc(C)sc34)cc2)cc1
PBDTTz-N,CCCCCCCCC(CCCCCC)COc1ccc2cc(-c3c4cc(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nn(SCC(CCCC)CCCCCC)nc67)s5)sc4c(-c4ccc5cc(OCC(CCCCCC)CCCCCCCC)ccc5c4)c4cc(C)sc34)ccc2c1
PBDB-T2Cl,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1Cl
PBDB-T-BO,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)s3)c3cc(C)sc23)s1
PBDB-BzT,CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6cc7cc(B=O)ccc7s6)c6sc(C)cc6c(-c6cc7cc(B=O)ccc7s6)c5s4)s3)c1C2=O
PBZ-TS,CCCCCCC(CCCC)CSn1nc2c(-c3cc(SCC(CC)CCCC)c(C)s3)c(F)c(F)c(-c3cc(SCC(CC)CCCC)c(-c4cc5c(-c6ccc(SCC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c2n1
PBT1-EH,CCCCCCC(CCCC)CSc1sc(SCC(CCCC)CCCCCC)c2c1C(=O)c1c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc(SCC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c1C2=O
J52-Cl,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(Cl)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(Cl)c(CC(CC)CCCC)s6)c5s4)s3)c2n1
PBDT-Se-TAZ,CCCCCCCCC(CCCCCC)Cc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CCCCCC)nc56)s4)sc3c(-c3ccc(CC(CCCCCC)CCCCCCCC)[se]3)c3cc(C)sc23)[se]1
PBDTS-Se-TAZ,CCCCCCCCC(CCCCCC)CSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CCCCCCCC)nc56)s4)sc3c(-c3ccc(SCC(CCCCCC)CCCCCCCC)[se]3)c3cc(C)sc23)[se]1
PBZ1,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(OCC(CC)CCCC)cc6)c6sc(C)cc6c(-c6ccc(OCC(CC)CCCC)cc6)c5s4)s3)c2n1
PBZ-m-CF3,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(OCC(CC)CCCC)c(C(F)(F)F)c6)c6sc(C)cc6c(-c6ccc(OCC(CC)CCCC)c(C(F)(F)F)c6)c5s4)s3)c2n1
PBDTS-TzBI,CCCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6ccc(SCC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c3nn(CCCCCCCC)nc3c2-c2ccc(C)s2)C1=O
PBDTTz-SBP,CCCCCCCCC(CCCCCC)CSc1ccc(-c2ccc(-c3c4cc(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nn(CC(CCCCCC)CCCCCCCC)nc67)s5)sc4c(-c4ccc(-c5ccc(SCC(CCCCCC)CCCCCCCC)cc5)cc4)c4cc(C)sc34)cc2)cc1
PJ1,CCCCCCCCCCCCSc1cc(C)sc1-c1sc(-c2sc(-c3cc4c(-c5ccc([Si](CCC)(CCC)CCC)s5)c5sc(C)cc5c(-c5ccc([Si](CCC)(CCC)CCC)s5)c4s3)cc2SCCCCCCCCCCCC)c2c1C(=O)N(CC(CCCCCC)CCCCCCCC)C2=O
PJ2,CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1c(-c3ccc(C)s3)sc(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sc(C)cc6c(-c6ccc([Si](CCC)(CCC)CCC)s6)c5s4)s3)c1C2=O
PJ3,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sc(C)cc6c(-c6ccc([Si](CCC)(CCC)CCC)s6)c5s4)s3)c3nsnc23)sc1C
2D-PBTCl,CCCCC(CC)COC(=O)c1ccc(-c2sc3c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)sc(C)c3c2Cl)s1
2D-PBTCl2,CCCCC(CC)COC(=O)c1cc(Cl)c(-c2sc3c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)sc(C)c3c2Cl)s1
PBClT,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5cc(Cl)c(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5cc(Cl)c(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F
PBFTT,CCCCCCCCOC(=O)c1sc2c(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5cc(F)c(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F
PBDB-O,CCCCC(CC)COc1c2cc(-c3ccc(-c4sc(-c5ccc(C)s5)c5c4C(=O)c4c(CC(CC)CCCC)sc(CC(CC)CCCC)c4C5=O)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12
PFBZ,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c2n1
PBO,CCCCCCCCCCCCSOc1c(OSCCCCCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(SCC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(SCC(CC)CCCC)cc5)c4s3)s2)c2nonc2c1-c1ccc(C)s1
HTAZ,CCCCCCC(CCCC)CSc1c2cc(-c3ccc(-c4ccc(-c5ccc(C)s5)c5nn(SCC(CCCC)CCCCCC)nc45)s3)sc2c(SCC(CCCC)CCCCCC)c2cc(C)sc12
TBF-BDD,CCCCC(CC)COc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(OCC(CC)CCCC)cc3)c3cc(C)oc23)cc1
TBF-BT,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(OCC(CC)CCCC)cc5)c5oc(C)cc5c(-c5ccc(OCC(CC)CCCC)cc5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1
PBT,CCCCCCCCCCCCSOc1c(OSCCCCCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(SCC(CC)CCCC)cc5)c5sc(C)cc5c(-c5ccc(SCC(CC)CCCC)cc5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1
PTFBDT,CCCCCCCCCCCCSOc1c(OSCCCCCCCCCCCC)c(-c2ccc(-c3cc4c(-c5cc(F)c(CCC(CC)CCCC)c(F)c5)c5sc(C)cc5c(-c5cc(F)c(CCC(CC)CCCC)c(F)c5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1
PffQx-T,CCCCC(CC)COc1ccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c3nc2-c2ccc(OCC(CC)CCCC)c(F)c2)cc1F
PffQx-PS,CCCCC(CC)COc1ccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(SCC(CC)CCCC)cc7)c7sc(C)cc7c(-c7ccc(SCC(CC)CCCC)cc7)c6s5)s4)c3nc2-c2ccc(OCC(CC)CCCC)c(F)c2)cc1F
J101,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(Cl)c(Cl)c(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sc(C)cc6c(C6=CCC([Si](CCC)(CCC)CCC)S6)c5s4)s3)c2n1
