Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_SMILES,calc_PCE_percent,MLR,0.012102983033696937,0.06582258563865516,-7.943304128323945e+23,8.404201755653081e+23,2142994791765.0742,1612234457904.6365,230307257146.69742,157253796468.14496,558
