Donor,Acceptor,HOMO_D_eV,LUMO_D_eV,HOMO_A_eV,LUMO_A_eV,D_A_ratio_m_m,solvent,solvent_additive,annealing_temperature,hole_contact_layer,electron_contact_layer,PCE_percent,calc_PCE_percent,Voc_V,FF_percent,DA_manual_tokenized,DA_manual_tokenized_aug
PBDB-T,DF-TCIC,-5.297714285714285,-3.4170000000000003,-5.37,-3.76,0.833,CF,CN,140.0,MoOx,PFN,8.23,8.18,0.86,58.0,"[0, 0, 49, 7, 100, 9, 1, 222, 7, 260, 7, 358, 7, 260, 7, 222]","[[0, 0, 49, 7, 100, 9, 1, 222, 7, 260, 7, 358, 7, 260, 7, 222], [0, 0, 9, 49, 7, 100, 1, 222, 7, 260, 7, 358, 7, 260, 7, 222], [0, 0, 100, 9, 49, 7, 1, 222, 7, 260, 7, 358, 7, 260, 7, 222], [0, 0, 7, 100, 9, 49, 1, 222, 7, 260, 7, 358, 7, 260, 7, 222]]"
PBDB-T,HF-TCIC,-5.297714285714285,-3.4170000000000003,-5.43,-3.83,0.833,CF,CN,120.0,MoOx,PFN,9.86,9.9,0.76,65.0,"[0, 0, 49, 7, 100, 9, 1, 217, 7, 260, 7, 358, 7, 260, 7, 217]","[[0, 0, 49, 7, 100, 9, 1, 217, 7, 260, 7, 358, 7, 260, 7, 217], [0, 0, 9, 49, 7, 100, 1, 217, 7, 260, 7, 358, 7, 260, 7, 217], [0, 0, 100, 9, 49, 7, 1, 217, 7, 260, 7, 358, 7, 260, 7, 217], [0, 0, 7, 100, 9, 49, 1, 217, 7, 260, 7, 358, 7, 260, 7, 217]]"
BO2FC8,m-ITIC-OR-4Cl,-5.5,-3.6,-5.78,-4.05,0.667,CB,_,150.0,MoOx,ZnO,11.0,10.61,0.83,63.3,"[0, 0, 0, 0, 99, 7, 53, 9, 1, 231, 79, 351, 221, 351, 79, 231]","[[0, 0, 0, 0, 99, 7, 53, 9, 1, 231, 79, 351, 221, 351, 79, 231], [0, 0, 0, 0, 9, 99, 7, 53, 1, 231, 79, 351, 221, 351, 79, 231], [0, 0, 0, 0, 53, 9, 99, 7, 1, 231, 79, 351, 221, 351, 79, 231], [0, 0, 0, 0, 7, 53, 9, 99, 1, 231, 79, 351, 221, 351, 79, 231]]"
BO2FEH,m-ITIC-OR-4Cl,-5.59,-3.59,-5.78,-4.05,0.667,CB,_,150.0,MoOx,ZnO,6.4,6.15,0.88,48.5,"[0, 0, 0, 0, 99, 7, 142, 9, 1, 231, 79, 351, 221, 351, 79, 231]","[[0, 0, 0, 0, 99, 7, 142, 9, 1, 231, 79, 351, 221, 351, 79, 231], [0, 0, 0, 0, 9, 99, 7, 142, 1, 231, 79, 351, 221, 351, 79, 231], [0, 0, 0, 0, 142, 9, 99, 7, 1, 231, 79, 351, 221, 351, 79, 231], [0, 0, 0, 0, 7, 142, 9, 99, 1, 231, 79, 351, 221, 351, 79, 231]]"
PTB-EDOT,ITIC-Th,-5.33,-3.63,-5.673333333333334,-3.908888888888889,0.667,MeTHF,_,100.0,MoOx,ZnO,8.59,8.59,0.84,66.5,"[0, 0, 0, 0, 0, 0, 143, 101, 1, 222, 79, 313, 221, 313, 79, 222]","[[0, 0, 0, 0, 0, 0, 143, 101, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 0, 0, 0, 0, 101, 143, 1, 222, 79, 313, 221, 313, 79, 222]]"
PTB-EDOTS,ITIC-Th,-5.38,-3.69,-5.673333333333334,-3.908888888888889,0.667,MeTHF,_,100.0,MoOx,ZnO,10.18,10.18,0.88,71.2,"[0, 0, 0, 0, 0, 0, 144, 101, 1, 222, 79, 313, 221, 313, 79, 222]","[[0, 0, 0, 0, 0, 0, 144, 101, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 0, 0, 0, 0, 101, 144, 1, 222, 79, 313, 221, 313, 79, 222]]"
POPB,IT-4F,-5.38,-3.57,-5.66875,-4.060416666666667,0.667,CB,DIO,25.0,MoOx,ZnO,6.2,6.19,0.72,51.2,"[0, 0, 0, 0, 145, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 145, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 9, 145, 7, 100, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 100, 9, 145, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 100, 9, 145, 1, 217, 79, 219, 221, 219, 79, 217]]"
PFOPB,IT-4F,-5.5,-3.64,-5.66875,-4.060416666666667,0.667,CB,DIO,25.0,MoOx,ZnO,11.7,11.71,0.89,64.5,"[0, 0, 0, 0, 146, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 146, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 9, 146, 7, 100, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 100, 9, 146, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 100, 9, 146, 1, 217, 79, 219, 221, 219, 79, 217]]"
P3HT,BIBT-NI,-5.057777777777777,-2.989444444444445,-5.62,-3.65,0.833,o-DCB,_,110.0,MoOx,ZnO,2.1,2.09,0.77,44.2,"[0, 0, 0, 0, 0, 0, 41, 40, 40, 194, 1, 323, 7, 359, 7, 323]","[[0, 0, 0, 0, 0, 0, 41, 40, 40, 194, 1, 323, 7, 359, 7, 323], [0, 0, 0, 0, 0, 0, 194, 41, 40, 40, 1, 323, 7, 359, 7, 323], [0, 0, 0, 0, 0, 0, 40, 194, 41, 40, 1, 323, 7, 359, 7, 323], [0, 0, 0, 0, 0, 0, 40, 40, 194, 41, 1, 323, 7, 359, 7, 323]]"
PBDT-F-2TC,IT-4F,-5.55,-3.58,-5.66875,-4.060416666666667,1.0,CB,_,110.0,PEDOT:PSS,PFN-Br,10.75,10.75,0.91,62.51,"[0, 0, 0, 0, 0, 99, 147, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 0, 99, 147, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 0, 9, 99, 147, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 0, 147, 9, 99, 1, 217, 79, 219, 221, 219, 79, 217]]"
PBDT-SF-2TC,IT-4F,-5.57,-3.59,-5.66875,-4.060416666666667,1.0,CB,_,110.0,PEDOT:PSS,PFN-Br,11.07,11.08,0.93,57.45,"[0, 0, 0, 0, 0, 27, 50, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 0, 27, 50, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 0, 9, 27, 50, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 0, 50, 9, 27, 1, 217, 79, 219, 221, 219, 79, 217]]"
PDBT-F,IT-M,-5.39,-3.57,-5.513571428571429,-3.808,1.0,CF,DIO,100.0,PEDOT:PSS,PFN-Br,10.52,10.52,0.97,63.71,"[0, 0, 0, 0, 148, 7, 100, 9, 1, 230, 79, 219, 221, 219, 79, 230]","[[0, 0, 0, 0, 148, 7, 100, 9, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 9, 148, 7, 100, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 100, 9, 148, 7, 1, 230, 79, 219, 221, 219, 79, 230], [0, 0, 0, 0, 7, 100, 9, 148, 1, 230, 79, 219, 221, 219, 79, 230]]"
PDBT-F,IDIC,-5.39,-3.57,-5.706,-4.002666666666667,1.0,CF,DIO,100.0,PEDOT:PSS,PFN-Br,11.02,10.98,0.87,71.5,"[0, 0, 0, 0, 148, 7, 100, 9, 1, 222, 7, 234, 221, 234, 7, 222]","[[0, 0, 0, 0, 148, 7, 100, 9, 1, 222, 7, 234, 221, 234, 7, 222], [0, 0, 0, 0, 9, 148, 7, 100, 1, 222, 7, 234, 221, 234, 7, 222], [0, 0, 0, 0, 100, 9, 148, 7, 1, 222, 7, 234, 221, 234, 7, 222], [0, 0, 0, 0, 7, 100, 9, 148, 1, 222, 7, 234, 221, 234, 7, 222]]"
PBDS-T,ITIC,-5.349999999999999,-3.67,-5.574146341463415,-3.915,1.2,CB,DIO,25.0,MoOx,ZnO,10.72,10.72,0.98,60.0,"[0, 0, 0, 0, 6, 207, 208, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 6, 207, 208, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 6, 207, 208, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 208, 9, 6, 207, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 207, 208, 9, 6, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBDS-T,ITIC-F,-5.349999999999999,-3.67,-5.619999999999999,-4.02,1.0,CB,DIO,25.0,MoOx,ZnO,11.19,11.19,0.9,66.7,"[0, 0, 0, 0, 6, 207, 208, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 6, 207, 208, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 9, 6, 207, 208, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 208, 9, 6, 207, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 207, 208, 9, 6, 1, 217, 79, 219, 221, 219, 79, 217]]"
PBDS-T,ITIC-Th1,-5.349999999999999,-3.67,-5.720000000000001,-4.065,1.0,CB,DIO,25.0,MoOx,ZnO,12.04,12.04,0.88,70.0,"[0, 0, 0, 0, 6, 207, 208, 9, 1, 264, 79, 313, 221, 313, 79, 264]","[[0, 0, 0, 0, 6, 207, 208, 9, 1, 264, 79, 313, 221, 313, 79, 264], [0, 0, 0, 0, 9, 6, 207, 208, 1, 264, 79, 313, 221, 313, 79, 264], [0, 0, 0, 0, 208, 9, 6, 207, 1, 264, 79, 313, 221, 313, 79, 264], [0, 0, 0, 0, 207, 208, 9, 6, 1, 264, 79, 313, 221, 313, 79, 264]]"
J71,ITDM,-5.353333333333333,-3.4318181818181825,-5.58,-3.82,1.0,CF,_,100.0,PEDOT:PSS,ZrAcAc,12.05,12.05,1.015,70.9,"[0, 0, 0, 0, 6, 7, 8, 9, 1, 340, 79, 219, 221, 219, 79, 340]","[[0, 0, 0, 0, 6, 7, 8, 9, 1, 340, 79, 219, 221, 219, 79, 340], [0, 0, 0, 0, 9, 6, 7, 8, 1, 340, 79, 219, 221, 219, 79, 340], [0, 0, 0, 0, 8, 9, 6, 7, 1, 340, 79, 219, 221, 219, 79, 340], [0, 0, 0, 0, 7, 8, 9, 6, 1, 340, 79, 219, 221, 219, 79, 340]]"
J71,ITCF,-5.353333333333333,-3.4318181818181825,-5.59,-3.95,1.0,CF,_,100.0,PEDOT:PSS,ZrAcAc,13.25,13.25,0.91,78.8,"[0, 0, 0, 0, 6, 7, 8, 9, 1, 350, 79, 219, 221, 219, 79, 350]","[[0, 0, 0, 0, 6, 7, 8, 9, 1, 350, 79, 219, 221, 219, 79, 350], [0, 0, 0, 0, 9, 6, 7, 8, 1, 350, 79, 219, 221, 219, 79, 350], [0, 0, 0, 0, 8, 9, 6, 7, 1, 350, 79, 219, 221, 219, 79, 350], [0, 0, 0, 0, 7, 8, 9, 6, 1, 350, 79, 219, 221, 219, 79, 350]]"
J71,IT-4F,-5.353333333333333,-3.4318181818181825,-5.66875,-4.060416666666667,1.0,CF,_,100.0,PEDOT:PSS,ZrAcAc,11.66,11.67,0.803,74.2,"[0, 0, 0, 0, 6, 7, 8, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 6, 7, 8, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 9, 6, 7, 8, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 8, 9, 6, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 8, 9, 6, 1, 217, 79, 219, 221, 219, 79, 217]]"
2TC-TT-BDTFT,m-ITIC,-5.45,-3.5,-5.526666666666667,-3.8515384615384622,1.0,o-DCB,_,120.0,PEDOT:PSS,PDINO,9.65,9.59,1.06,59.31,"[0, 0, 0, 0, 99, 209, 79, 210, 1, 222, 79, 228, 221, 228, 79, 222]","[[0, 0, 0, 0, 99, 209, 79, 210, 1, 222, 79, 228, 221, 228, 79, 222], [0, 0, 0, 0, 210, 99, 209, 79, 1, 222, 79, 228, 221, 228, 79, 222], [0, 0, 0, 0, 79, 210, 99, 209, 1, 222, 79, 228, 221, 228, 79, 222], [0, 0, 0, 0, 209, 79, 210, 99, 1, 222, 79, 228, 221, 228, 79, 222]]"
2T-TTC-BDTFT,m-ITIC,-5.41,-3.53,-5.526666666666667,-3.8515384615384622,1.0,o-DCB,_,120.0,PEDOT:PSS,PDINO,11.15,11.15,0.97,69.37,"[0, 0, 0, 0, 99, 7, 154, 9, 1, 222, 79, 228, 221, 228, 79, 222]","[[0, 0, 0, 0, 99, 7, 154, 9, 1, 222, 79, 228, 221, 228, 79, 222], [0, 0, 0, 0, 9, 99, 7, 154, 1, 222, 79, 228, 221, 228, 79, 222], [0, 0, 0, 0, 154, 9, 99, 7, 1, 222, 79, 228, 221, 228, 79, 222], [0, 0, 0, 0, 7, 154, 9, 99, 1, 222, 79, 228, 221, 228, 79, 222]]"
PTB7-Th,ACS8,-5.204782608695651,-3.5391891891891896,-5.54,-4.05,0.5,Toluene,_,25.0,MoOx,PFN,9.9,9.92,0.75,58.8,"[0, 0, 0, 0, 49, 101, 1, 217, 172, 7, 219, 221, 219, 7, 172, 217]","[[0, 0, 0, 0, 49, 101, 1, 217, 172, 7, 219, 221, 219, 7, 172, 217], [0, 0, 0, 0, 101, 49, 1, 217, 172, 7, 219, 221, 219, 7, 172, 217]]"
PB24-3TDC,ITIC-Th,-5.36,-3.58,-5.673333333333334,-3.908888888888889,0.667,CB,DIO,25.0,PEDOT:PSS,C60-bissalt,10.3,10.3,0.902,68.0,"[0, 0, 9, 155, 7, 147, 7, 156, 1, 222, 79, 313, 221, 313, 79, 222]","[[0, 0, 9, 155, 7, 147, 7, 156, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 156, 9, 155, 7, 147, 7, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 7, 156, 9, 155, 7, 147, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 147, 7, 156, 9, 155, 7, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 7, 147, 7, 156, 9, 155, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 155, 7, 147, 7, 156, 9, 1, 222, 79, 313, 221, 313, 79, 222]]"
PB68-3TDC,ITIC-Th,-5.41,-3.57,-5.673333333333334,-3.908888888888889,0.667,CB,DIO,25.0,PEDOT:PSS,C60-bissalt,7.88,7.88,0.994,65.0,"[0, 0, 9, 157, 7, 147, 7, 156, 1, 222, 79, 313, 221, 313, 79, 222]","[[0, 0, 9, 157, 7, 147, 7, 156, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 156, 9, 157, 7, 147, 7, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 7, 156, 9, 157, 7, 147, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 147, 7, 156, 9, 157, 7, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 7, 147, 7, 156, 9, 157, 1, 222, 79, 313, 221, 313, 79, 222], [0, 0, 157, 7, 147, 7, 156, 9, 1, 222, 79, 313, 221, 313, 79, 222]]"
PBDB-T,IDNO-IDT,-5.297714285714285,-3.4170000000000003,-5.45,-3.65,1.0,CB,_,140.0,PEDOT:PSS,Ca,1.1,0.94,1.03,34.47,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 314, 7, 219, 221, 219, 7, 314]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 314, 7, 219, 221, 219, 7, 314], [0, 0, 0, 0, 9, 49, 7, 100, 1, 314, 7, 219, 221, 219, 7, 314], [0, 0, 0, 0, 100, 9, 49, 7, 1, 314, 7, 219, 221, 219, 7, 314], [0, 0, 0, 0, 7, 100, 9, 49, 1, 314, 7, 219, 221, 219, 7, 314]]"
PBDB-T,IM1-IDT,-5.297714285714285,-3.4170000000000003,-5.46,-4.02,0.667,CB,_,140.0,PEDOT:PSS,Ca,1.62,1.32,0.55,47.41,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 315, 7, 219, 221, 219, 7, 315]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 315, 7, 219, 221, 219, 7, 315], [0, 0, 0, 0, 9, 49, 7, 100, 1, 315, 7, 219, 221, 219, 7, 315], [0, 0, 0, 0, 100, 9, 49, 7, 1, 315, 7, 219, 221, 219, 7, 315], [0, 0, 0, 0, 7, 100, 9, 49, 1, 315, 7, 219, 221, 219, 7, 315]]"
PBDB-T,ITAN-IDT,-5.297714285714285,-3.4170000000000003,-5.42,-3.69,1.5,CB,_,140.0,PEDOT:PSS,Ca,2.0,1.72,1.18,39.19,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 316, 7, 219, 221, 219, 7, 316]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 316, 7, 219, 221, 219, 7, 316], [0, 0, 0, 0, 9, 49, 7, 100, 1, 316, 7, 219, 221, 219, 7, 316], [0, 0, 0, 0, 100, 9, 49, 7, 1, 316, 7, 219, 221, 219, 7, 316], [0, 0, 0, 0, 7, 100, 9, 49, 1, 316, 7, 219, 221, 219, 7, 316]]"
PBDT-3TCO,IT-4F,-5.5,-3.24,-5.66875,-4.060416666666667,1.0,CB,DIO,25.0,PEDOT:PSS,PFN-Br,11.52,11.56,0.88,62.7,"[0, 0, 0, 0, 99, 158, 7, 159, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 99, 158, 7, 159, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 159, 99, 158, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 159, 99, 158, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 158, 7, 159, 99, 1, 217, 79, 219, 221, 219, 79, 217]]"
PBDT-3T,IT-4F,-5.48,-3.21,-5.66875,-4.060416666666667,0.667,CB,DIO,25.0,PEDOT:PSS,PFN-Br,1.0,1.01,0.85,30.43,"[0, 0, 0, 0, 99, 64, 7, 160, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 99, 64, 7, 160, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 160, 99, 64, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 160, 99, 64, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 64, 7, 160, 99, 1, 217, 79, 219, 221, 219, 79, 217]]"
PTB7-Th,NFDTS,-5.204782608695651,-3.5391891891891896,-5.36,-3.92,0.833,CF,_,25.0,PEDOT:PSS,PFN-Br,6.15,6.15,0.67,48.9,"[0, 0, 0, 0, 0, 0, 49, 101, 1, 217, 7, 280, 79, 280, 7, 217]","[[0, 0, 0, 0, 0, 0, 49, 101, 1, 217, 7, 280, 79, 280, 7, 217], [0, 0, 0, 0, 0, 0, 101, 49, 1, 217, 7, 280, 79, 280, 7, 217]]"
PTB7-Th,NFDTSB,-5.204782608695651,-3.5391891891891896,-5.56,-3.85,1.0,CF,_,25.0,PEDOT:PSS,PFN-Br,9.6,9.61,0.75,63.6,"[0, 0, 0, 0, 49, 101, 1, 217, 7, 280, 218, 285, 218, 280, 7, 217]","[[0, 0, 0, 0, 49, 101, 1, 217, 7, 280, 218, 285, 218, 280, 7, 217], [0, 0, 0, 0, 101, 49, 1, 217, 7, 280, 218, 285, 218, 280, 7, 217]]"
PBTIBDTT,ITIC-F,-5.47,-3.6,-5.619999999999999,-4.02,1.0,CB,_,25.0,PEDOT:PSS,ZnO,11.19,11.19,0.921,74.1,"[0, 0, 0, 0, 49, 42, 161, 162, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 49, 42, 161, 162, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 162, 49, 42, 161, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 161, 162, 49, 42, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 42, 161, 162, 49, 1, 217, 79, 219, 221, 219, 79, 217]]"
PBDB-T,DTNIF,-5.297714285714285,-3.4170000000000003,-5.82,-3.92,1.0,CB,_,25.0,MoOx,ZnO,8.73,8.68,0.9,72.77,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 264, 7, 260, 267, 260, 7, 264]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 264, 7, 260, 267, 260, 7, 264], [0, 0, 0, 0, 9, 49, 7, 100, 1, 264, 7, 260, 267, 260, 7, 264], [0, 0, 0, 0, 100, 9, 49, 7, 1, 264, 7, 260, 267, 260, 7, 264], [0, 0, 0, 0, 7, 100, 9, 49, 1, 264, 7, 260, 267, 260, 7, 264]]"
PBDB-T,DTNSF,-5.297714285714285,-3.4170000000000003,-5.52,-4.0,1.0,CB,_,25.0,MoOx,ZnO,7.15,7.28,0.92,54.62,"[0, 0, 49, 7, 100, 9, 1, 264, 7, 7, 260, 267, 260, 7, 7, 264]","[[0, 0, 49, 7, 100, 9, 1, 264, 7, 7, 260, 267, 260, 7, 7, 264], [0, 0, 9, 49, 7, 100, 1, 264, 7, 7, 260, 267, 260, 7, 7, 264], [0, 0, 100, 9, 49, 7, 1, 264, 7, 7, 260, 267, 260, 7, 7, 264], [0, 0, 7, 100, 9, 49, 1, 264, 7, 7, 260, 267, 260, 7, 7, 264]]"
PBTIBDTT,Si4TIC-F,-5.47,-3.6,-5.58,-4.21,0.667,CB,CN,25.0,PEDOT:PSS,PDIN,10.2,10.2,0.78,69.4,"[0, 0, 0, 0, 49, 42, 161, 162, 1, 264, 7, 286, 79, 286, 7, 264]","[[0, 0, 0, 0, 49, 42, 161, 162, 1, 264, 7, 286, 79, 286, 7, 264], [0, 0, 0, 0, 162, 49, 42, 161, 1, 264, 7, 286, 79, 286, 7, 264], [0, 0, 0, 0, 161, 162, 49, 42, 1, 264, 7, 286, 79, 286, 7, 264], [0, 0, 0, 0, 42, 161, 162, 49, 1, 264, 7, 286, 79, 286, 7, 264]]"
PDCBT-2F,IT-4F,-5.6,-3.67,-5.66875,-4.060416666666667,1.0,CF,DIO,25.0,MoOx,ZnO,11.6,11.3,0.92,69.0,"[0, 0, 0, 0, 163, 125, 125, 163, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 163, 125, 125, 163, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 163, 163, 125, 125, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 125, 163, 163, 125, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 125, 125, 163, 163, 1, 217, 79, 219, 221, 219, 79, 217]]"
PTB7-Th,IDT-FBTR,-5.204782608695651,-3.5391891891891896,-5.47,-3.65,1.5,o-DCB,_,25.0,MoOx,ZnO,7.01,7.0,1.02,52.97,"[0, 0, 49, 101, 1, 226, 7, 371, 7, 219, 221, 219, 7, 371, 7, 226]","[[0, 0, 49, 101, 1, 226, 7, 371, 7, 219, 221, 219, 7, 371, 7, 226], [0, 0, 101, 49, 1, 226, 7, 371, 7, 219, 221, 219, 7, 371, 7, 226]]"
PBT1-C-MW,ITCPTC,-5.46,-3.4,-5.604000000000001,-3.858000000000001,1.0,CF,_,100.0,PEDOT:PSS,ZrAcAc,12.8,12.77,0.94,79.0,"[0, 0, 0, 0, 211, 7, 100, 9, 1, 255, 79, 219, 221, 219, 79, 255]","[[0, 0, 0, 0, 211, 7, 100, 9, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 9, 211, 7, 100, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 100, 9, 211, 7, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 7, 100, 9, 211, 1, 255, 79, 219, 221, 219, 79, 255]]"
PTZPF,BT-IC,-5.41,-3.42,-5.3775,-3.8575,1.0,CB,CN,120.0,PEDOT:PSS,PFN-Br,5.63,5.59,0.93,49.0,"[0, 0, 96, 7, 8, 9, 1, 222, 7, 219, 218, 235, 218, 219, 7, 222]","[[0, 0, 96, 7, 8, 9, 1, 222, 7, 219, 218, 235, 218, 219, 7, 222], [0, 0, 9, 96, 7, 8, 1, 222, 7, 219, 218, 235, 218, 219, 7, 222], [0, 0, 8, 9, 96, 7, 1, 222, 7, 219, 218, 235, 218, 219, 7, 222], [0, 0, 7, 8, 9, 96, 1, 222, 7, 219, 218, 235, 218, 219, 7, 222]]"
PTZPF,BT-F,-5.41,-3.42,-5.57,-3.97,1.0,CB,CN,120.0,PEDOT:PSS,PFN-Br,7.27,7.18,0.88,49.0,"[0, 0, 0, 0, 96, 7, 8, 9, 1, 264, 7, 219, 372, 219, 7, 264]","[[0, 0, 0, 0, 96, 7, 8, 9, 1, 264, 7, 219, 372, 219, 7, 264], [0, 0, 0, 0, 9, 96, 7, 8, 1, 264, 7, 219, 372, 219, 7, 264], [0, 0, 0, 0, 8, 9, 96, 7, 1, 264, 7, 219, 372, 219, 7, 264], [0, 0, 0, 0, 7, 8, 9, 96, 1, 264, 7, 219, 372, 219, 7, 264]]"
PTZPF,BT-2F,-5.41,-3.42,-5.6,-4.0,1.0,CB,CN,120.0,PEDOT:PSS,PFN-Br,8.54,8.59,0.84,53.0,"[0, 0, 96, 7, 8, 9, 1, 217, 7, 219, 218, 235, 218, 219, 7, 217]","[[0, 0, 96, 7, 8, 9, 1, 217, 7, 219, 218, 235, 218, 219, 7, 217], [0, 0, 9, 96, 7, 8, 1, 217, 7, 219, 218, 235, 218, 219, 7, 217], [0, 0, 8, 9, 96, 7, 1, 217, 7, 219, 218, 235, 218, 219, 7, 217], [0, 0, 7, 8, 9, 96, 1, 217, 7, 219, 218, 235, 218, 219, 7, 217]]"
P3HT,BT3,-5.057777777777777,-2.989444444444445,-5.53,-3.79,3.333,CF,_,120.0,PEDOT:PSS,Ca,2.55,2.55,0.72,61.0,"[0, 0, 41, 40, 40, 194, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236]","[[0, 0, 41, 40, 40, 194, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236], [0, 0, 194, 41, 40, 40, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236], [0, 0, 40, 194, 41, 40, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236], [0, 0, 40, 40, 194, 41, 1, 236, 56, 7, 219, 221, 219, 7, 56, 236]]"
P3HT,BTA3,-5.057777777777777,-2.989444444444445,-5.415,-3.445,2.0,CF,_,130.0,PEDOT:PSS,Ca,5.64,5.64,0.9,65.0,"[0, 0, 41, 40, 40, 194, 1, 236, 18, 7, 219, 221, 219, 7, 18, 236]","[[0, 0, 41, 40, 40, 194, 1, 236, 18, 7, 219, 221, 219, 7, 18, 236], [0, 0, 194, 41, 40, 40, 1, 236, 18, 7, 219, 221, 219, 7, 18, 236], [0, 0, 40, 194, 41, 40, 1, 236, 18, 7, 219, 221, 219, 7, 18, 236], [0, 0, 40, 40, 194, 41, 1, 236, 18, 7, 219, 221, 219, 7, 18, 236]]"
