Donor,Acceptor,HOMO_D_eV,LUMO_D_eV,HOMO_A_eV,LUMO_A_eV,D_A_ratio_m_m,solvent,total_solids_conc_mg_mL,solvent_additive,active_layer_thickness_nm,annealing_temperature,hole_contact_layer,electron_contact_layer,PCE_percent,calc_PCE_percent,Voc_V,FF_percent,DA_pair_aug,DA_pair_tokenized_aug
PBDT-TT,6TIC,-5.23,-3.34,-5.33,-3.885,0.667,o-DCB,25.0,_,100.0,25,PEDOT:PSS,C60-bissalt,9.46,9.46,0.812,61.0,"['CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1', 'C(c1c(-c2ccc(s2)-c2sc3c(c(c4c(c3-c3ccc(s3)CC(CCCC)CC)cc(s4)C)-c3sc(cc3)CC(CC)CCCC)c2)sc2c1sc(c2C(=O)OCC(CC)CCCC)-c1sc(C)cc1)(OCC(CC)CCCC)=O.c12ccccc2C(/C(C1=O)=C/c1sc2c(sc3-c4sc5c(sc6c5C(c5c-6sc6cc(/C=C7/C(=C(C#N)C#N)c8ccccc8C7=O)sc56)(c5ccc(cc5)CCCCCC)c5ccc(CCCCCC)cc5)c4C(c32)(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)c1)=C(C#N)C#N', 'c1c(-c2c(c3sc(-c4ccc(s4)C)c(c3s2)C(OCC(CC)CCCC)=O)C(OCC(CC)CCCC)=O)sc(-c2sc3c(c2)c(c2c(cc(s2)C)c3-c2sc(CC(CC)CCCC)cc2)-c2sc(cc2)CC(CCCC)CC)c1.c1(ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2c3sc(cc3sc2-c2c1c1c(s2)c2c(s1)-c1sc3cc(sc3c1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)/C=C1\\C(=O)c2ccccc2C1=C(C#N)C#N)/C=C1/C(=C(C#N)C#N)c2c(C1=O)cccc2)CCCCCC', 's1c(-c2cc3c(c(-c4ccc(CC(CCCC)CC)s4)c4cc(C)sc4c3-c3sc(cc3)CC(CC)CCCC)s2)ccc1-c1sc2c(c1C(=O)OCC(CCCC)CC)sc(c2C(=O)OCC(CCCC)CC)-c1ccc(C)s1.CCCCCCc1ccc(C2(c3c(-c4sc5cc(/C=C6\\C(=O)c7c(cccc7)C6=C(C#N)C#N)sc5c42)sc2c4c(sc32)-c2c(c3c(cc(/C=C5/C(c6ccccc6C5=O)=C(C#N)C#N)s3)s2)C4(c2ccc(cc2)CCCCCC)c2ccc(CCCCCC)cc2)c2ccc(cc2)CCCCCC)cc1', 'CCC(Cc1ccc(-c2c3c(c(c4c2cc(s4)-c2sc(cc2)-c2sc4c(sc(-c5sc(C)cc5)c4C(OCC(CC)CCCC)=O)c2C(OCC(CC)CCCC)=O)-c2sc(cc2)CC(CC)CCCC)cc(C)s3)s1)CCCC.CCCCCCc1ccc(C2(c3c(sc4c3sc3-c5c(c6sc(/C=C7/C(c8c(C7=O)cccc8)=C(C#N)C#N)cc6s5)C(c5ccc(CCCCCC)cc5)(c43)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5/C(c6ccccc6C5=O)=C(C#N)C#N)sc4c32)c2ccc(CCCCCC)cc2)cc1']","[[1], [1], [2], [2], [2], [2], [2], [4], [2], [2], [5], [2], [15], [2], [4], [11], [15], [5], [3], [7], [3], [4], [12], [3], [6], [3], [3], [3], [4], [2], [5], [8], [6], [5], [8], [3], [6], [3], [4], [2], [4], [11], [15], [5], [15], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [3], [4], [12], [3], [9], [3], [3], [3], [4], [12], [3], [13], [3], [3], [14], [3], [4], [12], [3], [18], [3], [3], [3], [4], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [8], [18], [5], [3], [18], [8], [3], [4], [2], [5], [3], [3], [18], [3], [4], [12], [3], [18], [3], [3], [3], [4], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [8], [18], [5], [3], [14], [8], [13], [5], [8], [9], [5], [8], [3], [7], [6], [22], [2], [2], [2], [2], [2], [2], [3], [7], [3], [3], [3], [4], [2], [6], [4], [3], [9], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [9], [5], [3], [9], [3], [4], [8], [3], [13], [3], [3], [4], [1], [2], [11], [2], [14], [1], [1], [2], [4], [11], [15], [5], [3], [18], [3], [3], [3], [3], [3], [18], [2], [14], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [8], [3], [9], [13], [5], [12], [3], [9], [8], [3], [13], [3], [14], [3], [4], [8], [3], [13], [3], [9], [6], [5], [12], [3], [6], [8], [3], [9], [3], [3], [4], [1], [2], [11], [2], [13], [1], [1], [2], [4], [11], [15], [5], [3], [18], [3], [3], [3], [3], [3], [18], [2], [13], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [8], [3], [9], [3], [6], [2], [14], [4], [3], [6], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [6], [5], [3], [6], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [6], [5], [3], [3], [7], [1], [1], [1], [1], [2], [4], [3], [7], [3], [4], [12], [3], [6], [3], [3], [3], [4], [8], [6], [5], [12], [3], [6], [8], [3], [9], [3], [4], [3], [4], [3], [13], [3], [4], [3], [9], [12], [3], [9], [3], [3], [3], [4], [8], [9], [5], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [3], [3], [4], [8], [13], [5], [2], [5], [12], [3], [9], [8], [3], [4], [3], [3], [9], [5], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [3], [6], [5], [8], [3], [6], [3], [7], [8], [3], [4], [3], [6], [2], [4], [11], [15], [5], [15], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [12], [3], [7], [8], [3], [4], [2], [5], [3], [3], [7], [5], [4], [15], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [11], [15], [22], [3], [7], [6], [3], [3], [3], [3], [3], [6], [2], [4], [1], [2], [4], [2], [7], [11], [15], [5], [11], [2], [1], [3], [7], [8], [3], [6], [3], [4], [8], [3], [9], [12], [3], [13], [8], [3], [14], [3], [4], [8], [3], [18], [3], [14], [2], [4], [3], [14], [3], [12], [18], [8], [3], [18], [3], [3], [4], [1], [2], [11], [2], [23], [1], [2], [4], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [3], [24], [3], [3], [3], [3], [3], [24], [2], [23], [11], [15], [5], [8], [3], [14], [18], [5], [4], [3], [14], [3], [3], [3], [4], [3], [3], [14], [5], [2], [2], [2], [2], [2], [2], [5], [3], [14], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [14], [5], [3], [13], [2], [4], [3], [9], [6], [5], [4], [3], [6], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [6], [5], [3], [6], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [6], [5], [3], [7], [5], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [1], [1], [1], [1], [3], [7], [3], [4], [12], [3], [6], [3], [4], [3], [9], [8], [3], [4], [12], [3], [13], [3], [3], [3], [4], [8], [13], [5], [2], [5], [3], [4], [3], [9], [8], [6], [5], [2], [4], [15], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [11], [15], [5], [2], [4], [15], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [11], [15], [5], [8], [3], [4], [12], [3], [6], [8], [3], [9], [3], [4], [3], [6], [5], [3], [4], [3], [6], [3], [4], [3], [3], [4], [8], [6], [5], [2], [5], [3], [9], [12], [3], [6], [8], [3], [4], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [3], [3], [6], [5], [12], [3], [6], [8], [3], [4], [3], [3], [6], [5], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [3], [7], [22], [3], [7], [4], [3], [3], [3], [4], [3], [3], [7], [5], [2], [7], [4], [3], [6], [3], [3], [3], [4], [3], [3], [6], [5], [2], [2], [2], [2], [2], [2], [5], [3], [6], [3], [9], [8], [3], [4], [3], [3], [9], [8], [3], [6], [12], [3], [6], [3], [7], [3], [7], [3], [4], [8], [6], [5], [3], [6], [3], [4], [8], [7], [5], [12], [3], [7], [8], [3], [9], [3], [3], [4], [8], [3], [9], [3], [7], [2], [6], [4], [3], [7], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [7], [5], [3], [7], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [7], [5], [1], [2], [11], [2], [7], [1], [1], [2], [4], [11], [15], [5], [3], [6], [3], [3], [3], [3], [3], [6], [2], [7], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [1], [2], [11], [2], [7], [1], [2], [4], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [3], [6], [3], [4], [2], [7], [11], [15], [5], [3], [3], [3], [3], [6], [5], [2], [2], [2], [2], [2], [2], [1], [1], [1], [1], [8], [7], [3], [4], [12], [3], [6], [3], [3], [9], [3], [4], [3], [4], [12], [3], [13], [3], [3], [3], [4], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [8], [13], [5], [3], [13], [3], [3], [4], [2], [5], [8], [3], [13], [3], [9], [12], [3], [9], [8], [3], [4], [3], [3], [9], [5], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [8], [6], [5], [3], [3], [3], [7], [12], [3], [7], [8], [3], [6], [3], [4], [3], [7], [2], [4], [11], [15], [5], [15], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [8], [3], [4], [3], [6], [2], [4], [11], [15], [5], [15], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [12], [3], [7], [3], [3], [3], [4], [2], [5], [8], [7], [22], [2], [2], [2], [2], [2], [2], [3], [7], [3], [3], [3], [4], [2], [6], [4], [3], [9], [3], [4], [12], [3], [13], [8], [3], [14], [3], [3], [4], [1], [2], [11], [2], [18], [1], [1], [2], [4], [11], [15], [5], [3], [23], [3], [4], [3], [3], [3], [3], [23], [5], [2], [18], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [8], [3], [14], [3], [13], [6], [5], [8], [3], [6], [3], [13], [3], [4], [8], [3], [9], [6], [5], [12], [3], [6], [3], [4], [3], [9], [3], [4], [3], [3], [4], [1], [2], [11], [2], [14], [1], [2], [4], [3], [18], [3], [3], [3], [3], [3], [18], [2], [14], [11], [15], [5], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [8], [9], [5], [8], [6], [5], [2], [13], [4], [3], [6], [3], [3], [3], [4], [3], [3], [6], [5], [2], [2], [2], [2], [2], [2], [5], [3], [6], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [6], [5], [3], [6], [3], [3], [3], [4], [3], [3], [6], [5], [2], [2], [2], [2], [2], [2], [5], [3], [3], [7], [1], [1], [1], [1], [2], [2], [2], [4], [2], [3], [7], [3], [3], [3], [4], [12], [3], [6], [3], [9], [3], [4], [3], [4], [3], [13], [3], [6], [3], [3], [4], [8], [13], [5], [12], [3], [6], [8], [3], [4], [3], [3], [6], [5], [12], [3], [6], [8], [3], [13], [3], [4], [8], [3], [4], [12], [3], [14], [8], [3], [4], [2], [5], [3], [3], [14], [5], [3], [13], [2], [4], [15], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [11], [15], [5], [3], [6], [2], [4], [15], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [11], [15], [5], [12], [3], [6], [8], [3], [4], [3], [3], [6], [5], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [3], [3], [4], [2], [5], [8], [9], [5], [8], [7], [5], [2], [2], [2], [2], [22], [2], [2], [2], [2], [2], [2], [3], [7], [3], [3], [3], [4], [2], [6], [4], [3], [9], [3], [4], [8], [3], [13], [3], [9], [8], [3], [9], [12], [3], [14], [3], [4], [3], [18], [8], [3], [4], [1], [2], [11], [2], [23], [1], [2], [4], [3], [24], [3], [4], [2], [23], [11], [15], [5], [3], [3], [3], [3], [24], [5], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [3], [3], [18], [8], [14], [5], [2], [4], [3], [14], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [14], [5], [4], [3], [13], [9], [5], [3], [9], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [9], [5], [12], [3], [9], [8], [3], [13], [3], [3], [4], [1], [2], [11], [2], [14], [1], [2], [4], [3], [18], [3], [3], [3], [3], [3], [18], [2], [14], [11], [15], [5], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [8], [3], [13], [3], [9], [6], [5], [3], [6], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [6], [5], [3], [3], [7], [1], [1]]"
PBDT-TT,ITIC,-5.23,-3.34,-5.57675,-3.918163265306122,0.667,o-DCB,25.0,_,100.0,25,PEDOT:PSS,C60-bissalt,8.72,8.72,0.849,65.0,"['CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1', 's1c(C)ccc1-c1sc2c(C(=O)OCC(CCCC)CC)c(sc2c1C(OCC(CCCC)CC)=O)-c1ccc(-c2cc3c(c4c(c(-c5ccc(s5)CC(CCCC)CC)c3s2)cc(C)s4)-c2ccc(CC(CC)CCCC)s2)s1.C(#N)C(C#N)=C1/C(C(c2c1cccc2)=O)=C/c1cc2sc3-c4cc5c(-c6sc7c(c6C5(c5ccc(CCCCCC)cc5)c5ccc(cc5)CCCCCC)sc(/C=C5/C(c6ccccc6C5=O)=C(C#N)C#N)c7)cc4C(c4ccc(cc4)CCCCCC)(c4ccc(cc4)CCCCCC)c3c2s1', 'C(CCC)C(Cc1sc(cc1)-c1c2sc(-c3sc(-c4c(C(OCC(CCCC)CC)=O)c5sc(-c6ccc(s6)C)c(c5s4)C(=O)OCC(CCCC)CC)cc3)cc2c(-c2sc(CC(CCCC)CC)cc2)c2sc(C)cc12)CC.c12ccccc1C(=C(C#N)C#N)/C(C2=O)=C/c1sc2c3C(c4ccc(cc4)CCCCCC)(c4ccc(cc4)CCCCCC)c4cc5c(cc4-c3sc2c1)C(c1ccc(CCCCCC)cc1)(c1ccc(cc1)CCCCCC)c1c-5sc2cc(sc21)/C=C1\\C(c2c(cccc2)C1=C(C#N)C#N)=O', 'c1(-c2sc(cc2)-c2c(c3sc(-c4sc(C)cc4)c(C(=O)OCC(CC)CCCC)c3s2)C(OCC(CC)CCCC)=O)sc2c(-c3sc(cc3)CC(CCCC)CC)c3c(sc(C)c3)c(-c3sc(CC(CC)CCCC)cc3)c2c1.C(CC)CCCc1ccc(C2(c3ccc(cc3)CCCCCC)c3cc4c(C(c5ccc(CCCCCC)cc5)(c5ccc(CCCCCC)cc5)c5c6sc(cc6sc5-4)/C=C4\\C(=O)c5c(C4=C(C#N)C#N)cccc5)cc3-c3sc4c(sc(/C=C5/C(c6ccccc6C5=O)=C(C#N)C#N)c4)c23)cc1', 'c1(-c2ccc(s2)CC(CCCC)CC)c2sc(-c3sc(-c4sc5c(c4C(=O)OCC(CCCC)CC)sc(-c4sc(C)cc4)c5C(=O)OCC(CC)CCCC)cc3)cc2c(c2sc(C)cc12)-c1ccc(CC(CC)CCCC)s1.N#CC(=C1c2ccccc2C(/C1=C\\c1cc2sc3c(C(c4ccc(cc4)CCCCCC)(c4ccc(cc4)CCCCCC)c4cc5-c6sc7c(c6C(c6ccc(cc6)CCCCCC)(c5cc4-3)c3ccc(CCCCCC)cc3)sc(c7)/C=C3\\C(=O)c4c(C3=C(C#N)C#N)cccc4)c2s1)=O)C#N']","[[1], [1], [2], [2], [2], [2], [2], [4], [2], [2], [5], [2], [15], [2], [4], [11], [15], [5], [3], [7], [3], [4], [12], [3], [6], [3], [3], [3], [4], [2], [5], [8], [6], [5], [8], [3], [6], [3], [4], [2], [4], [11], [15], [5], [15], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [3], [4], [12], [3], [9], [3], [3], [3], [4], [12], [3], [13], [3], [3], [14], [3], [4], [12], [3], [18], [3], [3], [3], [4], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [8], [18], [5], [3], [18], [8], [3], [4], [2], [5], [3], [3], [18], [3], [4], [12], [3], [18], [3], [3], [3], [4], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [8], [18], [5], [3], [14], [8], [13], [5], [8], [9], [5], [8], [3], [7], [6], [22], [2], [2], [2], [2], [2], [2], [3], [7], [3], [3], [3], [4], [2], [6], [4], [3], [9], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [9], [5], [3], [9], [3], [3], [13], [3], [4], [3], [3], [9], [12], [3], [9], [8], [3], [14], [3], [3], [4], [1], [2], [11], [2], [18], [1], [1], [2], [4], [11], [15], [5], [3], [23], [3], [3], [3], [3], [3], [23], [2], [18], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [8], [3], [14], [3], [9], [6], [5], [2], [4], [3], [6], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [6], [5], [4], [3], [6], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [6], [5], [3], [6], [3], [12], [13], [8], [3], [9], [3], [3], [4], [1], [2], [11], [2], [13], [1], [1], [2], [4], [11], [15], [5], [3], [14], [3], [3], [3], [3], [3], [14], [2], [13], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [8], [3], [6], [9], [5], [3], [3], [7], [1], [1], [1], [1], [8], [7], [3], [4], [2], [5], [3], [3], [3], [7], [12], [3], [7], [8], [3], [6], [3], [4], [2], [4], [11], [15], [5], [15], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [3], [4], [8], [3], [6], [3], [7], [2], [4], [15], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [11], [15], [5], [12], [3], [7], [3], [3], [3], [4], [12], [3], [6], [3], [3], [9], [3], [4], [3], [13], [3], [4], [3], [4], [12], [3], [14], [3], [3], [3], [4], [8], [14], [5], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [3], [9], [8], [6], [5], [3], [3], [4], [2], [5], [8], [13], [5], [12], [3], [6], [3], [3], [3], [4], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [8], [6], [5], [8], [7], [22], [2], [4], [17], [16], [5], [2], [4], [2], [17], [16], [5], [11], [2], [7], [1], [2], [4], [2], [4], [3], [6], [3], [7], [3], [3], [3], [3], [6], [5], [11], [15], [5], [11], [2], [1], [3], [7], [3], [3], [6], [8], [3], [9], [12], [3], [13], [3], [3], [14], [3], [4], [12], [3], [18], [8], [3], [23], [3], [4], [3], [18], [2], [14], [4], [3], [14], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [14], [5], [3], [14], [3], [3], [3], [4], [3], [3], [14], [5], [2], [2], [2], [2], [2], [2], [5], [8], [3], [4], [1], [2], [11], [2], [14], [1], [2], [4], [3], [18], [3], [3], [3], [3], [3], [18], [2], [14], [11], [15], [5], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [3], [23], [5], [3], [3], [13], [2], [4], [3], [13], [3], [3], [3], [4], [3], [3], [13], [5], [2], [2], [2], [2], [2], [2], [5], [4], [3], [13], [3], [3], [3], [4], [3], [3], [13], [5], [2], [2], [2], [2], [2], [2], [5], [3], [9], [3], [6], [8], [7], [1], [1], [1], [1], [2], [4], [2], [2], [2], [5], [2], [4], [2], [3], [7], [8], [3], [4], [3], [3], [7], [5], [12], [3], [7], [3], [6], [8], [3], [4], [12], [3], [9], [8], [3], [4], [12], [3], [13], [3], [4], [2], [4], [15], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [11], [15], [5], [3], [14], [8], [3], [4], [12], [3], [18], [3], [3], [3], [4], [8], [18], [5], [2], [5], [3], [4], [3], [14], [8], [13], [5], [2], [4], [11], [15], [5], [15], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [3], [3], [9], [5], [3], [3], [6], [3], [4], [12], [3], [6], [8], [3], [4], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [3], [3], [6], [5], [3], [6], [8], [3], [4], [2], [5], [3], [3], [7], [6], [5], [2], [2], [22], [3], [7], [6], [3], [3], [3], [3], [3], [7], [2], [4], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [1], [2], [4], [2], [6], [11], [15], [5], [11], [2], [1], [3], [7], [8], [3], [6], [3], [9], [2], [4], [3], [13], [3], [3], [3], [4], [3], [3], [13], [5], [2], [2], [2], [2], [2], [2], [5], [4], [3], [13], [3], [3], [3], [4], [3], [3], [13], [5], [2], [2], [2], [2], [2], [2], [5], [3], [13], [3], [3], [14], [3], [4], [3], [3], [13], [12], [3], [9], [8], [3], [6], [3], [7], [5], [2], [4], [3], [7], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [7], [5], [4], [3], [7], [3], [3], [3], [4], [3], [3], [7], [5], [2], [2], [2], [2], [2], [2], [5], [3], [7], [3], [12], [14], [8], [3], [6], [3], [3], [4], [8], [3], [6], [7], [5], [1], [2], [11], [2], [7], [1], [1], [2], [4], [3], [6], [3], [4], [3], [3], [3], [3], [6], [5], [2], [7], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [11], [15], [1], [1], [1], [1], [3], [7], [4], [12], [3], [6], [8], [3], [4], [3], [3], [6], [5], [12], [3], [6], [3], [4], [3], [9], [8], [3], [4], [12], [3], [13], [8], [3], [4], [2], [5], [3], [3], [13], [5], [3], [4], [2], [4], [11], [15], [5], [15], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [3], [9], [8], [6], [5], [2], [4], [15], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [11], [15], [5], [8], [3], [6], [3], [4], [12], [3], [9], [8], [3], [4], [3], [3], [9], [5], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [3], [9], [3], [4], [8], [3], [4], [2], [5], [3], [9], [5], [3], [4], [12], [3], [9], [8], [3], [4], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [3], [3], [9], [5], [3], [6], [3], [7], [22], [2], [4], [2], [2], [5], [2], [2], [2], [3], [7], [3], [3], [3], [4], [2], [6], [4], [3], [9], [3], [3], [3], [4], [3], [3], [9], [5], [2], [2], [2], [2], [2], [2], [5], [3], [9], [3], [3], [13], [3], [4], [2], [4], [3], [14], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [14], [5], [4], [3], [14], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [14], [5], [3], [14], [3], [18], [8], [3], [4], [3], [3], [18], [8], [3], [14], [12], [13], [5], [1], [2], [11], [2], [13], [1], [1], [2], [4], [11], [15], [5], [3], [14], [3], [4], [2], [13], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [3], [3], [3], [3], [14], [5], [3], [3], [9], [12], [3], [9], [8], [3], [13], [3], [4], [8], [3], [4], [1], [2], [11], [2], [14], [1], [2], [4], [3], [18], [3], [3], [3], [3], [3], [18], [2], [14], [11], [15], [5], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [3], [13], [5], [3], [6], [9], [5], [3], [3], [7], [1], [1], [1], [1], [3], [7], [4], [12], [3], [6], [3], [3], [3], [4], [8], [6], [5], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [3], [6], [8], [3], [4], [12], [3], [9], [8], [3], [4], [12], [3], [13], [8], [3], [14], [3], [4], [3], [13], [2], [4], [11], [15], [5], [15], [2], [2], [4], [2], [2], [2], [2], [5], [2], [2], [5], [8], [3], [4], [12], [3], [13], [8], [3], [4], [2], [5], [3], [3], [13], [5], [3], [14], [2], [4], [11], [15], [5], [15], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [3], [3], [9], [5], [3], [3], [6], [3], [4], [3], [6], [8], [3], [4], [2], [5], [3], [3], [7], [6], [5], [12], [3], [7], [3], [3], [3], [4], [2], [2], [4], [2], [2], [5], [2], [2], [2], [2], [5], [8], [7], [22], [16], [17], [2], [2], [4], [11], [2], [7], [3], [6], [3], [3], [3], [3], [3], [6], [2], [4], [1], [2], [7], [11], [2], [1], [1], [3], [7], [3], [3], [6], [8], [3], [9], [3], [4], [2], [4], [3], [13], [3], [3], [3], [4], [3], [3], [13], [5], [2], [2], [2], [2], [2], [2], [5], [4], [3], [13], [3], [3], [3], [4], [3], [3], [13], [5], [2], [2], [2], [2], [2], [2], [5], [3], [13], [3], [3], [14], [12], [3], [18], [8], [3], [23], [3], [4], [3], [18], [2], [4], [3], [18], [3], [3], [3], [4], [3], [3], [18], [5], [2], [2], [2], [2], [2], [2], [5], [4], [3], [14], [3], [3], [13], [12], [9], [5], [3], [9], [3], [3], [3], [4], [2], [2], [2], [2], [2], [2], [5], [3], [3], [9], [5], [8], [3], [4], [3], [23], [5], [1], [2], [11], [2], [9], [1], [1], [2], [4], [11], [15], [5], [3], [13], [3], [4], [2], [9], [11], [2], [4], [2], [17], [16], [5], [2], [17], [16], [5], [3], [3], [3], [3], [13], [5], [3], [6], [8], [7], [5], [11], [15], [5], [2], [17], [16], [1], [1]]"
