ground_truth,prediction,upper,lower
4.865559,8.285959,11.230283849999996,5.3416341500000035
2.279024,8.314316,11.258640849999995,5.369991150000003
11.378488,6.5792656,9.523590449999997,3.6349407500000037
2.2193325,7.8339696,10.778294449999997,4.889644750000003
6.14592,10.281682,13.226006849999997,7.337357150000003
6.193152,11.0979395,14.042264349999996,8.153614650000005
12.0428,8.629545,11.573869849999998,5.685220150000004
1.00616795,10.689068,13.633392849999996,7.744743150000004
10.1984688,6.589905,9.534229849999996,3.6455801500000033
1.86264,5.479447,8.423771849999998,2.535122150000004
0.62424,4.6955695,7.639894349999997,1.7512446500000038
4.5814608,8.664493,11.608817849999998,5.720168150000004
12.3076884,8.537015,11.481339849999998,5.592690150000004
2.89193814,5.8531766,8.797501449999997,2.9088517500000037
13.21008,9.485022,12.429346849999998,6.540697150000004
12.0911561,8.10744,11.051764849999998,5.163115150000004
5.1691212,8.954501,11.898825849999998,6.010176150000004
0.05394,6.003811,8.948135849999996,3.0594861500000032
13.17812706,7.644969,10.759010205,4.530927795
10.2120896,4.751635,7.865676205,1.6375937950000008
4.936456,9.270232,12.384273205,6.1561907950000005
4.168258,9.841574,12.955615204999999,6.727532795
12.432,8.8733635,11.987404705,5.7593222950000005
15.707252,11.8897705,15.003811704999999,8.775729295
12.0466899,8.788767,11.902808205,5.6747257950000005
7.990259999999999,11.325534,14.439575204999999,8.211492795
8.97468,5.5122037,8.626244905,2.3981624950000002
8.1200728,11.2842455,14.398286705,8.170204295000001
0.013635,5.381403,8.495444204999998,2.2673617950000002
7.1829868,11.784947,15.417041399999997,8.152852600000005
8.5806413,12.451812,16.083906399999996,8.819717600000004
10.516506,6.407219,10.039313399999998,2.775124600000004
3.12122936,8.259452,11.891546399999996,4.627357600000003
13.173198,8.837608,12.469702399999996,5.205513600000003
13.58278278,9.063583,12.695677399999996,5.431488600000003
8.60292,4.416752,8.048846399999997,0.7846576000000032
2.137785,7.5696716,11.201765999999997,3.9375772000000038
10.612878,6.44562,10.077714399999996,2.8135256000000033
12.63793536,6.8211317,10.453226099999997,3.189037300000003
3.84115296,8.661796,11.712047553,5.611544447000002
5.90126394,9.277459,12.327710553,6.227207447000001
12.790932,8.726478,11.776729553,5.676226447000001
1.134336,5.28842,8.338671553,2.238168447000001
7.0660928,10.547262,13.597513552999999,7.497010447000001
8.5169568,5.3535976,8.403849153,2.3033460470000002
2.186319,10.330179,13.380430552999998,7.279927447
1.4369268,5.3692,8.419451553,2.318948447000001
14.286636,10.512065,13.562316552999999,7.461813447000001
13.192794,9.44832,12.498571553,6.398068447000002
3.733506,9.206742,12.256993553,6.156490447000001
6.384,3.269179,6.319430552999999,0.21892744700000044
7.15176,3.2681944,6.3184459529999994,0.21794284700000066
8.3600286,5.5854473,7.963122234499998,3.2077723655000017
7.44651,9.866268,12.243942934499998,7.488593065500002
5.59,8.104855,10.482529934499999,5.7271800655000025
6.400184,8.8968725,11.274547434499999,6.5191975655000025
1.03917,4.4865456,6.864220534499999,2.108870665500002
14.18616,11.37665,13.754324934499998,8.998975065500002
1.2104,5.260008,7.637682934499999,2.8823330655000015
7.884863999999999,5.1892,7.566874934499998,2.811525065500001
9.67128,12.142246,14.519920934499998,9.764571065500002
11.12715149,8.610635,10.988309934499998,6.232960065500002
6.1496151,9.156294,11.533968934499999,6.778619065500003
2.551752,8.432697,10.810371934499997,6.055022065500001
3.58763,6.094855,8.472529934499999,3.7171800655000014
6.223392,9.367784,11.745458934499998,6.990109065500002
3.77075952,6.2461123,8.623787234499998,3.8684373655000015
8.33181234,11.804578,14.182252934499997,9.426903065500001
9.546,12.334643,14.712317934499998,9.956968065500002
9.083235,3.6702943,6.047969234499998,1.2926193655000016
6.408696,9.187959,11.565633934499997,6.810284065500001
12.020139,8.408462,10.786136934499998,6.030787065500002
2.30035464,9.773572,12.151246934499998,7.395897065500002
0.151392,4.2974424,6.6751173344999994,1.9197674655000019
