ground_truth,prediction,upper,lower
13.15,15.645623398419886,14.020130856986547,12.279869143013453
23.8,20.57958063427201,24.670130856986546,22.929869143013455
12.93,15.398888636736135,13.800130856986547,12.059869143013453
16.47,15.40449049016068,17.340130856986544,15.599869143013452
17.97,16.631626875357448,18.840130856986544,17.099869143013454
15.220000000000002,16.412609739861033,16.090130856986548,14.349869143013455
14.94,17.23636958009864,15.810130856986547,14.069869143013452
18.03,15.927172369429089,18.900130856986546,17.159869143013456
15.54,16.748862836389094,16.410130856986545,14.669869143013452
17.24,14.164515450953775,18.110130856986544,16.369869143013453
12.3,16.091484259959785,13.170130856986548,11.429869143013454
21.92,15.376460075050218,22.790130856986547,21.049869143013456
4.22,8.963321673280442,5.090130856986547,3.3498691430134526
8.36,9.96600493055556,9.230130856986547,7.489869143013452
17.52,14.850990177188708,18.390130856986545,16.649869143013454
16.8,17.874448744852245,17.670130856986546,15.929869143013454
10.6,15.393422624596926,11.470130856986547,9.729869143013453
14.499999999999998,16.151705698415356,15.370130856986545,13.629869143013451
20.24,18.7619617480898,21.110130856986544,19.369869143013453
18.29,15.741025654261852,19.160130856986545,17.419869143013454
8.33,11.12821657951994,9.200130856986547,7.459869143013453
15.43,14.141717648218062,16.300130856986545,14.559869143013453
14.689999999999998,16.873807219142318,15.560130856986545,13.81986914301345
16.32,12.749797774168078,17.190130856986546,15.449869143013453
9.54,10.646006379589087,10.410130856986546,8.669869143013452
15.88,13.61217899916701,16.750130856986548,15.009869143013454
5.26,20.41750064033192,6.130130856986547,4.389869143013453
21.98,20.41371786870966,22.850130856986546,21.109869143013455
7.71,15.180730935087164,8.580130856986546,6.839869143013453
6.32,13.19044162296655,7.190130856986547,5.449869143013453
5.26,6.898796963083206,6.130130856986547,4.389869143013453
20.11,18.91907814317697,20.980130856986545,19.239869143013454
15.93,15.009815538889676,16.800130856986545,15.059869143013453
17.9,13.666999960105992,18.770130856986544,17.029869143013453
14.65,12.463414143217928,15.520130856986547,13.779869143013453
12.4,14.022025059539668,13.270130856986547,11.529869143013453
17.32,16.35707338348074,18.190130856986546,16.449869143013455
12.8,11.51425592909703,13.670130856986548,11.929869143013454
18.12,16.29632364191906,18.990130856986546,17.249869143013456
11.2,13.92098917791098,12.070130856986546,10.329869143013452
11.3,13.036796808450552,12.170130856986548,10.429869143013454
18.75,16.148772112041037,19.620130856986545,17.879869143013455
18.56,17.073893688276083,19.430130856986544,17.689869143013453
7.35,16.187278415495125,8.220130856986547,6.4798691430134525
9.67,14.559366474213428,10.540130856986547,8.799869143013453
20.9,19.966830248317954,21.770130856986544,20.029869143013453
17.0,19.740120654922368,17.870130856986545,16.129869143013455
17.7,19.77096216645374,18.570130856986545,16.829869143013454
5.77,15.843358327215268,6.640130856986547,4.899869143013452
14.4,19.35771616968054,15.270130856986547,13.529869143013453
6.14,5.205364693566002,7.010130856986547,5.2698691430134526
18.9,20.66528288113491,19.770130856986544,18.029869143013453
17.65,16.229391639679964,18.520130856986544,16.779869143013453
18.64,20.018558101942045,19.510130856986546,17.769869143013455
2.65,5.395565610309986,3.520130856986547,1.7798691430134528
3.89,20.919293687077477,4.760130856986547,3.019869143013453
16.4,19.65177366900359,17.270130856986544,15.529869143013451
21.53,20.476667623539186,22.400130856986546,20.659869143013456
17.25,14.164515450953775,18.120130856986545,16.379869143013455
10.32,13.131447220757204,11.190130856986547,9.449869143013453
17.17,15.601650563597932,18.040130856986547,16.299869143013456
18.63,16.22457591244924,19.500130856986544,17.759869143013454
18.4,15.204691047347636,19.270130856986544,17.529869143013453
19.28,18.244674822725685,20.150130856986546,18.409869143013456
16.5,15.001076784372568,17.370130856986545,15.629869143013453
11.1,15.230101303149654,11.970130856986547,10.229869143013453
18.8,15.84090812965135,19.670130856986546,17.929869143013455
14.95,16.631626875357448,15.820130856986546,14.079869143013452
14.73,23.63287092622657,15.600130856986548,13.859869143013453
23.21,24.17525297979797,24.080130856986546,22.339869143013455
13.2,8.95875251439464,14.070130856986546,12.329869143013452
13.890000000000002,15.798381214363689,14.76013085698655,13.019869143013455
16.56,14.056569570788314,17.430130856986544,15.689869143013452
0.2,9.355498429232808,1.070130856986547,-0.670130856986547
14.499999999999998,16.29632364191906,15.370130856986545,13.629869143013451
19.11,16.29632364191906,19.980130856986545,18.239869143013454
17.3,14.802178345783762,18.146595033432476,16.453404966567525
22.86,20.61526805406834,23.706595033432475,22.013404966567524
16.33,13.71224659936338,17.176595033432474,15.483404966567525
16.47,14.406163530803214,17.316595033432474,15.623404966567525
16.4,14.913219666791766,17.246595033432474,15.553404966567525
19.0,14.92597550910953,19.846595033432475,18.153404966567525
16.9,17.770351726881238,17.746595033432474,16.053404966567523
18.09,16.635947019506062,18.936595033432475,17.243404966567525
18.45,17.56131467166395,19.296595033432475,17.603404966567524
16.16,15.085680469297712,17.006595033432475,15.313404966567527
17.16,16.203903618977478,18.006595033432475,16.313404966567525
1.71,3.590784740537245,2.556595033432474,0.863404966567526
10.78,8.04084328449328,11.626595033432473,9.933404966567526
5.63,13.52961211082602,6.476595033432474,4.783404966567526
17.35,16.086359519222327,18.196595033432477,16.503404966567526
14.03,11.68358713560937,14.876595033432473,13.183404966567526
2.55,5.723349390516888,3.3965950334324737,1.703404966567526
7.55,5.723349390516888,8.396595033432474,6.7034049665675255
18.07,20.38330602915057,18.916595033432476,17.223404966567525
20.83,22.80695909688602,21.676595033432474,19.983404966567523
