ID,Ref,PCE_max(%),PCE_ave(%),Jsc(mA/cm2),FF,Voc(V),'-HOMO_n(eV),'-LUMO_n(eV),Eg_n(eV),n(SMILES),M (g/mol),'-HOMO_p(eV),'-LUMO_p(eV),Eg_p(eV),p(SMILES),Mw (kg/mol),Mn(kg/mol),PDI
1086,483,13.1,12.9,19.4,0.72,0.9,5.7,4.1,1.6,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.42,3.64,1.78,CC(SC1=C2C3=CC(F)=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(SCC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,58.2,18.3,3.17
1087,483,15.3,14.9,24.8,0.72,0.85,5.6,3.8,1.8,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\\C#N)=C%10CCCCCCCCCCC)=C5S3,1451.94,5.45,3.65,1.8,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,87.8,30.3,2.9
1088,484,13.4,13,21.4,0.695,0.88,5.45,3.95,1.5,CCCCC(CN1C2=C(C3=C1C(SC(/C=C4/C(C5=C(C4=O)C=CC=C5)=C(C#N)/C#N)=C6)=C6S3)C7=NN(N=C7C8=C2N(C9=C8SC%10=C9SC(/C=C%11C(C(C=CC=C%12)=C%12C\\%11=C(C#N)\\C#N)=O)=C%10)CC(CCCC)CC)CC(CCCC)CC)CC,1166.55,5.39,3.48,1.91,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
1089,484,9.9,9.6,22.7,0.574,0.74,5.56,4.11,1.45,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.39,3.48,1.91,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
1090,484,7.1,6.6,12.9,0.555,0.92,5.45,3.95,1.5,CCCCC(CN1C2=C(C3=C1C(SC(/C=C4/C(C5=C(C4=O)C=CC=C5)=C(C#N)/C#N)=C6)=C6S3)C7=NN(N=C7C8=C2N(C9=C8SC%10=C9SC(/C=C%11C(C(C=CC=C%12)=C%12C\\%11=C(C#N)\\C#N)=O)=C%10)CC(CCCC)CC)CC(CCCC)CC)CC,1166.55,5.5,3.5,2,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,87.8,30.3,2.9
1091,484,14.8,14.4,25.2,0.685,0.83,5.56,4.11,1.45,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.5,3.5,2,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,87.8,30.3,2.9
1092,485,16,15.9,25.5,0.74,0.84,5.7,4.06,1.64,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CC)CCCC)C6=C4C7=NSN=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\\C#N)=C%10CCCCCCCCCCC)=C5S3,1451.94,5.53,3.54,1.99,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,38.6,19.3,2
1093,485,13.9,13.7,20.3,0.739,0.92,5.66,4.02,1.64,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(S4)=C(S3)C(S5)=C4C6=C5C7=CC(C(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C%10=C%11SC%12=C%10SC%13=C%12SC(/C=C%14/C(C(C=C(F)C(F)=C%15)=C%15C%14=O)=C(C#N)\\C#N)=C%13)=C%11C=C7C6(C%16=CC(CCCCCC)=CC=C%16)C%17=CC=C(CCCCCC)C=C%17)=C(C#N)\\C#N,1612.08,5.53,3.54,1.99,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,38.6,19.3,2
1094,485,9,8.9,13,0.656,1.05,5.55,3.88,1.67,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC(S4)=C(S3)C(S5)=C4C6=C5C7=CC(C(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C%10=C%11SC%12=C%10SC%13=C%12SC(/C=C%14/C(C(C=CC=C%15)=C%15C%14=O)=C(C#N)\\C#N)=C%13)=C%11C=C7C6(C%16=CC(CCCCCC)=CC=C%16)C%17=CC=C(CCCCCC)C=C%17)=C(C#N)\\C#N,1540.12,5.53,3.54,1.99,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,38.6,19.3,2
1095,486,6.62,6.31,11.75,0.624,0.86,5.56,3.62,1.94,O=C1C2=C(C=CC=C2)C(/C1=C/C3=CC=C(C4=CC5=C(C=C4)C6=C7C(CCCC)(CCCC)C8=C(C=CC(C(C9=NSN=C9%10)=CC=C%10/C=C%11/C(C(C=CC=C%12)=C%12C%11=O)=C(C#N)\\C#N)=C8)C7=C%13C(CCCC)(CCCC)C%14=C(C=CC(C(C%15=NSN=C%15%16)=CC=C%16/C=C%17/C(C(C=CC=C%18)=C%18C%17=O)=C(C#N)\\C#N)=C%14)C%13=C6C5(CCCC)CCCC)C%19=NSN=C%193)=C(C#N)\\C#N,1694.12,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82
1096,487,9.53,9.53,16.8,0.626,0.907,5.66,3.93,1.73,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\\%10=C(C#N)\\C#N)=O)=C9)(C%12=CC=C(CCCCCC)S%12)C%13=CC=C(CCCCCC)S%13)=C8C=C6C(C%14=CSC(CCCCCC)=C%14)5C%15=CC=C(CCCCCC)S%15,1452.04,5.38,3.17,2.21,CC1=CC2=C(S1)C(CCC(CCCC)CCCCCC)=C3C=C(SC3=C2CCC(CCCC)CCCCCC)C4=CC=C(S4)C5=C(C(F)=C(C6=NN(N=C65)CC(CCCC)CCCCCC)C7=CC=C(S7)C)F,99.6,42.2,2.36
1097,487,9.04,9.04,16.4,0.627,0.879,5.66,3.93,1.73,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\\%10=C(C#N)\\C#N)=O)=C9)(C%12=CC=C(CCCCCC)S%12)C%13=CC=C(CCCCCC)S%13)=C8C=C6C(C%14=CSC(CCCCCC)=C%14)5C%15=CC=C(CCCCCC)S%15,1452.04,5.38,3.17,2.21,CC1=CC2=C(S1)C(CCC(CCCC)CCCCCC)=C3C=C(SC3=C2CCC(CCCC)CCCCCC)C4=CC=C(S4)C5=C(C(F)=C(C6=NN(N=C65)CC(CCCC)CCCCCC)C7=CC=C(S7)C)F,99.6,42.2,2.36
1098,487,10.44,10.44,17.82,0.663,0.884,5.66,3.93,1.73,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\\%10=C(C#N)\\C#N)=O)=C9)(C%12=CC=C(CCCCCC)S%12)C%13=CC=C(CCCCCC)S%13)=C8C=C6C(C%14=CSC(CCCCCC)=C%14)5C%15=CC=C(CCCCCC)S%15,1452.04,5.38,3.17,2.21,CC1=CC2=C(S1)C(CCC(CCCC)CCCCCC)=C3C=C(SC3=C2CCC(CCCC)CCCCCC)C4=CC=C(S4)C5=C(C(F)=C(C6=NN(N=C65)CC(CCCC)CCCCCC)C7=CC=C(S7)C)F,99.6,42.2,2.36
1099,488,9.1,9.1,15.7,0.62,0.94,5.51,3.84,1.67,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.22,3.22,2,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=C(F)C(F)=C(C)S6,49,32,1.53
1100,488,10,10,16.8,0.68,0.87,5.51,3.84,1.67,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.33,3.53,1.8,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
1101,488,11.7,11.7,19.4,0.67,0.895,5.7,4.1,1.6,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.4,3.6,1.8,CC(SC1=C2C3=CC(F)=C(SCC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(SCC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,58.2,18.3,3.17
1102,489,8.25,8.16,14.59,0.695,0.8,5.66,3.93,1.73,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\\%10=C(C#N)\\C#N)=O)=C9)(C%12=CC=C(CCCCCC)S%12)C%13=CC=C(CCCCCC)S%13)=C8C=C6C(C%14=CSC(CCCCCC)=C%14)5C%15=CC=C(CCCCCC)S%15,1452.04,5.2,3.59,1.61,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,60,30,2
1103,489,11.39,11.39,17.66,0.631,1.01,5.66,3.93,1.73,O=C(C(C=CC=C1)=C1C/2=C(C#N)\\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\\%10=C(C#N)\\C#N)=O)=C9)(C%12=CC=C(CCCCCC)S%12)C%13=CC=C(CCCCCC)S%13)=C8C=C6C(C%14=CSC(CCCCCC)=C%14)5C%15=CC=C(CCCCCC)S%15,1452.04,5.6,3.65,1.95,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=C(F)C(C(OC)=O)=C(C)S6,67.6,32.2,2.1
1104,489,9.79,9.63,21.92,0.605,0.73,5.44,4.19,1.25,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\\5=C(C#N)\\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,1808.42,5.2,3.59,1.61,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,60,30,2
1105,489,1.31,1.09,4.2,0.367,0.81,5.44,4.19,1.25,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\\5=C(C#N)\\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,1808.42,5.6,3.65,1.95,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=C(F)C(C(OC)=O)=C(C)S6,67.6,32.2,2.1
1106,490,6.44,6.3,14.77,0.54,0.81,5.51,3.84,1.67,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.23,3.64,1.59,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
1107,491,2.38,2.23,5.81,0.376,1.01,5.63,3.54,2.09,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7C=C(N8CCCCCCCC)C(C(C8=C9)=CC%10=C9C(SC(/C=C%11/C(C%12=C(C%11=O)C=CC=C%12)=C(C#N)\\C#N)=C%13)=C%13C%10(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C6)=C7S3,1517.11,5.35,3.4,1.95,CCC[Si](CCC)(C1=CC=C(C(C2=C3C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCC)CCCCCCCC)N=C57)S4)S2)=C8C(SC(C)=C8)=C3C9=CC=C([Si](CCC)(CCC)CCC)S9)S1)CCC,47,23.5,2
1108,491,5.51,5.24,12.08,0.421,1.03,5.63,3.57,2.06,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7C=C(N8CC(CCCCCC)CCCCCCCC)C(C(C8=C9)=CC%10=C9C(SC(/C=C%11/C(C%12=C(C%11=O)C=CC=C%12)=C(C#N)\\C#N)=C%13)=C%13C%10(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C6)=C7S3,1629.32,5.35,3.4,1.95,CCC[Si](CCC)(C1=CC=C(C(C2=C3C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCC)CCCCCCCC)N=C57)S4)S2)=C8C(SC(C)=C8)=C3C9=CC=C([Si](CCC)(CCC)CCC)S9)S1)CCC,47,23.5,2
1109,491,11.18,11.1,18.64,0.662,0.9,5.95,3.99,1.96,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7C=C(N8CC(CCCCCC)CCCCCCCC)C(C(C8=C9)=CC%10=C9C(SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\\C#N)=C%13)=C%13C%10(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C6)=C7S3,1701.28,5.35,3.4,1.95,CCC[Si](CCC)(C1=CC=C(C(C2=C3C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NN(CC(CCCCCC)CCCCCCCC)N=C57)S4)S2)=C8C(SC(C)=C8)=C3C9=CC=C([Si](CCC)(CCC)CCC)S9)S1)CCC,47,23.5,2
1110,492,10.8,10.5,16.1,0.63,1.04,5.45,3.85,1.6,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C(C4=C3SC5=C4SC(/C=C6C(C(SC=C7)=C7C\\6=C(C#N)\\C#N)=O)=C5)(CCCCCCCC)CCCCCCCC)C=C2C8=C1C(SC(/C=C9C(C%10=C(SC=C%10)C\\9=C(C#N)/C#N)=O)=C%11)=C%11S8,1247.82,5.4,3.64,1.76,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,87.8,30.3,2.9
1111,492,12.7,12.4,17.9,0.73,0.95,5.5,3.93,1.57,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C(C4=C3SC5=C4SC(/C=C6C(C(SC(Cl)=C7)=C7C\\6=C(C#N)\\C#N)=O)=C5)(CCCCCCCC)CCCCCCCC)C=C2C8=C1C(SC(/C=C9C(C%10=C(SC(Cl)=C%10)C\\9=C(C#N)/C#N)=O)=C%11)=C%11S8,1316.71,5.4,3.64,1.76,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,87.8,30.3,2.9
1112,493,13.05,12.78,20.29,0.747,0.843,5.52,3.9,1.62,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6[Se]C(/C=C8C(C(C=C(F)C(F)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C([Se]C(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1593.74,5.45,3.65,1.8,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,87.8,30.3,2.9
1113,493,12.33,11.95,18.37,0.739,0.873,5.52,3.9,1.62,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5[Se]C7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15[Se]%12,1593.74,5.45,3.65,1.8,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,87.8,30.3,2.9
1114,493,12.63,12.45,19.19,0.752,0.862,5.57,3.89,1.68,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.45,3.65,1.8,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5,87.8,30.3,2.9
1115,494,13,12.7,21.3,0.687,0.87,5.56,3.99,1.57,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=C(C5=CC=C([Si](CCC)(CCC)CCC)S5)C6=C(C(C7=C6SC8=C7SC9=C8SC(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\\%10=C(C#N)\\C#N)=O)=C9)(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C(C%14=CC=C([Si](CCC)(CCC)CCC)S%14)=C4C%15=C2C(SC%16=C%17SC(/C=C%18C(C(C=C(F)C(F)=C%19)=C%19C\\%18=C(C#N)/C#N)=O)=C%16)=C%17S%15,2089.01,5.54,3.65,1.89,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,38.6,19.3,2
1116,494,13.1,12.8,20.6,0.749,0.835,5.71,4.15,1.56,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1499.92,5.54,3.65,1.89,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,38.6,19.3,2
