Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mse_mean,mse_std,num_of_data
OPV_Min,5,DA_FP_radius_3_nbits_1024,calc_PCE_percent,NGBoost,0.6849391675399625,0.09139938499759719,0.444331439388587,0.11622578343062084,2.2405260475341864,0.23807870200413894,5.076638438027137,1.0747458878838214,559
