Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_FP_radius_3_nbits_1024,FF_percent,SVM,0.6295198322926467,0.08394190935735084,0.366007184913402,0.10711443791895696,7.735620646739041,0.8373502861951367,5.938541113162007,0.5224253798536731,558
