fold,r,r2,rmse,mae
1.0,4.656359883638177e-16,-0.035609186840074525,3.458716862332601,2.803779464387823
2.0,-5.752237508537487e-16,-0.05566234330478914,2.76907338685093,2.284816619821391
3.0,2.4975383130853547e-16,-0.011600347202889827,3.251620533050018,2.5983412256954344
4.0,-6.624823520723578e-16,-0.040764410254489514,2.9965841431004057,2.4049726199130923
5.0,,-0.00966987250763518,3.0527582238324715,2.453710730047014
