Dataset,num_of_folds,Features,Targets Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_SELFIES,calc_PCE_percent,0.5959021556134468,0.07716582759733327,0.32826904806380847,0.07629469875111104,2.4768403472320797,0.26632159048149934,1.900088091716477,0.17568041673988105,5
