DA_mordred_pca,HOMO_D_eV,LUMO_D_eV,HOMO_A_eV,LUMO_A_eV,D_A_ratio_m_m,solvent,solvent_additive,annealing_temperature,hole_contact_layer,electron_contact_layer,PCE_percent,calc_PCE_percent,Voc_V,Jsc_mA_cm_pow_neg2,FF_percent
"[-99273.98009744339, 16010.2399882686, 7765.85807289641, 4216.332110694175, -6081.118846798431, 2030.1311170429412, 698.1749066260547, 4036.0080749685553, -1711.6217374771384, 719.1222124292392, 252.77716203138345, -1046.629149892409, -61.90842185444649, -934.3456303108919, 508.1387456894937, 1952.2784022347987, -1188.537145583749, 493.4676092708632, -404.21452642138263, 469.66319906271644, 998.1507334818361, 804.7173986756319, 338.2183447082102, 32.55918331128263, 253.83878312788624, 224.87657009547618, -63.86805708662611, -29.29801648766523, -229.24663450857076, -11.768195215295375, 225.9524413877143, -300.5745786425456, 107.01936623921158, -97.93386927848834, -16.730088662784766, 32.84936362042983, 186.28922937453302, 86.15686984476002, 47.89391400201006, 15.467597196527475, 29.95092057935553, -159.58223194921254, 16.00635759212227, 127.55736509230846, 66.51899637344562, 113.77047528011673, -18.388061621272673, -19.513318300075074, -19.85133077216258, -71.06985157207205, -12.510413653922836, -50.375473854606604, 21.63539243041535, -24.43612261161051, 1.8833260504940457, -16.669784902895984, -19.974558959524426, -2.2685150904538105, 25.55098542954644, 33.02354204513321, -20.880224874097852, -16.70556939828589, 9.218556696199215, -12.638890621419556, 26.06827586689674, -16.26439664596482, -19.57103169085023, -5.417543564078544, -22.490836891527255, 12.450895227263171, 4.951258827077904, 12.867821346128878, -6.368150547991575, -2.6598197586156402, 5.96092201798232, -3.772094307163444, 2.07606577888669, -1.2561575275966046, 3.667527965569446, 2.8891423528318096, 14.687802048469838, -4.303502845895051, -0.41276560505975723, 5.795269936552645, -3.185546233932575, -1.06978882806267, -0.6786654142100819, 2.35944262944027, 4.1835931098811425, -5.62032576186908, -0.6365912738774178, -1.466910959167329, 0.18424709696432862, -2.4504255464286597, -0.2471888642261355, 3.2686873410003576, -0.3076964905290289, -1.0664395029610354, 0.11886764661245408, 2.140488687891942, 0.886970632983715, 0.47739747036983615, 1.729299137498427, 0.21758047051494245, 1.9586671897609613, 0.7797387616822187, -1.9339431149768824, -1.7460096698067478, -0.4734632766168021, -0.5865851139473968, 0.18941559961505838, 0.3737088965939268, 0.8262762407217923, -1.0876366263434614, 0.5565987797243555, -0.40329528576049345, 0.5943932539834651, 0.0025296570209203395, -0.02894235985583471, -0.5954929360697161, 0.3111153633636152, -0.2956958917290873, 0.13983092345685222, -0.2015221076535223, 0.07575501479703917, -0.40879627234241056, 0.07074935081947764, 0.20278036965673607, -26138.047412489912, -6531.351056589328, -27828.254744010683, 4115.784304914595, -2853.4780378757177, 5947.2969555574045, 3239.356094098229, 5439.553043388834, -1045.5513562977637, -3186.2638144687744, -1293.1151114228464, -1370.3649862701186, 2294.7532564451562, 126.06885266970423, -673.5253616644337, 2612.573868375701, -416.9603890424984, 728.5435688754978, -423.9474824581835, 193.72937090269218, 624.0715624214307, 848.2526908954803, 203.55334325653382, 267.0407162120346, -281.85406495705683, 415.69236065810003, -36.281284809552645, -200.64471129157792, -309.4627449287752, 402.29716635513734, -287.8211404969309, -85.99170504947932, -353.66041786946477, -88.78815166082319, 91.55427804323807, 159.00687881395663, -19.361572465047626, 18.16576144299048, 73.62203909931013, -51.666002648729375, 53.389110029386515, -75.84275528406235, 86.75306169407709, -18.629876053784493, -79.92231863503262, 52.21835644721696, -20.015090592704407, -8.769717308918901, -26.528551538730426, 12.826345891981031, 38.143097277369705, 20.928983491977476, 11.808176134089324, -33.39817797289192, 8.658876367053253, -17.060326821948188, 28.370685122758207, 3.9977105517655236, -13.394436948666097, 1.2003447957978324, -15.506115456111598, -22.808618963921663, 20.285560728998284, -21.373649878125338, -9.789647327225582, -18.858803259614817, 25.668189696595725, -10.55452456175219, 9.042524034131763, -15.38042642216454, 8.982557572810254, -13.81310572037757, -4.789888084108865, -7.609246061220905, -4.67924518112816, -14.196846195756155, 1.5219331530338889, 12.82304533106787, -13.479007250521661, -11.534400958399038, -4.45280708648094, -6.7108076887136345, -2.1732436846837038, 2.6187145189789067, -5.466274754836818, -2.9054629146411632, -4.853609796753234, -1.8627814849649442, -0.11582293871914207, -3.478388107673175, -5.699246440844151, 1.1317007503125138, 2.9580676376506343, 4.402184833900115, -0.1404153618747115, -1.8296020708965897, 5.931855198079375, -4.136107841882913, 3.8388793394746465, 1.6372107583283597, -3.460076452048032, 3.0229304850964756, -0.6609113408447209, -2.4981645368943166, 0.5599625931629393, -4.70059925724559, 2.453353853912279, 0.5299611050939124, 2.756814426706174, 2.4158926826701386, 2.3140457319473375, -0.2515955172550539, 2.3026101160227865, 2.3959054951519825, 0.060512554569194243, 0.9950955333443245, -0.685952527439607, 0.7364179384077625, -1.735773376854651, -0.5545384289636628, 1.046701664304468, -0.9992317156000438, -1.3243542071651557, -0.01927737216945835, 0.5678243560125971, -0.10536798380661061, -0.5408399592856128, -0.2682035132696108]",-5.23,-3.34,-5.33,-3.885,0.667,DCB,_,25.0,PEDOT:PSS,C60-bissalt,9.46,9.46,0.812,19.1,61.0
"[-99273.98009744339, 16010.2399882686, 7765.85807289641, 4216.332110694175, -6081.118846798431, 2030.1311170429412, 698.1749066260547, 4036.0080749685553, -1711.6217374771384, 719.1222124292392, 252.77716203138345, -1046.629149892409, -61.90842185444649, -934.3456303108919, 508.1387456894937, 1952.2784022347987, -1188.537145583749, 493.4676092708632, -404.21452642138263, 469.66319906271644, 998.1507334818361, 804.7173986756319, 338.2183447082102, 32.55918331128263, 253.83878312788624, 224.87657009547618, -63.86805708662611, -29.29801648766523, -229.24663450857076, -11.768195215295375, 225.9524413877143, -300.5745786425456, 107.01936623921158, -97.93386927848834, -16.730088662784766, 32.84936362042983, 186.28922937453302, 86.15686984476002, 47.89391400201006, 15.467597196527475, 29.95092057935553, -159.58223194921254, 16.00635759212227, 127.55736509230846, 66.51899637344562, 113.77047528011673, -18.388061621272673, -19.513318300075074, -19.85133077216258, -71.06985157207205, -12.510413653922836, -50.375473854606604, 21.63539243041535, -24.43612261161051, 1.8833260504940457, -16.669784902895984, -19.974558959524426, -2.2685150904538105, 25.55098542954644, 33.02354204513321, -20.880224874097852, -16.70556939828589, 9.218556696199215, -12.638890621419556, 26.06827586689674, -16.26439664596482, -19.57103169085023, -5.417543564078544, -22.490836891527255, 12.450895227263171, 4.951258827077904, 12.867821346128878, -6.368150547991575, -2.6598197586156402, 5.96092201798232, -3.772094307163444, 2.07606577888669, -1.2561575275966046, 3.667527965569446, 2.8891423528318096, 14.687802048469838, -4.303502845895051, -0.41276560505975723, 5.795269936552645, -3.185546233932575, -1.06978882806267, -0.6786654142100819, 2.35944262944027, 4.1835931098811425, -5.62032576186908, -0.6365912738774178, -1.466910959167329, 0.18424709696432862, -2.4504255464286597, -0.2471888642261355, 3.2686873410003576, -0.3076964905290289, -1.0664395029610354, 0.11886764661245408, 2.140488687891942, 0.886970632983715, 0.47739747036983615, 1.729299137498427, 0.21758047051494245, 1.9586671897609613, 0.7797387616822187, -1.9339431149768824, -1.7460096698067478, -0.4734632766168021, -0.5865851139473968, 0.18941559961505838, 0.3737088965939268, 0.8262762407217923, -1.0876366263434614, 0.5565987797243555, -0.40329528576049345, 0.5943932539834651, 0.0025296570209203395, -0.02894235985583471, -0.5954929360697161, 0.3111153633636152, -0.2956958917290873, 0.13983092345685222, -0.2015221076535223, 0.07575501479703917, -0.40879627234241056, 0.07074935081947764, 0.20278036965673607, -32819.052364382784, 4416.358508800044, -11048.263164154501, 2020.7323067206203, -6941.461014173032, 2046.7142721764312, 459.85112977854453, -415.3194215866469, -869.7185227585018, -1016.3972806395869, 939.6480235776135, -60.064621903477644, 439.91860871734, -581.152629829058, 1620.9981053481424, -14.822087904932033, 334.4186053167091, -461.59391956252915, 236.53434080842078, 585.8414695570567, -540.145216824732, 97.73880260044493, 581.5107396298313, -396.1776114685889, -153.28295566079504, -398.9226326701838, -4.672403369698905, 294.0566440376388, -192.09650829739036, 169.780942585778, 48.224074138861134, 148.18699641312037, -3.3201232231038986, 30.77234639681098, -9.148315489916671, -99.00027614098076, 33.28918970985244, -131.65528142485712, -73.61811815418406, 89.16691247863227, -3.2624088417524906, -3.3225497477506387, 63.39428538987454, 51.247936556114546, 19.494449622046247, -26.01937202448171, -9.039685517167692, -77.25207064954685, -19.68279019490065, -30.76743983115101, 3.843329228646918, -26.35871897091903, -25.15100114179096, -8.395962957688287, -4.85321750517944, -14.784076275845727, 1.7755348703417102, 9.650181237051001, -5.284801050450287, 2.7082367843397606, 10.789130516333868, 6.122773897726779, 17.137231543436616, -10.100244555039552, 0.7221857170219224, 18.876260079485892, -6.087519912226079, -1.5304843047082093, -9.742185751003479, -0.3415275492425751, -0.7620331550638104, -5.375948459667979, -0.5904282411403363, 9.906775113032575, -5.294700501908823, 5.876345306492222, 1.9020787229952025, 2.4123918023459687, -3.526447814961159, -4.7797270586035445, 2.7720761514513756, 2.9732673387650665, 4.616946365219348, 2.3766468943920405, -1.191530632200843, -0.1726638448562703, 2.633776963708684, -0.7353030498591862, -0.771358679223039, -0.38966328299273784, 0.8642590085178901, 1.228496764031899, -0.6762932943542355, -0.4423405837339498, 0.235833702133192, -2.4374726707414816, -0.3723125079990983, -1.7310377476543106, 0.6774075076890991, 0.6218896810741441, -0.9199308626922265, -0.38283156829120835, 0.9484623616503891, 0.6900483575721181, -2.528390129711804, -0.4282420078109612, -1.4178634816597369, -1.8943219028105458, -0.7135783447507817, -0.6660413000475502, -0.3665659893834583, -0.8399755634700927, 0.08403303891037073, 0.39265684521676913, -0.23827524612689155, -0.5328678908275803, -0.5883008108630534, 1.1358591608584732, 0.35680086757004714, 0.41970184724480797, 1.1388723793220987, 0.18128599460621997, -0.6055097390550688, -0.7031025429530173, -0.3646729309154668, 0.9256567604050479, -0.29964659165657936, 0.02706544026066604]",-5.23,-3.34,-5.513571428571429,-3.808,0.667,DCB,_,25.0,PEDOT:PSS,C60-bissalt,9.99,9.99,0.904,16.5,67.0
"[-40379.550777858196, 56004.069127593044, -10651.726564434246, -16787.81031422943, -4899.992121591016, -824.7283886742232, 3213.3355032253107, -1470.288885595245, 254.4377968009814, -1413.1146630484025, -524.4083602292874, -562.997720813155, -39.53950048797216, -237.61809197268883, 180.52903723581315, -190.73776488072147, -330.80306712396464, 99.72719854979664, -38.288725474699014, -15.193302786029136, -8.532246059522224, 145.04616544768794, 14.962058909511939, 123.04398183642466, 62.852427505583, -16.118058857090944, -46.56859833906233, -0.5575523560657274, -6.36498680353148, 16.394816676055783, 87.85016416866046, 16.04209532118321, 6.728058072640266, 31.819933043206213, 7.247524520540111, -16.595924642037062, 22.429503825143726, -34.30752403737112, -22.117717401179593, -42.53762441373334, 28.137558748772225, 2.22131123168802, 10.678808593591533, -14.694404223731631, 5.672198985063375, -1.6746084012166627, 3.5448396296069937, 4.439322415982939, 2.361717827741181, -7.79091708674293, -7.799464018746011, -0.06700113902227045, 6.275440131612939, 1.6816512012129223, 7.516755854741788, -1.3196602414838896, -1.599423863335157, 0.8523744266797966, 6.5919953227931884, -1.9930726417356155, 2.4730446865395805, -4.86740547502367, -1.6841737660247347, 1.6586533064853555, -0.8074568835944604, -3.2367193878033773, -2.1849438483133383, 0.21206456314353517, 3.0809245279681186, -0.19938566599949326, -1.7618285128175284, -0.05980224728117811, 2.9080797958751314, -0.2649007688640488, -1.4904110395030248, 0.9599817863349642, -2.062231625754352, 0.18250954513997886, 1.0587154103407115, -1.8898659848741381, 0.0828903647949275, 1.32594414559665, 0.358456040618492, -0.08392299601673514, -0.7357168466038431, 0.5569749078821111, 0.46639264895316324, 0.8106144831234943, 0.0036309183357334796, 1.615344045763857, -0.8126052081822834, 0.008561986029853585, -0.4374767812936806, -0.3645528964956295, 0.3530253133670438, 0.01993774228438383, 0.21970565142439824, 0.05638899422120147, 0.33798152978198814, 0.10894087739224645, -0.2310380143835129, 0.5971144474169652, -0.0568340402989147, -0.14432609544563313, 0.09196812189175685, -0.12801448064831078, 0.08893783919220155, 0.08315346312763339, 0.2048785099106445, -0.21622713001348914, 0.12256202799790294, 0.10820379300091787, 0.1865751938394018, -0.1645796925672459, 0.09908524542788655, -0.09534185566811182, 0.05572017504187965, 0.08364897859544218, 0.04476089133255723, -0.03247571883968092, 0.01741547505732921, -0.03798876088742631, -0.039233448534753634, -0.00874733060879862, 0.018554743515469596, 0.022867216035734828, 0.052540313824602336, -0.04783066929916302, -39835.939169801175, -21884.39452597431, -4852.760713918926, 971.4710973651036, -7760.173194048589, -3078.7030537979017, 1300.7068250637012, -624.6906733692356, -194.2805663541352, 503.0575222520415, -400.7559189107167, 702.8347185367043, -834.6465997797527, 304.97219724585597, -277.3705317502124, 183.22047206946723, 3.4789173758529657, 161.5165536423575, -153.70041381905494, 293.74211518154124, -155.31379156489697, 202.30072421243528, -195.2172358688196, -31.295172438271976, 8.456439084043609, 5.822295167172939, 138.24375136108424, 49.83755386383988, 34.63900105472726, 63.71396275267597, -54.333931328235394, -15.630819202920861, -21.20168517280274, -23.58490681984759, -36.58452458337368, -90.72393547486796, -175.71256390033898, -35.38032728139167, -35.44487232595585, 99.59556154538913, 96.17902553430775, 14.243994299158203, -72.33572058552126, -56.2290432609244, -60.1418067824668, -27.703037559677192, -80.10758131892891, 84.03110103919994, -1.3452618428940113, 42.42594378479212, 15.080546566084411, -52.842620823853444, 29.147908235727357, -27.15781142977398, -51.889214099790706, -37.596660902453195, -54.11339395325625, -32.229325907503004, -41.872978469076386, -19.805807219335932, -10.809736481223727, 32.36053760843603, 24.181676099622237, 16.80037171414186, -29.853867192131027, -19.711683368057685, -37.951699413902915, -25.978556961908318, 9.498760058084759, 16.95533342680105, -7.78835895135132, -9.478501010622919, -16.752488130065153, 6.585276985224802, 28.369268848362413, -38.68829913821097, 16.84136321942061, 10.609832591529665, -1.2550667027093318, 40.630760683841345, 3.5192738071233265, 17.611493653000668, -8.607194420578471, 0.4074532494193761, -2.7480663403488883, -9.889583788860865, 5.1946909902283265, -17.689962553828327, 0.47710627085740853, -4.4936449483482575, 15.584951235297517, -13.640128988189296, -0.10032528901229654, 11.740310537018178, -22.56893906442102, 8.053264569241497, -4.145856570854091, 9.05462098082118, -0.952592505826263, -6.635722191273082, 1.050788741220722, 1.9773402395513373, 0.9495525647706122, 3.4306754220810554, 9.133821271900015, -4.898754719487808, -1.4081312116202795, 4.594873901057559, -9.004512498623257, 4.808639066273994, 0.40576699897141744, -0.7284807977093699, 4.732823525168897, 0.18155639528909262, -3.250187084584655, 1.1759268143997534, 2.2625420578846906, 4.6356201611082675, -2.540400743366563, -0.8368248081440548, 6.082698578701202, 3.8337415500829133, 1.3226316553431818, -5.642756748487208, 2.794773672011381, 1.7938897116292178, 3.4790829373248613, -2.355500560881092]",-5.353333333333333,-3.4318181818181825,-5.69,-3.93,1.0,CF,_,25.0,PEDOT:PSS,Ca,9.36,7.77,0.88,13.15,67.15
"[-42856.803992739624, 7210.890542668448, -5032.037770082799, 1377.801135353539, -3813.898623308876, 2893.5873308032124, -2419.9757006247933, 171.06689418063922, -129.5308908536698, -943.2370345439818, 2076.9910813902316, -717.1637111522743, -63.00392448610923, 763.0972727878129, -545.9595506999692, 392.6859412003968, -509.5332206044221, 619.163732875928, -300.09008307569957, -9.152002253022289, -530.8389065644697, 47.90226658330968, -166.7677841518008, -57.620125949957654, -63.67699575256718, 375.1994403335291, 193.42713711730468, -42.128899419622414, -129.01485404616326, -62.31780402339499, 129.679251158889, -73.09813710976195, -16.70536477192575, 89.86491826068674, -20.018608707404965, 86.04604717762706, 41.019575796893974, -59.13151158239771, -55.92675554874596, 4.48496133226412, -32.766182470800345, -6.722893933369509, -68.12498359556058, -57.86919210729395, -29.959227568890913, -24.181128633283823, -7.079576366980673, 32.69242714824868, 12.390590144396139, 4.38086481242545, -8.083153432792262, -7.337703868054564, -12.366124619468051, 10.63477130326647, -5.473692490872569, -21.88851068104357, 8.183795044276888, 1.5080859123075765, -5.7670743717534805, -4.4639748443838485, 4.175556436130011, 0.9551927516920138, 1.6821742130560366, 13.411699077000016, 7.401246343916408, -4.361285005183642, 0.6773610012720255, -11.887146909272158, 0.8857090473952169, 3.681985543852073, 5.844988519917791, -6.465737159100454, -11.330388043032217, -1.4102175358473583, 0.18778971342786566, 0.09227495723950163, 4.879950866261108, -1.5355095407596024, -3.4926140630461915, 6.81131996182018, 5.20904979086697, -1.5459029509864202, 1.3593302761174142, -0.8432915078655601, 4.5201447759841695, 3.7637015374426994, 0.021191831191169852, -0.198683209296588, -4.2069749072365, -1.3222307202362993, -3.9037196966239343, -0.7758527964966984, 4.947349049739871, 2.925294076033402, 6.171927430268492, -6.682586029852548, -5.490672609468501, -3.584793684546117, 0.28169390122466, -0.44486594801894186, 0.4219242162953729, -0.055023239772017396, 3.4354551780791667, -3.2655999368443887, 1.589606256355554, -2.231553730591112, 0.7960665640066038, -0.016684154032527765, -2.425032827144649, -4.181157996874336, 1.3873228610578217, -0.30772805243321943, -1.9830909689030782, 0.9457534192990393, 2.361327839754109, 2.2113709627424836, -0.23070270809374094, -0.059549782745608404, -0.4493748588097386, -3.4928482256419207, 0.23374737731987327, 0.1857447085435613, -1.5724124707429077, -0.41570654944169405, 1.3991643287124749, 0.9347139938826601, -0.1048995391863099, 0.4882864399030771, 238769.38336338624, 97432.05715065966, -9878.54821173489, -22635.92624168494, 7162.005830467528, 800.1197947281408, -4964.0740776903185, 2314.453527289502, 2107.7874483421792, -2114.864905657423, -2073.307630715304, -2654.8999386457726, 2008.4017847736368, -3664.701178163797, -492.9271062641674, 1473.9264282691847, 704.131879318204, 323.0765122368075, 26.328321020760313, -583.3076906498748, 504.46636736506935, -198.05033196663044, 113.74313269270931, 618.9793585358293, 47.953601429788705, -453.8896688370246, 352.39229749534843, 331.6199178629264, 128.2502719006734, -489.311267958314, 132.11695206056922, -6.876142733755728, -54.92229099988026, 313.90660227927765, -247.54752487106197, -277.0047974935161, -222.01848769145977, -116.25388839709478, -225.51417141509538, 124.24066381894636, 3.9826342358977627, -183.61663131925036, -133.82090486642892, -41.307597020670556, -61.73348643548039, -0.6945008323525599, -138.24831739205698, 7.98324749639437, 2.2291805531722844, -4.990589341302041, 40.8110825699206, 7.936594417120602, 66.22842167394583, 39.82687540977906, -30.93445456557049, -19.413196375280734, -7.606458792938668, 16.93890350840212, 55.84399035156059, 23.19904259845191, 7.62503501763365, -4.6752555233263, 6.633348813225695, 1.0055065458133328, 15.222322196752486, 8.835618294020165, -3.237632603823382, 6.949957568496316, -7.461080910849516, 12.511269733233291, -1.5886399610173925, -8.435544563260173, 9.360824404254402, -1.2297930511488886, 5.5419623142033885, 20.989016586986452, -5.53827002682273, -13.493061609253324, -8.047675518728596, 7.087802912066877, -12.260362853212772, -14.298274840753635, -3.6448038251061305, -1.4347977738781879, -3.774499797445003, -0.2651643858812065, 2.1388075759670357, -6.645175333299633, 3.595275509062567, 2.0584666672813405, 3.9549893534842795, 3.5782374062309543, -2.9121315232216602, -4.214000531313275, -1.413846447368229, 5.722590167961826, -0.5206394921417541, 1.5825845401370415, -0.311994644723681, 1.038602509088065, -5.49408567178854, 8.95257362180751, 3.8570531269337125, -4.316844549772937, -1.4072159615458162, 5.551850308949895, 4.570580021033308, 0.03240339233851586, 1.1844478229000686, -1.7469406103503076, -4.768629132843181, -3.6245921981143, 4.5395479183778775, -3.2977682157825114, -0.6606041091950239, -0.013002126434400907, 0.05269077641324316, -0.9846409568847179, -3.4860356352710653, 2.7572661837375136, 3.3244459821753827, 3.186286635463035, 0.19667615244311776, 0.832517308280373, 1.1079856498408347, 0.7912540592971595, 1.9428646335173454, -1.366757190929981]",-5.29,-3.38,-5.34,-3.62,1.0,CF,CN,150.0,PEDOT:PSS,Ca,8.36,8.36,1.18,11.55,61.34
"[-40643.363252391064, 8472.194625733116, 721.8080815762614, 6168.033330289065, -7389.570828796865, 4953.14935141654, -563.0665785822125, -4354.364210213249, 1793.6697313891964, 19.04639257348549, 159.24568621838785, 593.5749230083086, -444.1126084951462, 1570.697891855085, -409.6387511956919, 431.15175300341105, -443.0013469025231, 132.8085681164785, -692.2513694237444, -1384.5321786441236, -643.1573437722775, -84.28894715778307, -530.624609929308, 146.61548791377754, 143.19219246034908, 308.56800430378155, 31.562723339756374, 122.25483875783198, -181.27175616298163, 20.120144084660687, -55.38510521052399, -96.9436650827281, 183.08815396858876, -64.89695175781696, 39.80472799526146, 113.53781864355264, -14.314109381805206, -105.89911088609918, -82.61579951698863, 43.45171722570288, -52.5277887366554, -143.44823920654198, -33.47132168249807, -44.05553197908368, 69.59368461863185, -70.41441223926886, -17.078525859777407, 61.79137892367574, 23.95750524539753, 23.377645913288305, 22.596860447838353, -28.783660252672142, 12.767900684877448, 50.87908128957933, 1.268489185245155, 43.200018318600584, -26.312672354770026, -16.97611965845331, 3.8234261640033864, 25.521134706214667, -0.08247990711456143, -25.320011237370988, -14.086811953491392, 15.105561508248895, -0.625725248569875, 7.822195879952909, 5.871502700790963, 4.113053362900224, -18.396113780570325, 9.422040266823638, -0.5266996338430481, -10.27456024834824, -2.2321846936736454, 8.516860143915865, 8.863055744232366, -7.909303027415175, 1.838286506417278, 12.446337333338098, -1.4543722257439864, 14.793679372389287, 3.770590189617245, -6.661829595583978, -7.0363288294713335, 9.293863472778128, 5.097917325806726, 1.3845479995522645, -3.062516512454394, 0.21156753856289967, -8.105510735764842, 5.3940793250420835, -0.6230667905712295, -4.241800563932731, 0.9994672478001014, 7.231537943460816, 2.7082785763795556, -8.846405923958093, 0.471340110501552, 0.33824046721169765, 1.0504329007489712, 2.534378067710084, -5.289018588945829, 1.2565639096514862, -1.004117895818785, -1.1790949250833318, -0.9101572640537956, 1.120032483454139, 6.841779844342222, -2.3179329872461025, 1.1254693316434503, -1.41422882141684, 1.5062876677325328, 4.1060136878792655, 2.204958108905449, 2.231710087146208, -1.1247090167805602, -0.47178037246231685, 0.21349990280997844, -1.714651937841892, -2.53370536361232, -1.70511677663325, 1.464406972070777, -0.40629537130203275, 2.339319311254577, -0.7441446315771074, 1.461107643953305, -0.34377604219721647, 3.373007767403032, -0.4060052940261958, 238769.38336338624, 97432.05715065966, -9878.54821173489, -22635.92624168494, 7162.005830467528, 800.1197947281408, -4964.0740776903185, 2314.453527289502, 2107.7874483421792, -2114.864905657423, -2073.307630715304, -2654.8999386457726, 2008.4017847736368, -3664.701178163797, -492.9271062641674, 1473.9264282691847, 704.131879318204, 323.0765122368075, 26.328321020760313, -583.3076906498748, 504.46636736506935, -198.05033196663044, 113.74313269270931, 618.9793585358293, 47.953601429788705, -453.8896688370246, 352.39229749534843, 331.6199178629264, 128.2502719006734, -489.311267958314, 132.11695206056922, -6.876142733755728, -54.92229099988026, 313.90660227927765, -247.54752487106197, -277.0047974935161, -222.01848769145977, -116.25388839709478, -225.51417141509538, 124.24066381894636, 3.9826342358977627, -183.61663131925036, -133.82090486642892, -41.307597020670556, -61.73348643548039, -0.6945008323525599, -138.24831739205698, 7.98324749639437, 2.2291805531722844, -4.990589341302041, 40.8110825699206, 7.936594417120602, 66.22842167394583, 39.82687540977906, -30.93445456557049, -19.413196375280734, -7.606458792938668, 16.93890350840212, 55.84399035156059, 23.19904259845191, 7.62503501763365, -4.6752555233263, 6.633348813225695, 1.0055065458133328, 15.222322196752486, 8.835618294020165, -3.237632603823382, 6.949957568496316, -7.461080910849516, 12.511269733233291, -1.5886399610173925, -8.435544563260173, 9.360824404254402, -1.2297930511488886, 5.5419623142033885, 20.989016586986452, -5.53827002682273, -13.493061609253324, -8.047675518728596, 7.087802912066877, -12.260362853212772, -14.298274840753635, -3.6448038251061305, -1.4347977738781879, -3.774499797445003, -0.2651643858812065, 2.1388075759670357, -6.645175333299633, 3.595275509062567, 2.0584666672813405, 3.9549893534842795, 3.5782374062309543, -2.9121315232216602, -4.214000531313275, -1.413846447368229, 5.722590167961826, -0.5206394921417541, 1.5825845401370415, -0.311994644723681, 1.038602509088065, -5.49408567178854, 8.95257362180751, 3.8570531269337125, -4.316844549772937, -1.4072159615458162, 5.551850308949895, 4.570580021033308, 0.03240339233851586, 1.1844478229000686, -1.7469406103503076, -4.768629132843181, -3.6245921981143, 4.5395479183778775, -3.2977682157825114, -0.6606041091950239, -0.013002126434400907, 0.05269077641324316, -0.9846409568847179, -3.4860356352710653, 2.7572661837375136, 3.3244459821753827, 3.186286635463035, 0.19667615244311776, 0.832517308280373, 1.1079856498408347, 0.7912540592971595, 1.9428646335173454, -1.366757190929981]",-5.32,-3.39,-5.34,-3.62,1.0,CF,CN,150.0,PEDOT:PSS,Ca,3.84,3.84,1.24,6.74,45.96
