ground_truth,prediction,upper,lower
9.99372,10.97478,10.628870717190544,9.358569282809455
7.770598,8.415764,8.405748717190544,7.135447282809454
10.11262,8.82702,10.747770717190544,9.477469282809455
12.54008196,11.106969,13.175232677190545,11.904931242809456
4.865559,8.263591,5.500709717190546,4.230408282809455
9.318726,9.97867,9.953876717190544,8.683575282809455
10.56816059,9.570701,11.203311307190544,9.933009872809455
7.506893632,9.4886055,8.142044349190545,6.871742914809454
9.348453,8.104605,9.983603717190544,8.713302282809455
9.4285842,10.0782175,10.063734917190544,8.793433482809455
8.4118176,10.521372,9.046968317190544,7.776666882809454
11.7332406,10.644584,12.368391317190545,11.098089882809456
11.40189,10.264235,12.037040717190544,10.766739282809455
4.9491,6.045335,5.584250717190545,4.313949282809454
2.279024,7.5771813,2.914174717190545,1.6438732828094549
9.555408,7.9204383,10.190558717190545,8.920257282809455
11.965272,10.299017,12.600422717190545,11.330121282809456
6.2819082,4.9651675,6.917058917190546,5.646757482809455
11.5651341,10.077573,12.200284817190544,10.929983382809455
10.23797382,7.858793,10.873124537190545,9.602823102809456
0.73515,3.1437664,1.3703007171905452,0.09999928280945469
9.9921752,8.470391,10.627325917190545,9.357024482809456
3.095616,5.0532727,3.730766717190545,2.460465282809455
11.208252,9.73933,11.843402717190544,10.573101282809455
3.16396,5.2146645,3.799110717190545,2.528809282809455
7.39989902,8.084432,8.035049737190546,6.764748302809455
11.378488,6.8737698,12.013638717190545,10.743337282809456
10.990275,9.429868,11.625425717190545,10.355124282809456
5.995697,8.014789,6.630847717190545,5.360546282809454
7.634275,5.058825,8.269425717190545,6.999124282809454
8.62056,10.226122,9.255710717190544,7.985409282809454
3.551912,2.816461,4.187062717190545,2.916761282809455
5.310624,4.3046427,5.945774717190545,4.675473282809454
8.316,7.6588035,8.951150717190545,7.680849282809455
9.8046,7.3534303,10.439750717190545,9.169449282809456
7.638631,9.71237,8.273781717190545,7.003480282809455
5.466912,7.1965203,6.102062717190545,4.831761282809454
5.24076,4.145391,5.875910717190545,4.605609282809454
3.65904,5.205438,4.294190717190546,3.0238892828094546
7.24014,9.55677,7.875290717190546,6.604989282809455
8.43796016,5.582573,9.073110877190544,7.802809442809454
5.70537,7.9926577,6.340520717190546,5.070219282809455
4.77789312,5.974888,5.413043837190545,4.142742402809454
8.5448538,9.606757,9.180004517190545,7.909703082809455
8.4483,7.5518546,9.083450717190544,7.813149282809454
13.59488,12.821119,14.230030717190544,12.959729282809455
12.66915,11.767459,13.304300717190545,12.033999282809456
9.5413248,7.9531713,10.176475517190545,8.906174082809455
2.2193325,9.847397,2.8544832171905457,1.5841817828094549
3.408675,7.58593,4.043825717190545,2.773524282809455
12.570903,9.5081625,13.206053717190544,11.935752282809455
9.756196,6.6104603,10.391346717190544,9.121045282809455
6.14592,10.221765,6.781070717190546,5.510769282809455
10.1816,8.256136,10.816750717190544,9.546449282809455
6.193152,10.751659,6.828302717190546,5.558001282809455
10.71924,9.800296,11.354390717190544,10.084089282809455
12.0428,11.074236,12.677950717190544,11.407649282809455
10.304448,8.881749,10.939598717190545,9.669297282809456
7.88242,9.526282,8.517570717190544,7.247269282809454
0.94085865,2.497473,1.5760093671905453,0.30570793280945474
1.71565982,3.294281,2.3508105371905454,1.0805091028094547
1.00616795,12.341404,1.6413186671905453,0.37101723280945476
7.28128296,9.764594,7.916433677190546,6.646132242809455
10.1984688,9.456858,10.833619517190545,9.563318082809456
11.29944,10.056006,11.934590717190545,10.664289282809456
1.86264,4.50586,2.4977907171905454,1.2274892828094548
0.62424,2.6353297,1.2593907171905454,-0.01091071719054526
11.14143,11.924441,11.776580717190544,10.506279282809455
4.5814608,7.712424,5.216611517190546,3.946310082809455
8.5394088,7.045198,9.174559517190545,7.904258082809455
12.3076884,9.730768,12.942839117190545,11.672537682809455
5.785764,8.236779,6.420914717190546,5.150613282809455
10.260432,9.007793,10.895582717190544,9.625281282809455
2.89193814,7.906012,3.527088857190545,2.256787422809455
10.36383909,11.432795,10.998989807190545,9.728688372809456
13.21008,9.987763,13.845230717190544,12.574929282809455
11.04901944,8.424069,11.684170157190545,10.413868722809456
12.0911561,9.1527605,12.726306817190544,11.456005382809455
7.214592,9.97867,7.849742717190545,6.579441282809454
5.1691212,8.996851,5.804271917190546,4.533970482809455
9.04665888,10.127338,9.681809597190545,8.411508162809456
0.035872,3.6748924,0.6710227171905453,-0.5992787171905453
10.55808,7.695968,11.193230717190545,9.922929282809456
7.11144,8.36086,7.7465907171905455,6.4762892828094545
4.60404,2.7391918,5.239190717190546,3.968889282809455
0.05394,5.322243,0.6890907171905453,-0.5812107171905453
