Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_FP_radius_3_nbits_512,calc_PCE_percent,RF,0.7289205556630971,0.029448123726968502,0.5321923684592371,0.043258061819604635,2.11871896796694,0.11750027124449747,1.6148931567631102,0.06976056355191937,456
