Dataset,num_of_folds,Features,Targets Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_tokenized_BRICS,calc_PCE_percent,0.5047235052934532,0.12452403285167594,0.2332719746321416,0.14933225592651955,2.643275821572167,0.27803366726246603,2.0046692717757475,0.20177782183930712,5
