Dataset,num_of_folds,Features,Targets,Model,num_of_data,r_mean,r_std,r2_mean,r2_std
OPV_Min,5,fp,Jsc_mA_cm_pow_neg2,gp,5,0.7339683941552495,0.08740710984380638,0.5188191226401527,0.13694382590625503
