Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mse_mean,mse_std,num_of_data
OPV_Min,5,DA_FP_radius_3_nbits_512,calc_PCE_percent,GP,0.6795622867661276,0.07789417598491234,0.4400252090297667,0.11402519275474622,2.239951117765618,0.15881254842044787,5.04260243551524,0.744966783482182,559
