Acceptor,SMILES,SMILES w/o R_group replacement,SMILES w/o R_group,Big_SMILES,SELFIES
ITIC-OM-2,COc1ccc2c(c1)C(=C(C#N)C#N)/C(=C/c1cc3sc4c(c3s1)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1cc3c(cc1-4)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1c-3sc3cc(/C=C4\C(=O)c5ccc(OC)cc5C4=C(C#N)C#N)sc13)C2=O,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccc(OC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1, , ,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][/C][=Branch2][#Branch2][Ring1][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][=N][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][#Branch2][=Ring2][Ring1][#Branch1][C][Ring2][#Branch1][C][=O]
ITIC-OM-3,COc1ccc2c(c1)C(=O)/C(=C\c1cc3sc4c(c3s1)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1cc3c(cc1-4)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1c-3sc3cc(/C=C4\C(=O)c5cc(OC)ccc5C4=C(C#N)C#N)sc13)C2=C(C#N)C#N,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(OC)ccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cc(OC)ccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1, , ,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][/C][=Branch2][#Branch2][Ring1][=C][\C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][=N][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][#Branch2][=Ring2][Ring1][#Branch1][C][Ring2][=Branch1][=C][=C][Branch1][Ring1][C][#N][C][#N]
ITIC-OM-4,COc1cccc2c1C(=O)/C(=C\c1cc3sc4c(c3s1)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1cc3c(cc1-4)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1c-3sc3cc(/C=C4\C(=O)c5c(OC)cccc5C4=C(C#N)C#N)sc13)C2=C(C#N)C#N,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6c(OC)cccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8c(OC)cccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1, , ,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][/C][=Branch2][#Branch2][Ring1][=C][\C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][=N][/C][=C][\C][=Branch1][C][=O][C][=C][Branch1][Ring1][O][C][C][=C][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][#Branch2][=Ring2][Ring1][#Branch1][C][Ring2][=Branch1][=N][=C][Branch1][Ring1][C][#N][C][#N]
ITCT-DM,Cc1sc(C)c2c1C(=O)/C(=C\c1cc3sc4c(c3s1)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1cc3c(cc1-4)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1c-3sc3cc(/C=C4\C(=O)c5c(C)sc(C)c5C4=C(C#N)C#N)sc13)C2=C(C#N)C#N,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6c(C)sc(C)c6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8c(C)sc(C)c8C\7=C(C#N)\C#N)=O)sc6c5C4(c4ccc([R14])cc4)c4ccc([R14])cc4)cc32)cc1, , ,[C][C][S][C][Branch1][C][C][=C][C][=Ring1][=Branch1][C][=Branch1][C][=O][/C][=Branch2][#Branch2][Ring2][=C][\C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][=C][/C][=C][\C][=Branch1][C][=O][C][=C][Branch1][C][C][S][C][Branch1][C][C][=C][Ring1][#Branch1][C][Ring1][O][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][=Branch2][=Ring2][Ring1][=Branch1][C][Ring2][=Branch1][N][=C][Branch1][Ring1][C][#N][C][#N]
ITCPTC-Th,N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C(c2ccc([Mo])s2)(c2ccc([Mo])s2)c2cc3c(cc2-4)C(c2ccc([Mo])s2)(c2ccc([Mo])s2)c2c-3sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)C(=O)c2cscc21,O=C(c1cscc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4cc5c(c6sc7cc(/C=C8C(c9cscc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc([R14])s5)c5sc([R14])cc5)cc4C3(c3ccc([R14])s3)c3sc([R14])cc3)sc2c1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][#Branch2][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][O][C][=C][C][=C][Branch1][C][Mo][S][Ring1][=Branch1][Branch1][O][C][=C][C][=C][Branch1][C][Mo][S][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][#Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Mo][S][Ring1][=Branch1][Branch1][O][C][=C][C][=C][Branch1][C][Mo][S][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1][S][C][C][=C][Branch2][Ring1][Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][S][C][=C][Ring1][Branch1][C][Ring1][=Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][#Branch1][=Ring2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][S][C][=C][Ring1][Branch1][Ring2][=Branch1][=Branch2]
IDNO-IDT,CCN1C(=O)C(=O)c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc([Mo])cc3)c3ccc([Mo])cc3)-c3sc(-c4ccc6c(c4)N(CC)C(=O)C6=O)cc3C5(c3ccc([Mo])cc3)c3ccc([Mo])cc3)cc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4ccc5c(N(CC)C(C5=O)=O)c4)sc3c3cc(C4(c5ccc([R14])cc5)c5ccc([R14])cc5)c(c5c4cc(c4ccc6c(N(CC)C(C6=O)=O)c4)s5)cc32)cc1, , ,[C][C][N][C][=Branch1][C][=O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Branch2][=C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][Branch2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][Ring1][=Branch2][=O][=C][C][=Ring2][Ring1][C][C][Ring2][Ring2][=Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Branch1][P][Ring2][=Branch1][=Branch1]
IM1-IDT,CCN1C(=O)C(=C(C#N)C#N)c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc([Mo])cc3)c3ccc([Mo])cc3)-c3sc(-c4ccc6c(c4)N(CC)C(=O)C6=C(C#N)C#N)cc3C5(c3ccc([Mo])cc3)c3ccc([Mo])cc3)cc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4ccc5c(N(CC)C(/C5=C(C#N)/C#N)=O)c4)sc3c3cc(C4(c5ccc([R14])cc5)c5ccc([R14])cc5)c(c5c4cc(c4ccc6c(N(CC)C(/C6=C(C#N)/C#N)=O)c4)s5)cc32)cc1, , ,[C][C][N][C][=Branch1][C][=O][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][C][=C][C][=C][Branch2][=Branch2][Ring2][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][=C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][Ring1][=Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][=Branch1][C][Ring2][Ring2][#Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][=Branch1][Branch1][Ring2][=Branch1][=C]
ITAN-IDT,CCN1C(=O)/C(=C(/C#N)c2cccs2)c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc([Mo])cc3)c3ccc([Mo])cc3)-c3sc(-c4ccc6c(c4)N(CC)C(=O)/C6=C(/C#N)c4cccs4)cc3C5(c3ccc([Mo])cc3)c3ccc([Mo])cc3)cc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4ccc5c(N(CC)C(/C5=C(c5cccs5)/C#N)=O)c4)sc3c3cc(C4(c5ccc([R14])cc5)c5ccc([R14])cc5)c(c5c4cc(c4ccc6c(N(CC)C(/C6=C(c6cccs6)/C#N)=O)c4)s5)cc32)cc1, , ,[C][C][N][C][=Branch1][C][=O][/C][=Branch1][=N][=C][Branch1][Ring1][/C][#N][C][=C][C][=C][S][Ring1][Branch1][C][=C][C][=C][Branch2][=Branch2][=Branch2][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring2][Ring1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][/C][Ring1][=Branch2][=C][Branch1][Ring1][/C][#N][C][=C][C][=C][S][Ring1][Branch1][=C][C][=Ring2][Ring1][=Branch2][C][Ring2][Ring2][=N][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][=Branch1][Branch2][Ring2][#Branch1][Ring2]
ITCPTC-Se,N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C(c2ccc([Mo])[se]2)(c2ccc([Mo])[se]2)c2cc3c(cc2-4)C(c2ccc([Mo])[se]2)(c2ccc([Mo])[se]2)c2c-3sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)C(=O)c2cscc21,O=C(c1cscc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4cc5c(c6sc7cc(/C=C8C(c9cscc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc([R14])[se]5)c5[se]c([R14])cc5)cc4C3(c3ccc([R14])[se]3)c3[se]c([R14])cc3)sc2c1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][#Branch2][=C][/C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][O][C][=C][C][=C][Branch1][C][Mo][Se][Ring1][=Branch1][Branch1][O][C][=C][C][=C][Branch1][C][Mo][Se][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][#Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Mo][Se][Ring1][=Branch1][Branch1][O][C][=C][C][=C][Branch1][C][Mo][Se][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1][S][C][C][=C][Branch2][Ring1][Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][S][C][=C][Ring1][Branch1][C][Ring1][=Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][#Branch1][=Ring2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][S][C][=C][Ring1][Branch1][Ring2][=Branch1][=Branch2]
IFTIC,N#CC(C#N)=C1/C(=C/c2ccc(-c3ccc4c(c3)C([Ti])([Ti])c3cc5c(cc3-4)C([Ti])([Ti])c3cc(-c4ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s4)ccc3-5)s2)C(=O)c2ccccc21,O=C1c2c(C(/C1=C/c1ccc(c3cc(C([R2])([R2])c4c5cc(C([R2])(c6cc(c7ccc(/C=C8/C(c9c(C8=O)cccc9)=C(C#N)/C#N)s7)ccc66)[R2])c6c4)c5cc3)s1)=C(C#N)\C#N)cccc2, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][Branch2][Ring1][=C][/C][=C][C][=C][Branch2][#Branch1][#Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][Ti][Branch1][C][Ti][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][N][C][Branch1][C][Ti][Branch1][C][Ti][C][=C][C][Branch2][Ring2][Ring2][C][=C][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][Ring2][Ring1][Branch1][=C][C][=C][Ring2][Ring1][O][Ring2][Ring2][C][S][Ring2][Branch1][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Branch1][=N]
IDT-2BM,N#CC(C#N)=Cc1ccc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(-c3ccc(C=C(C#N)C#N)c5nsnc35)cc2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)c2nsnc12,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc(c7ccc(/C=C(C#N)/C#N)c8c7nsn8)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc(c2ccc(/C=C(C#N)/C#N)c4c2nsn4)c3)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][C][=C][C][=C][Branch2][Branch2][=C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][Branch2][C][=C][C][=C][Branch1][=Branch2][C][=C][Branch1][Ring1][C][#N][C][#N][C][=N][S][N][=C][Ring1][#C][Ring1][Branch1][=C][C][=Ring2][Ring1][Ring2][C][Ring2][Ring2][Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=N][S][N][=C][Ring2][=Branch1][=Branch1][Ring1][Branch1]
IDTT-2BM,N#CC(C#N)=Cc1ccc(-c2cc3sc4c(c3s2)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2cc3c(cc2-4)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2c-3sc3cc(-c4ccc(C=C(C#N)C#N)c5nsnc45)sc23)c2nsnc12,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc7cc(c8c9nsnc9c(/C=C(C#N)\C#N)cc8)sc7c6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc2cc(c4c5nsnc5c(/C=C(C#N)\C#N)cc4)sc23)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][C][=C][C][=C][Branch2][=Branch2][=N][C][=C][C][S][C][=C][Branch1][#Branch1][C][=Ring1][Branch1][S][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch1][S][C][C][=C][Branch2][Ring1][Branch2][C][=C][C][=C][Branch1][=Branch2][C][=C][Branch1][Ring1][C][#N][C][#N][C][=N][S][N][=C][Ring1][#C][Ring1][Branch1][S][C][Ring2][Ring1][#Branch1][=Ring2][Ring1][Ring2][C][=N][S][N][=C][Ring2][=Branch1][N][Ring1][Branch1]
IDT-Tz,N#CC(C#N)=C1/C(=C/c2cnc(-c3ccc4c(c3)C(c3ccc([Mo])cc3)(c3ccc([Mo])cc3)c3cc5c(cc3-4)C(c3ccc([Mo])cc3)(c3ccc([Mo])cc3)c3cc(-c4ncc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s4)ccc3-5)s2)C(=O)c2ccccc21,O=C1c2c(C(/C1=C/c1cnc(c3cc(C(c4ccc([R14])cc4)(c4ccc([R14])cc4)c4c5cc(C(c6ccc([R14])cc6)(c6cc(c7ncc(/C=C8/C(c9c(C8=O)cccc9)=C(C#N)/C#N)s7)ccc66)c7ccc([R14])cc7)c6c4)c5cc3)s1)=C(C#N)\C#N)cccc2, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch2][N][=C][/C][=C][N][=C][Branch2][=Branch2][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][Ring2][Ring1][Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][Branch2][Ring2][Ring2][C][=N][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][Ring2][Ring1][Branch1][=C][C][=C][Ring2][Ring1][O][Ring2][Ring2][=C][S][Ring2][=Branch1][#Branch2][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][#Branch1][Branch1]
IDT-N,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2cc4c(cc2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(/C=C3\C(=O)c5cc6ccccc6cc5C3=C(C#N)C#N)cc2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2cc3ccccc3cc21,O=C1c2c(C(/C1=C/c1cc(C(c3ccc([R14])cc3)(c3ccc([R14])cc3)c3c4cc(C(c5ccc([R14])cc5)5c6ccc([R14])cc6)c(c6c5cc(/C=C5/C(c7c(C5=O)cc5ccccc5c7)=C(C#N)/C#N)s6)c3)c4s1)=C(C#N)\C#N)cc1ccccc1c2, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][=Branch1][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][Ring1][=C][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][=Branch2][C][Ring2][Ring2][=N][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][Ring2][=Branch1][P]
IDT-T-N,N#CC(C#N)=C1/C(=C/c2cc([Cr])c(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc([Mo])cc3)c3ccc([Mo])cc3)-c3sc(-c4sc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)cc4[Cr])cc3C5(c3ccc([Mo])cc3)c3ccc([Mo])cc3)s2)C(=O)c2cc3ccccc3cc21,O=C(c1cc2c(cccc2)cc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc(C(c3ccc([R14])cc3)(c3ccc([R14])cc3)c3c4cc(C(c5ccc([R14])cc5)5c6ccc([R14])cc6)c(c6c5cc(c5c([R4])cc(/C=C7C(c8cc9c(cccc9)cc8C\7=C(C#N)\C#N)=O)s5)s6)c3)c4s2)c([R4])c1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch2][S][=C][/C][=C][C][Branch1][C][Cr][=C][Branch2][=Branch2][P][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring2][O][C][S][C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][Ring1][=C][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][=Branch2][Cr][=C][C][=Ring2][Ring1][#C][C][Ring2][Branch1][Ring1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][S][Ring2][=Branch1][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][Ring2][#Branch1][=N]
