SMILE,R group Smiles,Name_Stanley,Comments (Stanley),Name_Aaron,Comments (Aaron),Comments (after matching),Important comments for Group Meeting,"40, 67, 97,208,225"
O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2n(C(CCCCCC)CCCCCC)c3c4sc5c6sc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)cc6n(C(CCCCCC)CCCCCC)c5c4sc3c2s1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2n(C([R14])[R14])c3c4sc5c6sc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)cc6n(C([R14])[R14])c5c4sc3c2s1,SN6IC-4F,,SN6IC-4F,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4C(N(C(N(C\4=O)CC)=S)CC)=O)sc3c3cc4c(c5sc(/C=C6C(N(C(N(C\6=O)CC)=S)CC)=O)cc5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(/C=C4C(N(C(N(C\4=O)CC)=S)CC)=O)sc3c3cc4c(c5sc(/C=C6C(N(C(N(C\6=O)CC)=S)CC)=O)cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,IDT-TBA,,IDT-TBA,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(N(C(N(C\5=O)CC)=S)CC)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(N(C(N(C\7=O)CC)=S)CC)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(N(C(N(C\5=O)CC)=S)CC)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(N(C(N(C\7=O)CC)=S)CC)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,IDDT-TBA,,IDDT-TBA,,,,
O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3c4ccc5c(c6sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)cc6C5(c5ccc(OSCC(CCCCCC)CCCC)cc5)c5ccc(OSCC(CCCCCC)CCCC)cc5)c4ccc3C2(c2ccc(OSCC(CCCCCC)CCCC)cc2)c2ccc(OSCC(CCCCCC)CCCC)cc2)s1,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3c4ccc5c(c6sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)cc6C5(c5ccc(O[R7])cc5)c5ccc(O[R7])cc5)c4ccc3C2(c2ccc(O[R7])cc2)c2ccc(O[R7])cc2)s1,O-NTIC,,O-NTIC,,,,
O=C(c1cc2ccccc2cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3c4ccc5c(c6sc(/C=C7C(c8cc9ccccc9cc8C\7=C(C#N)\C#N)=O)cc6C5(c5ccc(OSCC(CCCCCC)CCCC)cc5)c5ccc(OSCC(CCCCCC)CCCC)cc5)c4ccc3C2(c2ccc(OSCC(CCCCCC)CCCC)cc2)c2ccc(OSCC(CCCCCC)CCCC)cc2)s1,O=C(c1cc2ccccc2cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3c4ccc5c(c6sc(/C=C7C(c8cc9ccccc9cc8C\7=C(C#N)\C#N)=O)cc6C5(c5ccc(O[R7])cc5)c5ccc(O[R7])cc5)c4ccc3C2(c2ccc(O[R7])cc2)c2ccc(O[R7])cc2)s1,O-NTNC,,O-NTNC,Mislabeled in the PDF as O-NTIC (https://www.onlinelibrary.wiley.com/doi/full/10.1002/solr.201800053),,,
O=C1c2c(C(/C1=C/c1cc3sc(c4cc(C5(CCCCCCCC)CCCCCCCC)c(c6c5cc(c5c(C(CCCCCCCC)7CCCCCCCC)c8sc(/C=C9C(c%10ccccc%10C\9=C(C#N)\C#N)=O)cc8s5)c7c6)cc4C4(CCCCCCCC)CCCCCCCC)c4c3s1)=C(C#N)/C#N)cccc2,O=C1c2c(C(/C1=C/c1cc3sc(c4cc(C5([R2])[R2])c(c6c5cc(c5c(C([R2])7[R2])c8sc(/C=C9C(c%10ccccc%10C\9=C(C#N)\C#N)=O)cc8s5)c7c6)cc4C4([R2])[R2])c4c3s1)=C(C#N)/C#N)cccc2,BTTFIC,,BTTFIC,,,,
O=C1c2c(C(/C1=C/c1c3cc(CCCCCCCC)sc3c(c3cc(C4(CCCCCCCC)CCCCCCCC)c(c5c4cc(c4sc(/C=C6C(c7ccccc7C\6=C(C#N)/C#N)=O)c6cc(CCCCCCCC)sc46)cc5)cc3)s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1c3cc([R2])sc3c(c3cc(C4([R2])[R2])c(c5c4cc(c4sc(/C=C6C(c7ccccc7C\6=C(C#N)/C#N)=O)c6cc([R2])sc46)cc5)cc3)s1)=C(C#N)\C#N)cccc2,NFTI,,NFTI,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4C(c5cc(F)c(F)cc5C\4=C(C#N)\C#N)=O)sc3c3cc4c(c5sc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)cc5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(/C=C4C(c5cc(F)c(F)cc5C\4=C(C#N)\C#N)=O)sc3c3cc4c(c5sc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,F5IC,,F5IC,IDT-4F or IDT-IC4F?,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,F7IC,"same structure, different labels",F7IC,Aka ITIC-F (https://pubs.acs.org/doi/pdf/10.1021/acsaem.9b01726),,,
O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc2c(C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3ccc4c(c5sc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)cc5C5(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)c5ccc4c32)c1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc2c(C(c3ccc([R14])cc3)(c3ccc([R14])cc3)c3ccc4c(c5sc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)cc5C5(c6ccc([R14])cc6)c6ccc([R14])cc6)c5ccc4c32)c1,,,IHIC2,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc5cc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9cc(F)c(F)cc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc5cc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9cc(F)c(F)cc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,INIC3,,INIC3,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6sccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8sccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6sccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8sccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,ITCC,,ITCC,,,,
O=C(c1cccc2c(c3sc(c4ccc(c5sc(c6ccc7c8c(C(N(CCCCCCCC)C7=O)=O)cccc68)cc5)cc4)cc3)ccc3c12)N(C3=O)CCCCCCCC,O=C(c1cccc2c(c3sc(c4ccc(c5sc(c6ccc7c8c(C(N(CCCCCCCC)C7=O)=O)cccc68)cc5)cc4)cc3)ccc3c12)N(C3=O)CCCCCCCC,SM1,,SM1,,,,
O=C(c1cccc2c(c3sc(c4c(F)cc(c5sc(c6ccc7c8c(C(N(CCCCCCCCCCCC)C7=O)=O)cccc68)cc5)cc4)cc3)ccc3c12)N(C3=O)CCCCCCCCCCCC,O=C(c1cccc2c(c3sc(c4c(F)cc(c5sc(c6ccc7c8c(C(N(CCCCCCCCCCCC)C7=O)=O)cccc68)cc5)cc4)cc3)ccc3c12)N(C3=O)CCCCCCCCCCCC,SM2,,SM2,,,,
O=C(c1cccc2c(c3sc(c4c(F)cc(c5sc(c6ccc7c8c(C(N(CCCCCCCC)C7=O)=O)cccc68)cc5)c(OCCCCCCCC)c4)cc3)ccc3c12)N(C3=O)CCCCCCCC,O=C(c1cccc2c(c3sc(c4c(F)cc(c5sc(c6ccc7c8c(C(N(CCCCCCCC)C7=O)=O)cccc68)cc5)c(O[R2])c4)cc3)ccc3c12)N(C3=O)CCCCCCCC,SM3,,SM3,,,,
O=C(c1cccc2c(c3sc(c4c(OCCCCCCCC)cc(c5sc(c6ccc7c8c(C(N(CCCCCCCC)C7=O)=O)cccc68)cc5)c(OCCCCCCCC)c4)cc3)ccc3c12)N(C3=O)CCCCCCCC,O=C(c1cccc2c(c3sc(c4c(O[R2])cc(c5sc(c6ccc7c8c(C(N(CCCCCCCC)C7=O)=O)cccc68)cc5)c(O[R2])c4)cc3)ccc3c12)N(C3=O)CCCCCCCC,SM4,,SM4,,,,
O=C(N(CC)/C(S/1)=C(C#N)/C#N)C1=C\c1c2nsnc2c(c2cc3c(c4c(C53c3c(c6cc(OCCCCCCCC)ccc65)cc(OCCCCCCCC)cc3)cc(c3ccc(/C=C5S/C(N(C\5=O)CC)=C(C#N)/C#N)c5c3nsn5)cc4)cc2)cc1,O=C(N(CC)/C(S/1)=C(C#N)/C#N)C1=C\c1c2nsnc2c(c2cc3c(c4c(C53c3c(c6cc(O[R2])ccc65)cc(O[R2])cc3)cc(c3ccc(/C=C5S/C(N(C\5=O)CC)=C(C#N)/C#N)c5c3nsn5)cc4)cc2)cc1,SFBRCN,,SFBRCN,,,,
CCCCCCc1cccc(C2(c3cc(CCCCCC)ccc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5cc(CCCCCC)ccc5)4c4cccc(CCCCCC)c4)cc32)c1,[R14]c1cccc(C2(c3cc([R14])ccc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5cc([R14])ccc5)4c4cccc([R14])c4)cc32)c1,m-ITIC,correct,m-ITIC,Duplicate on PDF,,,
O=C1c2c(C(/C1=C/c1c3cc(CCCCCCCC)sc3c(c3ccc4c(C(CC(CC)CCCC)(CC(CC)CCCC)C5=C4C(CC(CC)CCCC)(CC(CC)CCCC)c4c5ccc(c5c6sc(CCCCCCCC)cc6c(/C=C6/C(c7c(C6=O)cc(F)c(F)c7)=C(C#N)/C#N)s5)c4)c3)s1)=C(C#N)\C#N)cc(F)c(F)c2,O=C1c2c(C(/C1=C/c1c3cc([R2])sc3c(c3ccc4c(C([R4])([R4])C5=C4C([R4])([R4])c4c5ccc(c5c6sc([R2])cc6c(/C=C6/C(c7c(C6=O)cc(F)c(F)c7)=C(C#N)/C#N)s5)c4)c3)s1)=C(C#N)\C#N)cc(F)c(F)c2,NITI,,NITI,,,,
O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4cc5c6c(c7c(C6(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)cc(/C=C6C(c8ccccc8C\6=C(C#N)\C#N)=O)s7)sc5cc4c3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4cc5c6c(c7c(C6(c6ccc([R14])cc6)c6ccc([R14])cc6)cc(/C=C6C(c8ccccc8C\6=C(C#N)\C#N)=O)s7)sc5cc4c3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1,ITIC1,"same structure, different labels",ITIC1,Similar to BT-IC,,,
O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1sc(c(cc(c2c34)n5CC(CCCCCC)CCCCCCCC)c4c(C(c4ccc(CCCCCC)cc4)4c6ccc(CCCCCC)cc6)ccc3c3c6c2c5cc2c6c(C(c5ccc(CCCCCC)cc5)(c5ccc(CCCCCC)cc5)c5c2sc(/C=C2/C(c6c(C2=O)cccc6)=C(C#N)/C#N)c5)cc3)c4c1,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1sc(c(cc(c2c34)n5[R1])c4c(C(c4ccc([R14])cc4)4c6ccc([R14])cc6)ccc3c3c6c2c5cc2c6c(C(c5ccc([R14])cc5)(c5ccc([R14])cc5)c5c2sc(/C=C2/C(c6c(C2=O)cccc6)=C(C#N)/C#N)c5)cc3)c4c1,DTPC-IC,,DTPC-IC,,,,
O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4cc5c6c(c7c(C6(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)cc(/C=C6C(c8cc(F)c(F)cc8C\6=C(C#N)\C#N)=O)s7)sc5cc4c3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4cc5c6c(c7c(C6(c6ccc([R14])cc6)c6ccc([R14])cc6)cc(/C=C6C(c8cc(F)c(F)cc8C\6=C(C#N)\C#N)=O)s7)sc5cc4c3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1,BDCPDT-FIC,,BDCPDT-FIC,Similar to NFBDT-F,,,
O=C1c2c(C(/C1=C/c1cc3c(c4cc(C5(CCCCCCCC)CCCCCCCC)c(c6c5cc(c5sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)cc5C5(CCCCCCCC)CCCCCCCC)c5c6)cc4C3(CCCCCCCC)CCCCCCCC)s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1cc3c(c4cc(C5([R2])[R2])c(c6c5cc(c5sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)cc5C5([R2])[R2])c5c6)cc4C3([R2])[R2])s1)=C(C#N)\C#N)cccc2,FDICTF,,FDICTF,"Triplicate here, duplicate on PDF",names are equivalent in literature,,
O=C(N(CC)C(S/1)=S)C1=C\c1ccc(C2C(C(N(CC(CC)CCCC)C3c4ccc(/C=C5C(N(CC)C(S/5)=S)=O)s4)=O)C3C(N2CC(CC)CCCC)=O)s1,O=C(N(CC)C(S/1)=S)C1=C\c1ccc(C2C(C(N([R4])C3c4ccc(/C=C5C(N(CC)C(S/5)=S)=O)s4)=O)C3C(N2[R4])=O)s1,MPU1,,MPU1,,,,
CCCCCCc1cc(C=O)c(CCCCCC)cc1c1sc(c2cc3c(c4sc(c5c(CCCCCC)cc(C=O)c(CCCCCC)c5)cc4C(c4ccc(CCCCCC)cc4)3c3ccc(CCCCCC)cc3)cc2C2(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2c1,[R14]c1cc(C=O)c([R14])cc1c1sc(c2cc3c(c4sc(c5c([R14])cc(C=O)c([R14])c5)cc4C(c4ccc([R14])cc4)3c3ccc([R14])cc3)cc2C2(c3ccc([R14])cc3)c3ccc([R14])cc3)c2c1,IDT-B6,,IDT-B6,,,,
CCCCCCc1cc(C=O)c(CCCCCC)cc1c1sc(c2cc3c(c4sc(c5c(CCCCCC)cc(C=O)c(CCCCCC)c5)cc4C(c4ccc(CCCCCC)cc4)3c3ccc(CCCCCC)cc3)cc2C2(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)c2c1,[R14]c1cc(C=O)c([R14])cc1c1sc(c2cc3c(c4sc(c5c([R14])cc(C=O)c([R14])c5)cc4C(c4ccc([R14])cc4)3c3ccc([R14])cc3)cc2C2(c3ccc([R14])cc3)c3ccc([R14])cc3)c2c1,IDT-BO6,wrong structure,IDT-BO6,Error in the PDF - should have an oxygen before the R14 groups on the main chain,Same name has different structures,IDT-BO6 is a different structure in literature. The R grps on the side have an O ,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,ITIC,,ITIC,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c3sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc3sc24)cc1,*c1ccc(C2(c3ccc(*)cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(F)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(*)cc2)(c2ccc(*)cc2)c2c3sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc3sc24)cc1,ITVfIC,"same structure, different labels",ITIC3,,names are equivalent in literature,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc4sc3c3sc4c5c(sc4c32)c2sc3cc(C=C4C(=O)c6cc(F)ccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,*c1ccc(C2(c3ccc(*)cc3)c3c4sc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)cc4sc3c3sc4c5c(sc4c32)c2sc3cc(C=C4C(=O)c6cc(F)ccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(*)cc2)c2ccc(*)cc2)cc1,FOIC,,6TIC-2F,6TIF-2F? Not on PDF,FOIC is correct,,
O=C1c2c(C(/C1=C/c1ccc(c3cc([Si]4(CCCCCCCC)CCCCCCCC)c(c5c4cc(c4sc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)cc4)cc5)cc3)s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1ccc(c3cc([Si]4([R2])[R2])c(c5c4cc(c4sc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)cc4)cc5)cc3)s1)=C(C#N)\C#N)cccc2,N5,bond flipped?,N5,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccc(OC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccc(OC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,IT-O1,"same structure, different labels",IT-O1,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccc(OCC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OCC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccc(OCC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OCC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,IT-O2,,IT-O2,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccc(OCCC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OCCC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccc(OCCC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OCCC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,IT-O3,,IT-O3,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccc(OCCCC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OCCCC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccc(OCCCC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OCCCC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,IT-O4,,IT-O4,,,,
O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4c5c(c6c([Si]5(CCCCCCCC)CCCCCCCC)cc(/C=C5C(c7cc(F)c(F)cc7C\5=C(C#N)\C#N)=O)s6)sc4c3[Si]2(CCCCCCCC)CCCCCCCC)s1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4c5c(c6c([Si]5([R2])[R2])cc(/C=C5C(c7cc(F)c(F)cc7C\5=C(C#N)\C#N)=O)s6)sc4c3[Si]2([R2])[R2])s1,NFDTS,*bond flip,NFDTS,,,,
O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4c(OSCC(CCCCCC)CCCC)c5c6c(c7c([Si]6(CCCCCCCC)CCCCCCCC)cc(/C=C6C(c8cc(F)c(F)cc8C\6=C(C#N)\C#N)=O)s7)sc5c(OSCC(CCCCCC)CCCC)c4c3[Si]2(CCCCCCCC)CCCCCCCC)s1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4c(O[R7])c5c6c(c7c([Si]6([R2])[R2])cc(/C=C6C(c8cc(F)c(F)cc8C\6=C(C#N)\C#N)=O)s7)sc5c(O[R7])c4c3[Si]2([R2])[R2])s1,NFDTSB,,NFDTSB,,,,
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(c3ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s3)sc2c2c1ccc1c2ccc2c1c1sc(c3ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s3)cc1C2(CC(CC)CCCC)CC(CC)CCCC,*C1(*)c2cc(c3ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s3)sc2c2c1ccc1c2ccc2c1c1sc(c3ccc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)s3)cc1C2(*)*,DTNSF,,DTNSF,Disjointed structure. Fluorines make markush bonds,,,
O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3c4ccc5c(c6c(C5(CC(CC)CCCC)CC(CC)CCCC)cc(/C=C5C(c7ccccc7C\5=C(C#N)\C#N)=O)s6)c4ccc3C2(CC(CC)CCCC)CC(CC)CCCC)s1,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3c4ccc5c(c6c(C5([R4])[R4])cc(/C=C5C(c7ccccc7C\5=C(C#N)\C#N)=O)s6)c4ccc3C2([R4])[R4])s1,DTNIC8,,DTNIC8,Flourine pictured below,,,
CCCCC(CC)CC1(CC(CC)CCCC)c2cc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2c2c1ccc1c2ccc2c1c1sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)CC(CC)CCCC,*C1(*)c2cc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2c2c1ccc1c2ccc2c1c1sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc1C2(*)*,DTNIF,,DTNIF,Disjointed structure. Similar to IHIC2,,,
CCCCCC[Si]1(CCCCCC)c2cc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2c2sc3c4c(sc3c21)c1sc(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)cc1[Si]4(CCCCCC)CCCCCC,*[Si]1(*)c2cc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2c2sc3c4c(sc3c21)c1sc(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)cc1[Si]4(*)*,Si4TIC-F,,Si4TIC-F,Flourine should have markush bonds (can attach to either far carbon),,,
