SMILE,R group Smiles,Name_Stanley,Comments (Stanley),Name_Aaron,Comments (Aaron),Comments (after matching),Important comments for Group Meeting,"40, 67, 97,208,225"
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc(c7cc(F)c(/C=C8S/C(N(CCCCCCCC)C\8=O)=C(C#N)/C#N)c8c7nsn8)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc(c2cc(F)c(/C=C4S/C(N(CCCCCCCC)C\4=O)=C(C#N)/C#N)c4c2nsn4)c3)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc(c7cc(F)c(/C=C8S/C(N(CCCCCCCC)C\8=O)=C(C#N)/C#N)c8c7nsn8)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc(c2cc(F)c(/C=C4S/C(N(CCCCCCCC)C\4=O)=C(C#N)/C#N)c4c2nsn4)c3)cc1,IDT-FBTB,,IDT-FBTB,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc3c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)c2sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,*Oc1c2sc3c(c2c(O*)c2sc4c(c12)C(c1ccc(*)cc1)(c1ccc(*)cc1)c1cc(C=C2C(=O)c5cc(F)ccc5C2=C(C#N)C#N)sc14)C(c1ccc(*)cc1)(c1ccc(*)cc1)c1cc(C=C2C(=O)c4cc(F)ccc4C2=C(C#N)C#N)sc13,BT-SFIC,error,BT-SFIC,Fluorine has markush bond (can be on either far carbon),names are equivalent in literature,,
O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4c(OCC(CC)CCCC)c5c6c(c7c(C6(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)cc(/C=C6C(c8cc(F)c(F)cc8C\6=C(C#N)\C#N)=O)s7)sc5c(OCC(CC)CCCC)c4c3C2(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)s1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1cc2c(c3sc4c(O[R4])c5c6c(c7c(C6(c6ccc([R14])cc6)c6ccc([R14])cc6)cc(/C=C6C(c8cc(F)c(F)cc8C\6=C(C#N)\C#N)=O)s7)sc5c(O[R4])c4c3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1,BT-FIC,,BT-FIC,,names are equivalent in literature,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc(c7ccc(/C=C8S/C(N(CC)C\8=O)=C(C#N)/C#N)c8c7nsn8)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc(c2ccc(/C=C4S/C(N(CC)C\4=O)=C(C#N)/C#N)c4c2nsn4)c3)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc(c7ccc(/C=C8S/C(N(CC)C\8=O)=C(C#N)/C#N)c8c7nsn8)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc(c2ccc(/C=C4S/C(N(CC)C\4=O)=C(C#N)/C#N)c4c2nsn4)c3)cc1,,,BT3,,ITBTR-C2 was wrong,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc(c7ccc(C=O)c8nc(c9ccccc9)c(c9ccccc9)nc78)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc(c2ccc(C=O)c4nc(c5ccccc5)c(c5ccccc5)nc24)c3)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc(c7ccc(C=O)c8nc(c9ccccc9)c(c9ccccc9)nc78)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc(c2ccc(C=O)c4nc(c5ccccc5)c(c5ccccc5)nc24)c3)cc1,Qx1,,Qx1,,,,
CCCCCCC1(CCCCCC)c2c(c3cc4c(c5sc(c6ccc(C=O)c7nc(c8ccccc8)c(c8ccccc8)nc67)cc5C(CCCCCC)4CCCCCC)cc31)sc(c1ccc(C=O)c3nc(c4ccccc4)c(c4ccccc4)nc13)c2,[R14]C1([R14])c2c(c3cc4c(c5sc(c6ccc(C=O)c7nc(c8ccccc8)c(c8ccccc8)nc67)cc5C([R14])4[R14])cc31)sc(c1ccc(C=O)c3nc(c4ccccc4)c(c4ccccc4)nc13)c2,Qx1b,,Qx1b,,,,
CCCCCCn1nc2c(/C=C3C(N(/C(S/3)=C(C#N)/C#N)CC)=O)ccc(c3ccc(c4ccc(c5c6nn(CCCCCC)nc6c(/C=C6S/C(N(CC)C\6=O)=C(C#N)/C#N)cc5)cc4C45c6c(c7c5cccc7)cccc6)c4c3)c2n1,[R14]n1nc2c(/C=C3C(N(/C(S/3)=C(C#N)/C#N)CC)=O)ccc(c3ccc(c4ccc(c5c6nn([R14])nc6c(/C=C6S/C(N(CC)C\6=O)=C(C#N)/C#N)cc5)cc4C45c6c(c7c5cccc7)cccc6)c4c3)c2n1,BTA23,,BTA23,Similar to SFBRCN,,,
CCCCCCn1nc2c(/C=C3C(N(C(S/3)=S)CC)=O)ccc(c3ccc(c4ccc(c5c6nn(CCCCCC)nc6c(/C=C6SC(N(CC)C\6=O)=S)cc5)cc4C45c6c(c7c5cccc7)cccc6)c4c3)c2n1,[R14]n1nc2c(/C=C3C(N(C(S/3)=S)CC)=O)ccc(c3ccc(c4ccc(c5c6nn([R14])nc6c(/C=C6SC(N(CC)C\6=O)=S)cc5)cc4C45c6c(c7c5cccc7)cccc6)c4c3)c2n1,BTA21,,BTA21,,,,
CCCCCCn1nc2c(/C=C(C#N)/C#N)ccc(c3ccc(c4ccc(c5c6nn(CCCCCC)nc6c(/C=C(C#N)\C#N)cc5)cc4C45c6c(c7c5cccc7)cccc6)c4c3)c2n1,[R14]n1nc2c(/C=C(C#N)/C#N)ccc(c3ccc(c4ccc(c5c6nn([R14])nc6c(/C=C(C#N)\C#N)cc5)cc4C45c6c(c7c5cccc7)cccc6)c4c3)c2n1,BTA27,,BTA27,,,,
O=C1c2c(C(/C1=C/c1sc(c3cc(C4(CCCCCCCC)CCCCCCCC)c(c5c4cc(c4c(C(CCCCCCCC)6CCCCCCCC)cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s4)c6c5)cc3C3(CCCCCCCC)CCCCCCCC)c3c1)=C(C#N)/C#N)cccc2,O=C1c2c(C(/C1=C/c1sc(c3cc(C4([R2])[R2])c(c5c4cc(c4c(C([R2])6[R2])cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)s4)c6c5)cc3C3([R2])[R2])c3c1)=C(C#N)/C#N)cccc2,F-H,,FDICTF,"Triplicate on here, duplicate on PDF",names are equivalent in literature,,
CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2c2cc4c(cc21)c1sc(C=C2C(=O)c5cc(F)ccc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(C=C2C(=O)c4cc(F)ccc4C2=C(C#N)C#N)sc13,*C1(*)c2cc3c(cc2c2cc4c(cc21)c1sc(C=C2C(=O)c5cc(F)ccc5C2=C(C#N)C#N)cc1C4(*)*)C(*)(*)c1cc(C=C2C(=O)c4cc(F)ccc4C2=C(C#N)C#N)sc13,F-F,,F-F,Fluorine should be markush bonded. Disjointed structure.,,,
CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2c2cc4c(cc21)c1sc(C=C2C(=O)c5cc(C)ccc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(C=C2C(=O)c4cc(C)ccc4C2=C(C#N)C#N)sc13,*C1(*)c2cc3c(cc2c2cc4c(cc21)c1sc(C=C2C(=O)c5cc(Cl)ccc5C2=C(C#N)C#N)cc1C4(*)*)C(*)(*)c1cc(C=C2C(=O)c4cc(Cl)ccc4C2=C(C#N)C#N)sc13,F-Cl,,F-Cl,Chlorine should be markush bond. Disjointed structure,,,
Bc1ccc2c(c1)C(=O)C(=Cc1cc3c(s1)c1cc4c(cc1C3(CCCCCCCC)CCCCCCCC)c1cc3c(cc1C4(CCCCCCCC)CCCCCCCC)c1sc(C=C4C(=O)c5cc(B)ccc5C4=C(C#N)C#N)cc1C3(CCCCCCCC)CCCCCCCC)C2=C(C#N)C#N,*C1(*)c2cc3c(cc2c2cc4c(cc21)c1sc(C=C2C(=O)c5cc(Br)ccc5C2=C(C#N)C#N)cc1C4(*)*)C(*)(*)c1cc(C=C2C(=O)c4cc(Br)ccc4C2=C(C#N)C#N)sc13,F-Br,,F-Br,Disjointed structure. Bromine is markush bond (could be on either far carbon).,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(C)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c3sc(C=C5C(=O)c6cc(C)ccc6C5=C(C#N)C#N)cc3sc24)cc1,*c1ccc(C2(c3ccc(*)cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(Cl)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(*)cc2)(c2ccc(*)cc2)c2c3sc(C=C5C(=O)c6cc(Cl)ccc6C5=C(C#N)C#N)cc3sc24)cc1,CI-ITIC,,Cl-ITIC,Disjointed structure. Chlorine is markush bond (could be on either far carbon).,,,
Bc1ccc2c(c1)C(=O)C(=Cc1cc3sc4c(c3s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc3c(cc14)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c4sc(C=C5C(=O)c6cc(B)ccc6C5=C(C#N)C#N)cc4sc13)C2=C(C#N)C#N,*c1ccc(C2(c3ccc(*)cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(Br)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(*)cc2)(c2ccc(*)cc2)c2c3sc(C=C5C(=O)c6cc(Br)ccc6C5=C(C#N)C#N)cc3sc24)cc1,Br-ITIC,,Br-ITIC,Bromine is markush bond (could be on either far end carbon). Structure is disjointed,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(I)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c3sc(C=C5C(=O)c6cc(I)ccc6C5=C(C#N)C#N)cc3sc24)cc1,*c1ccc(C2(c3ccc(*)cc3)c3cc4c(cc3c3sc5cc(C=C6C(=O)c7cc(I)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(*)cc2)(c2ccc(*)cc2)c2c3sc(C=C5C(=O)c6cc(I)ccc6C5=C(C#N)C#N)cc3sc24)cc1,I-ITIC,,I-ITIC,Iodine is markush bond (could be on either far end carbon). Structure is disjointed,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(cc4sc5c(C(c6ccc(CCCCCC)cc6)(c6ccc(CCCCCC)cc6)c6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc65)c4c4)c4sc3c3sc(/C=C4C(c5ccccc5C\4=C(C#N)\C#N)=O)cc23)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(cc4sc5c(C(c6ccc([R14])cc6)(c6ccc([R14])cc6)c6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc65)c4c4)c4sc3c3sc(/C=C4C(c5ccccc5C\4=C(C#N)\C#N)=O)cc23)cc1,NFBDT,,NFBDT,,,,
CCCCCCCCc1c2sc3c(c2c(CCCCCCCC)c2sc4c(c12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(C=C2C(=O)c5cc(F)ccc5C2=C(C#N)C#N)sc14)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(C=C2C(=O)c4cc(F)ccc4C2=C(C#N)C#N)sc13,*c1ccc(C2(c3ccc(*)cc3)c3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc3c3sc4c(*)c5c6c(sc5c(*)c4c32)c2sc(C=C3C(=O)c4cc(F)ccc4C3=C(C#N)C#N)cc2C6(c2ccc(*)cc2)c2ccc(*)cc2)cc1,NCBDT,,NCBDT,Should be markush Fluorine end groups (indicating F could be on either far end carbon). Structure also appears to be disjointed.,,,
O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc(C(SCC(CCCCCC)CCCC)(SCC(CCCCCC)CCCC)C3=C4C(SCC(CCCCCC)CCCC)(SCC(CCCCCC)CCCC)c5c3cc(Cc3cc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)sc33)c3c5)c4cc2C2)c2c1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc(C([R7])([R7])C3=C4C([R7])([R7])c5c3cc(Cc3cc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)sc33)c3c5)c4cc2C2)c2c1,ZITI-4F,,ZITI-4F,,,,
O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc3n(C(CCCCCCCCC)CCCCCCC)c4cc(c5c(C(c6ccc(CCCCCCCC)cc6)6c7ccc(CCCCCCCC)cc7)cc(/C=C7/C(c8c(C7=O)cccc8)=C(C#N)/C#N)s5)c6cc4c3cc2C2(c3ccc(CCCCCCCC)cc3)c3ccc(CCCCCCCC)cc3)c2c1,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc3n([R21])c4cc(c5c(C(c6ccc([R2])cc6)6c7ccc([R2])cc7)cc(/C=C7/C(c8c(C7=O)cccc8)=C(C#N)/C#N)s5)c6cc4c3cc2C2(c3ccc([R2])cc3)c3ccc([R2])cc3)c2c1,DTCCIC-C17,correct,DTCCIC-C17,Duplicate on here and PDF,,,
S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc5c(c6c(C(CCCCCCCC)5CCCCCCCC)cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3(CCCCCCCC)CCCCCCCC)s2)cc1,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc5c(c6c(C([R2])5[R2])cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3([R2])[R2])s2)cc1,O-IDTBR,,O-IDTBR,,,,
S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc5c(c6c(C(CC(CC)CCCC)5CC(CC)CCCC)cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3(CC(CC)CCCC)CC(CC)CCCC)s2)cc1,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc5c(c6c(C([R4])5[R4])cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3([R4])[R4])s2)cc1,EH-IDTBR,,EH-IDTBR,,,,
S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4ccc(c5c6nsnc6c(/C=C6SC(N(C\6=O)CC)=S)cc5)cc4C3(CCCCCCCC)CCCCCCCC)cc2)cc1,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4ccc(c5c6nsnc6c(/C=C6SC(N(C\6=O)CC)=S)cc5)cc4C3([R2])[R2])cc2)cc1,FBR,,FBR,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6cscc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cscc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cscc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cscc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,ITCPTC,,ITCPTC,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4C(c5cscc5C\4=C(C#N)\C#N)=O)sc3c3cc4c(c5sc(/C=C6C(c7cscc7C\6=C(C#N)\C#N)=O)cc5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(/C=C4C(c5cscc5C\4=C(C#N)\C#N)=O)sc3c3cc4c(c5sc(/C=C6C(c7cscc7C\6=C(C#N)\C#N)=O)cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,IDTCN,,IDTCN,,,,
O=C1c2cc(c3ccc(c4ccc5c6c(C(N(SCC(CCCCCC)CCCC)C5=O)=O)cccc46)s3)ccc2c2c1cc(c1sc(c3c4cccc5c4c(C(N(SCC(CCCCCC)CCCC)C5=O)=O)cc3)cc1)cc2,O=C1c2cc(c3ccc(c4ccc5c6c(C(N([R7])C5=O)=O)cccc46)s3)ccc2c2c1cc(c1sc(c3c4cccc5c4c(C(N([R7])C5=O)=O)cc3)cc1)cc2,NAI-FN-NAI(BO),,NAI-FN-NAI(BO),,,,
O=C1c2cc(c3ccc(c4ccc5c6c(C(N(CC(CCCCCC)CCCCCCCC)C5=O)=O)cccc46)s3)ccc2c2c1cc(c1sc(c3c4cccc5c4c(C(N(CC(CCCCCC)CCCCCCCC)C5=O)=O)cc3)cc1)cc2,O=C1c2cc(c3ccc(c4ccc5c6c(C(N([R1])C5=O)=O)cccc46)s3)ccc2c2c1cc(c1sc(c3c4cccc5c4c(C(N([R1])C5=O)=O)cc3)cc1)cc2,NAI-FN-NAI(HD),,NAI-FN-NAI(HD),,,,
O=C(N(SCC(CCCCCC)CCCC)C1=O)c2c3c1ccc(c1ccc(c4cc(/C5=C(C#N)\C#N)c(c6c5cc(c5sc(c7c8cccc9c8c(C(N(SCC(CCCCCC)CCCC)C9=O)=O)cc7)cc5)cc6)cc4)s1)c3ccc2,O=C(N([R7])C1=O)c2c3c1ccc(c1ccc(c4cc(/C5=C(C#N)\C#N)c(c6c5cc(c5sc(c7c8cccc9c8c(C(N([R7])C9=O)=O)cc7)cc5)cc6)cc4)s1)c3ccc2,NAI-FCN-NAI(BO),,NAI-FCN-NAI(BO),,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc5cc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9ccccc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc5cc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9ccccc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,INIC,,INIC,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc5cc(/C=C6C(c7c(F)cccc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9c(F)cccc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc5cc(/C=C6C(c7c(F)cccc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9c(F)cccc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,INIC1,,INIC1,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc5cc(/C=C6C(c7ccc(F)cc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9ccc(F)cc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc5cc(/C=C6C(c7ccc(F)cc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3cc4c(c5sc6c7sc(/C=C8C(c9ccc(F)cc9C\8=C(C#N)\C#N)=O)cc7sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,INIC2,,INIC2,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3sc4c5c(c6sc7cc(/C=C8C(c9cc(F)c(F)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)sc4c32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(F)c(F)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3sc4c5c(c6sc7cc(/C=C8C(c9cc(F)c(F)cc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc([R14])cc5)c5ccc([R14])cc5)sc4c32)cc1,F8IC,"same structure, different labels",F8IC,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc5cc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3sc4c5c(c6sc7c8sc(/C=C9C(c%10cc(F)c(F)cc%10C\9=C(C#N)\C#N)=O)cc8sc7c6C5(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)sc4c32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc5cc(/C=C6C(c7cc(F)c(F)cc7C\6=C(C#N)\C#N)=O)sc5c4sc3c3sc4c5c(c6sc7c8sc(/C=C9C(c%10cc(F)c(F)cc%10C\9=C(C#N)\C#N)=O)cc8sc7c6C5(c5ccc([R14])cc5)c5ccc([R14])cc5)sc4c32)cc1,F10IC,,F10IC,,,,
CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4)sc3c3cc4c(c5sc(c6sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)cc6)cc5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4)sc3c3cc4c(c5sc(c6sc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)cc6)cc5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,DC-IDT2T,,DC-IDT2T,,,,
CCCCCCCCC1(CCCCCCCC)c2cc(c3sc(/C=C4C(N(C(N(C\4=O)CC)=S)CC)=O)cc3)ccc2c2ccc(c3ccc(/C=C4C(N(CC)C(N(CC)C/4=O)=S)=O)s3)cc21,[R2]C1([R2])c2cc(c3sc(/C=C4C(N(C(N(C\4=O)CC)=S)CC)=O)cc3)ccc2c2ccc(c3ccc(/C=C4C(N(CC)C(N(CC)C/4=O)=S)=O)s3)cc21,FTTB,,FTTB,,,,
S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc(C5(CC(CC)CCCC)CC(CC)CCCC)c(c6c5cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)cc6)cc4C3(CC(CC)CCCC)CC(CC)CCCC)cc2)cc1,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc(C5([R4])[R4])c(c6c5cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)cc6)cc4C3([R4])[R4])cc2)cc1,IDFBR,,IDFBR,,,,
S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc(C5(CCCCCCCC)CCCCCCCC)c(c6c5cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3(CCCCCCCC)CCCCCCCC)s2)cc1,S=C(N(C/1=O)CC)SC1=C/c1c2nsnc2c(c2cc3c(c4cc(C5([R2])[R2])c(c6c5cc(c5c7nsnc7c(/C=C7SC(N(C\7=O)CC)=S)cc5)s6)cc4C3([R2])[R2])s2)cc1,IDTBR,,IDTBR,Duplicate here only,,,
SCC(CCCCCC)CCCCc1c(c2sc3nc(c4sc(c5c6nsnc6c(/C=C(C#N)\C#N)cc5)cc4SCC(CCCCCC)CCCC)sc3n2)sc(c2c3nsnc3c(/C=C(C#N)\C#N)cc2)c1,[R7]c1c(c2sc3nc(c4sc(c5c6nsnc6c(/C=C(C#N)\C#N)cc5)cc4[R7])sc3n2)sc(c2c3nsnc3c(/C=C(C#N)\C#N)cc2)c1,TTz1,,TTz1,,,,
SCC(CCCCCC)CCCCc1c(c2sc3nc(c4c(SCC(CCCCCC)CCCC)cc(c5ccc(/C=C6S/C(N(C/6=O)CC)=C(C#N)\C#N)c6c5nsn6)s4)sc3n2)sc(c2c3nsnc3c(/C=C3C(N(CC)/C(S\3)=C(C#N)/C#N)=O)cc2)c1,[R7]c1c(c2sc3nc(c4c([R7])cc(c5ccc(/C=C6S/C(N(C/6=O)CC)=C(C#N)\C#N)c6c5nsn6)s4)sc3n2)sc(c2c3nsnc3c(/C=C3C(N(CC)/C(S\3)=C(C#N)/C#N)=O)cc2)c1,TTz2,,TTz2,,,,
CCCCCCC(c1cc(/C=C2C(c3ccccc3C\2=C(C#N)\C#N)=O)sc11)(CCCCCC)c2c1cc(C(CCCCCCCC)(CCCCCCCC)c1cc(c3sc(/C=C4/C(c5c(C4=O)cccc5)=C(C#N)/C#N)cc3C3(CCCCCC)CCCCCC)c3cc31)c3c2,[R14]C(c1cc(/C=C2C(c3ccccc3C\2=C(C#N)\C#N)=O)sc11)([R14])c2c1cc(C([R2])([R2])c1cc(c3sc(/C=C4/C(c5c(C4=O)cccc5)=C(C#N)/C#N)cc3C3([R14])[R14])c3cc31)c3c2,FTIC-C8C6,,FTIC-C8C6,,,,
CCCCCCC(c1cc(/C=C2C(c3ccccc3C\2=C(C#N)\C#N)=O)sc11)(CCCCCC)c2c1cc(C(CCCCCC)(CCCCCC)c1cc(c3sc(/C=C4/C(c5c(C4=O)cccc5)=C(C#N)/C#N)cc3C3(CCCCCC)CCCCCC)c3cc31)c3c2,[R14]C(c1cc(/C=C2C(c3ccccc3C\2=C(C#N)\C#N)=O)sc11)([R14])c2c1cc(C([R14])([R14])c1cc(c3sc(/C=C4/C(c5c(C4=O)cccc5)=C(C#N)/C#N)cc3C3([R14])[R14])c3cc31)c3c2,FTIC-C6C6,,FTIC-C6C6,,,,
