Dataset,num_of_folds,Features,Targets,Model,num_of_data,r_mean,r_std,r2_mean,r2_std
OPV_Min,5,fp,FF_percent,ngboost,5,0.551712459391894,0.04681922737436931,0.2721345368378546,0.04348236513049146
