Dataset,num_of_folds,Features,Targets,Model,num_of_data,r_mean,r_std,r2_mean,r2_std
OPV_Min,5,fp,Voc_V,ngboost,5,0.6218335760300009,0.11272820181705735,0.3465561588138229,0.11732259453945822
