Dataset,num_of_folds,Features,Targets Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,mordred,calc_PCE_percent,0.5776810035779342,0.09690569094609773,0.11207243044252913,0.27828991827536725,2.804922955818148,0.3546133016365946,1.943994387197493,0.22975455498034192,5
