Dataset,num_of_folds,Features,Targets Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_SMILES,calc_PCE_percent,0.549821533024655,0.1100383671101001,0.26926528343513234,0.12848709606478245,2.5801989816399375,0.32955427043210517,2.004087402724634,0.19842280349061958,5
