Dataset,num_of_folds,Features,Targets Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_SELFIES,calc_PCE_percent,0.49260793647672385,0.08019617306958708,0.21075373543336123,0.10432377935059643,2.6864559260480165,0.17176949394145102,2.1021296296563854,0.1615623903200211,5
