Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_mordred_pca,calc_PCE_percent,MLR,0.028965235127406702,0.09681654853632359,-1.6343697990012595e+17,2.7631597122250272e+17,845520389.3071755,1069766926.8569778,181926907.63706023,225089139.9212873,558
