Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_FP_radius_3_nbits_1024,Voc_V,XGBoost,0.7178398302336187,0.037382604785781336,0.5005237927494374,0.0571002505604305,0.07569965887204129,0.008158670366803157,0.05166557482899846,0.004514893592544018,558
