Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_graphembed,calc_PCE_percent,XGBoost,0.6072647756654609,0.050293096682880886,0.3186166600527491,0.09771343147198501,2.477742540397067,0.09319721043056346,1.8740495256634753,0.03782270251016142,558
