Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mse_mean,mse_std,num_of_data
OPV_Min,5,DA_graphembed,calc_PCE_percent,NGBoost,0.6377397747277272,0.02718316757998669,0.37800126685851654,0.052744891616491166,2.380621680040867,0.15498994731460805,5.691381467249185,0.7483691561090454,559
